task,size_label,seed,penalty_scale,any_feasible_ground_state,all_ground_states_feasible,feasible_objective,penalized_ground_energy
placement,8,8,0.25,True,True,1.8697318382918118,1.8697318382918118
placement,8,8,0.5,True,True,1.8697318382918118,1.8697318382918118
placement,8,8,1.0,True,True,1.8697318382918118,1.8697318382918118
placement,8,8,2.0,True,True,1.8697318382918118,1.8697318382918118
placement,8,8,4.0,True,True,1.8697318382918118,1.8697318382918118
placement,8,9,0.1,True,True,0.99326386952637,0.99326386952637
placement,8,9,0.25,True,True,0.99326386952637,0.99326386952637
placement,8,9,0.5,True,True,0.99326386952637,0.99326386952637
placement,8,9,1.0,True,True,0.99326386952637,0.99326386952637
placement,8,9,2.0,True,True,0.99326386952637,0.99326386952637
placement,8,9,4.0,True,True,0.99326386952637,0.99326386952637
placement,9,0,0.1,True,True,1.6969481537868196,1.6969481537868196
placement,9,0,0.25,True,True,1.6969481537868196,1.6969481537868196
placement,9,0,0.5,True,True,1.6969481537868196,1.6969481537868196
placement,9,0,1.0,True,True,1.6969481537868196,1.6969481537868196
placement,9,0,2.0,True,True,1.6969481537868196,1.6969481537868196
placement,9,0,4.0,True,True,1.6969481537868196,1.6969481537868196
placement,9,1,0.1,True,True,2.130584783759973,2.130584783759973
placement,9,1,0.25,True,True,2.130584783759973,2.130584783759973
placement,9,1,0.5,True,True,2.130584783759973,2.130584783759973
placement,9,1,1.0,True,True,2.130584783759973,2.130584783759973
placement,9,1,2.0,True,True,2.130584783759973,2.130584783759973
placement,9,1,4.0,True,True,2.130584783759973,2.130584783759973
placement,9,2,0.1,True,True,1.9442365391642937,1.9442365391642937
placement,9,2,0.25,True,True,1.9442365391642937,1.9442365391642937
placement,9,2,0.5,True,True,1.9442365391642937,1.9442365391642937
placement,9,2,1.0,True,True,1.9442365391642937,1.9442365391642937
placement,9,2,2.0,True,True,1.9442365391642937,1.9442365391642937
placement,9,2,4.0,True,True,1.9442365391642937,1.9442365391642937
placement,9,3,0.1,True,True,1.682488612239109,1.682488612239109
placement,9,3,0.25,True,True,1.682488612239109,1.682488612239109
placement,9,3,0.5,True,True,1.682488612239109,1.682488612239109
placement,9,3,1.0,True,True,1.682488612239109,1.682488612239109
placement,9,3,2.0,True,True,1.682488612239109,1.682488612239109
placement,9,3,4.0,True,True,1.682488612239109,1.682488612239109
placement,9,4,0.1,False,False,2.5759727037575337,2.5735210698416306
placement,9,4,0.25,True,True,2.5759727037575337,2.5759727037575337
placement,9,4,0.5,True,True,2.5759727037575337,2.5759727037575337
placement,9,4,1.0,True,True,2.5759727037575337,2.5759727037575337
placement,9,4,2.0,True,True,2.5759727037575337,2.5759727037575337
placement,9,4,4.0,True,True,2.5759727037575337,2.5759727037575337
placement,9,5,0.1,True,True,2.3988783662374282,2.3988783662374282
placement,9,5,0.25,True,True,2.3988783662374282,2.3988783662374282
placement,9,5,0.5,True,True,2.3988783662374282,2.3988783662374282
placement,9,5,1.0,True,True,2.3988783662374282,2.3988783662374282
placement,9,5,2.0,True,True,2.3988783662374282,2.3988783662374282
placement,9,5,4.0,True,True,2.3988783662374282,2.3988783662374282
placement,9,6,0.1,False,False,3.14599654695861,2.5453226683023296
placement,9,6,0.25,True,True,3.14599654695861,3.14599654695861
placement,9,6,0.5,True,True,3.14599654695861,3.14599654695861
placement,9,6,1.0,True,True,3.14599654695861,3.14599654695861
placement,9,6,2.0,True,True,3.14599654695861,3.14599654695861
placement,9,6,4.0,True,True,3.14599654695861,3.14599654695861
placement,9,7,0.1,False,False,2.4982371721624568,2.4873715386083983
placement,9,7,0.25,True,True,2.4982371721624568,2.4982371721624568
placement,9,7,0.5,True,True,2.4982371721624568,2.4982371721624568
placement,9,7,1.0,True,True,2.4982371721624568,2.4982371721624568
placement,9,7,2.0,True,True,2.4982371721624568,2.4982371721624568
placement,9,7,4.0,True,True,2.4982371721624568,2.4982371721624568
placement,9,8,0.1,False,False,2.8271839549443123,2.262854325755054
placement,9,8,0.25,True,True,2.8271839549443123,2.8271839549443123
placement,9,8,0.5,True,True,2.8271839549443123,2.8271839549443123
placement,9,8,1.0,True,True,2.8271839549443123,2.8271839549443123
placement,9,8,2.0,True,True,2.8271839549443123,2.8271839549443123
placement,9,8,4.0,True,True,2.8271839549443123,2.8271839549443123
placement,9,9,0.1,True,True,2.5996013325591862,2.5996013325591862
placement,9,9,0.25,True,True,2.5996013325591862,2.5996013325591862
placement,9,9,0.5,True,True,2.5996013325591862,2.5996013325591862
placement,9,9,1.0,True,True,2.5996013325591862,2.5996013325591862
placement,9,9,2.0,True,True,2.5996013325591862,2.5996013325591862
placement,9,9,4.0,True,True,2.5996013325591862,2.5996013325591862
placement,12,0,0.1,True,True,2.1891683698877853,2.1891683698877853
placement,12,0,0.25,True,True,2.1891683698877853,2.1891683698877853
placement,12,0,0.5,True,True,2.1891683698877853,2.1891683698877853
placement,12,0,1.0,True,True,2.1891683698877853,2.1891683698877853
placement,12,0,2.0,True,True,2.1891683698877853,2.1891683698877853
placement,12,0,4.0,True,True,2.1891683698877853,2.1891683698877853
placement,12,1,0.1,False,False,2.968720818356282,2.1963339466755256
placement,12,1,0.25,True,True,2.968720818356282,2.968720818356282
placement,12,1,0.5,True,True,2.968720818356282,2.968720818356282
placement,12,1,1.0,True,True,2.968720818356282,2.968720818356282
placement,12,1,2.0,True,True,2.968720818356282,2.968720818356282
placement,12,1,4.0,True,True,2.968720818356282,2.968720818356282
placement,12,2,0.1,False,False,3.459115930844322,2.685159019695501
placement,12,2,0.25,True,True,3.459115930844322,3.459115930844322
placement,12,2,0.5,True,True,3.459115930844322,3.459115930844322
placement,12,2,1.0,True,True,3.459115930844322,3.459115930844322
placement,12,2,2.0,True,True,3.459115930844322,3.459115930844322
placement,12,2,4.0,True,True,3.459115930844322,3.459115930844322
placement,12,3,0.1,False,False,2.6827481278458363,2.4150308032047567
placement,12,3,0.25,True,True,2.6827481278458363,2.6827481278458363
placement,12,3,0.5,True,True,2.6827481278458363,2.6827481278458363
placement,12,3,1.0,True,True,2.6827481278458363,2.6827481278458363
placement,12,3,2.0,True,True,2.6827481278458363,2.6827481278458363
placement,12,3,4.0,True,True,2.6827481278458363,2.6827481278458363
placement,12,4,0.1,False,False,2.485128190494849,2.3465972972271025
placement,12,4,0.25,True,True,2.485128190494849,2.485128190494849
placement,12,4,0.5,True,True,2.485128190494849,2.485128190494849
placement,12,4,1.0,True,True,2.485128190494849,2.485128190494849
placement,12,4,2.0,True,True,2.485128190494849,2.485128190494849
placement,12,4,4.0,True,True,2.485128190494849,2.485128190494849
placement,12,5,0.1,False,False,2.780253963673456,2.580605040396803
placement,12,5,0.25,True,True,2.780253963673456,2.780253963673456
placement,12,5,0.5,True,True,2.780253963673456,2.780253963673456
placement,12,5,1.0,True,True,2.780253963673456,2.780253963673456
placement,12,5,2.0,True,True,2.780253963673456,2.780253963673456
placement,12,5,4.0,True,True,2.780253963673456,2.780253963673456
placement,12,6,0.1,False,False,2.6430612490387744,2.248422849738862
placement,12,6,0.25,True,True,2.6430612490387744,2.6430612490387744
placement,12,6,0.5,True,True,2.6430612490387744,2.6430612490387744
placement,12,6,1.0,True,True,2.6430612490387744,2.6430612490387744
placement,12,6,2.0,True,True,2.6430612490387744,2.6430612490387744
placement,12,6,4.0,True,True,2.6430612490387744,2.6430612490387744
placement,12,7,0.1,False,False,3.0481235735713152,1.9293559322855474
placement,12,7,0.25,True,True,3.0481235735713152,3.0481235735713152
placement,12,7,0.5,True,True,3.0481235735713152,3.0481235735713152
placement,12,7,1.0,True,True,3.0481235735713152,3.0481235735713152
placement,12,7,2.0,True,True,3.0481235735713152,3.0481235735713152
placement,12,7,4.0,True,True,3.0481235735713152,3.0481235735713152
placement,12,8,0.1,False,False,2.912781841718501,2.7781563251953543
placement,12,8,0.25,True,True,2.912781841718501,2.912781841718501
placement,12,8,0.5,True,True,2.912781841718501,2.912781841718501
placement,12,8,1.0,True,True,2.912781841718501,2.912781841718501
placement,12,8,2.0,True,True,2.912781841718501,2.912781841718501
placement,12,8,4.0,True,True,2.912781841718501,2.912781841718501
placement,12,9,0.1,True,True,1.7859511992755568,1.7859511992755568
placement,12,9,0.25,True,True,1.7859511992755568,1.7859511992755568
placement,12,9,0.5,True,True,1.7859511992755568,1.7859511992755568
placement,12,9,1.0,True,True,1.7859511992755568,1.7859511992755568
placement,12,9,2.0,True,True,1.7859511992755568,1.7859511992755568
placement,12,9,4.0,True,True,1.7859511992755568,1.7859511992755568
placement,14,30000,0.1,True,True,0.7468991453534848,0.7468991453534848
placement,14,30000,0.25,True,True,0.7468991453534848,0.7468991453534848
placement,14,30000,0.5,True,True,0.7468991453534848,0.7468991453534848
placement,14,30000,1.0,True,True,0.7468991453534848,0.7468991453534848
placement,14,30000,2.0,True,True,0.7468991453534848,0.7468991453534848
placement,14,30000,4.0,True,True,0.7468991453534848,0.7468991453534848
placement,14,30001,0.1,True,True,1.2045710581949836,1.2045710581949836
placement,14,30001,0.25,True,True,1.2045710581949836,1.2045710581949836
placement,14,30001,0.5,True,True,1.2045710581949836,1.2045710581949836
placement,14,30001,1.0,True,True,1.2045710581949836,1.2045710581949836
placement,14,30001,2.0,True,True,1.2045710581949836,1.2045710581949836
placement,14,30001,4.0,True,True,1.2045710581949836,1.2045710581949836
placement,14,30002,0.1,True,True,1.8349108368305482,1.8349108368305482
placement,14,30002,0.25,True,True,1.8349108368305482,1.8349108368305482
placement,14,30002,0.5,True,True,1.8349108368305482,1.8349108368305482
placement,14,30002,1.0,True,True,1.8349108368305482,1.8349108368305482
placement,14,30002,2.0,True,True,1.8349108368305482,1.8349108368305482
placement,14,30002,4.0,True,True,1.8349108368305482,1.8349108368305482
placement,14,30003,0.1,True,True,0.8705100221990362,0.8705100221990362
placement,14,30003,0.25,True,True,0.8705100221990362,0.8705100221990362
placement,14,30003,0.5,True,True,0.8705100221990362,0.8705100221990362
placement,14,30003,1.0,True,True,0.8705100221990362,0.8705100221990362
placement,14,30003,2.0,True,True,0.8705100221990362,0.8705100221990362
placement,14,30003,4.0,True,True,0.8705100221990362,0.8705100221990362
placement,14,30004,0.1,True,True,1.2987903830180083,1.2987903830180083
placement,14,30004,0.25,True,True,1.2987903830180083,1.2987903830180083
placement,14,30004,0.5,True,True,1.2987903830180083,1.2987903830180083
placement,14,30004,1.0,True,True,1.2987903830180083,1.2987903830180083
placement,14,30004,2.0,True,True,1.2987903830180083,1.2987903830180083
placement,14,30004,4.0,True,True,1.2987903830180083,1.2987903830180083
placement,16,30000,0.1,False,False,3.82051463888338,3.50022970240264
placement,16,30000,0.25,True,True,3.82051463888338,3.82051463888338
placement,16,30000,0.5,True,True,3.82051463888338,3.82051463888338
placement,16,30000,1.0,True,True,3.82051463888338,3.82051463888338
placement,16,30000,2.0,True,True,3.82051463888338,3.82051463888338
placement,16,30000,4.0,True,True,3.82051463888338,3.82051463888338
placement,16,30001,0.1,False,False,3.6099364575686077,2.3385517281917707
placement,16,30001,0.25,True,True,3.6099364575686077,3.6099364575686077
placement,16,30001,0.5,True,True,3.6099364575686077,3.6099364575686077
placement,16,30001,1.0,True,True,3.6099364575686077,3.6099364575686077
placement,16,30001,2.0,True,True,3.6099364575686077,3.6099364575686077
placement,16,30001,4.0,True,True,3.6099364575686077,3.6099364575686077
placement,16,30002,0.1,False,False,4.284871756535545,3.7537896736876197
placement,16,30002,0.25,True,True,4.284871756535545,4.284871756535545
placement,16,30002,0.5,True,True,4.284871756535545,4.284871756535545
placement,16,30002,1.0,True,True,4.284871756535545,4.284871756535545
placement,16,30002,2.0,True,True,4.284871756535545,4.284871756535545
placement,16,30002,4.0,True,True,4.284871756535545,4.284871756535545
placement,16,30003,0.1,True,True,3.2493424663932657,3.2493424663932657
placement,16,30003,0.25,True,True,3.2493424663932657,3.2493424663932657
placement,16,30003,0.5,True,True,3.2493424663932657,3.2493424663932657
placement,16,30003,1.0,True,True,3.2493424663932657,3.2493424663932657
placement,16,30003,2.0,True,True,3.2493424663932657,3.2493424663932657
placement,16,30003,4.0,True,True,3.2493424663932657,3.2493424663932657
placement,16,30004,0.1,True,True,2.149277866739884,2.149277866739884
placement,16,30004,0.25,True,True,2.149277866739884,2.149277866739884
placement,16,30004,0.5,True,True,2.149277866739884,2.149277866739884
placement,16,30004,1.0,True,True,2.149277866739884,2.149277866739884
placement,16,30004,2.0,True,True,2.149277866739884,2.149277866739884
placement,16,30004,4.0,True,True,2.149277866739884,2.149277866739884
routing,6,0,0.1,False,False,3.547221538095864,3.2895256840683507
routing,6,0,0.25,True,True,3.547221538095864,3.547221538095864
routing,6,0,0.5,True,True,3.547221538095864,3.547221538095864
routing,6,0,1.0,True,True,3.547221538095864,3.547221538095864
routing,6,0,2.0,True,True,3.547221538095864,3.547221538095864
routing,6,0,4.0,True,True,3.547221538095864,3.547221538095864
routing,6,1,0.1,False,False,4.14444535096205,2.398324743820636
routing,6,1,0.25,False,False,4.14444535096205,2.426525824394233
routing,6,1,0.5,False,False,4.14444535096205,2.4735276253502283
routing,6,1,1.0,False,False,4.14444535096205,2.567531227262219
routing,6,1,2.0,False,False,4.14444535096205,2.7555384310862006
routing,6,1,4.0,False,False,4.14444535096205,3.131552838734164
routing,6,2,0.1,True,True,3.381447988861252,3.381447988861252
routing,6,2,0.25,True,True,3.381447988861252,3.381447988861252
routing,6,2,0.5,True,True,3.381447988861252,3.381447988861252
routing,6,2,1.0,True,True,3.381447988861252,3.381447988861252
routing,6,2,2.0,True,True,3.381447988861252,3.381447988861252
routing,6,2,4.0,True,True,3.381447988861252,3.381447988861252
routing,6,3,0.1,True,True,2.8294887654078402,2.8294887654078402
routing,6,3,0.25,True,True,2.8294887654078402,2.8294887654078402
routing,6,3,0.5,True,True,2.8294887654078402,2.8294887654078402
routing,6,3,1.0,True,True,2.8294887654078402,2.8294887654078402
routing,6,3,2.0,True,True,2.8294887654078402,2.8294887654078402
routing,6,3,4.0,True,True,2.8294887654078402,2.8294887654078402
routing,6,4,0.1,True,True,3.5059989411842394,3.5059989411842394
routing,6,4,0.25,True,True,3.5059989411842394,3.5059989411842394
routing,6,4,0.5,True,True,3.5059989411842394,3.5059989411842394
routing,6,4,1.0,True,True,3.5059989411842394,3.5059989411842394
routing,6,4,2.0,True,True,3.5059989411842394,3.5059989411842394
routing,6,4,4.0,True,True,3.5059989411842394,3.5059989411842394
routing,6,5,0.1,True,True,3.469480168937225,3.469480168937225
routing,6,5,0.25,True,True,3.469480168937225,3.469480168937225
routing,6,5,0.5,True,True,3.469480168937225,3.469480168937225
routing,6,5,1.0,True,True,3.469480168937225,3.469480168937225
routing,6,5,2.0,True,True,3.469480168937225,3.469480168937225
routing,6,5,4.0,True,True,3.469480168937225,3.469480168937225
routing,6,6,0.1,False,False,3.326831827137393,3.102329657449691
routing,6,6,0.25,True,True,3.326831827137393,3.326831827137393
routing,6,6,0.5,True,True,3.326831827137393,3.326831827137393
routing,6,6,1.0,True,True,3.326831827137393,3.326831827137393
routing,6,6,2.0,True,True,3.326831827137393,3.326831827137393
routing,6,6,4.0,True,True,3.326831827137393,3.326831827137393
routing,6,7,0.1,True,True,3.0757640987042505,3.0757640987042505
routing,6,7,0.25,True,True,3.0757640987042505,3.0757640987042505
routing,6,7,0.5,True,True,3.0757640987042505,3.0757640987042505
routing,6,7,1.0,True,True,3.0757640987042505,3.0757640987042505
routing,6,7,2.0,True,True,3.0757640987042505,3.0757640987042505
routing,6,7,4.0,True,True,3.0757640987042505,3.0757640987042505
routing,6,8,0.1,True,True,2.786912410190125,2.786912410190125
routing,6,8,0.25,True,True,2.786912410190125,2.786912410190125
routing,6,8,0.5,True,True,2.786912410190125,2.786912410190125
routing,6,8,1.0,True,True,2.786912410190125,2.786912410190125
routing,6,8,2.0,True,True,2.786912410190125,2.786912410190125
routing,6,8,4.0,True,True,2.786912410190125,2.786912410190125
routing,6,9,0.1,False,False,3.458641056788881,3.32682777920229
routing,6,9,0.25,True,True,3.458641056788881,3.458641056788881
routing,6,9,0.5,True,True,3.458641056788881,3.458641056788881
routing,6,9,1.0,True,True,3.458641056788881,3.458641056788881
routing,6,9,2.0,True,True,3.458641056788881,3.458641056788881
routing,6,9,4.0,True,True,3.458641056788881,3.458641056788881
routing,8,0,0.1,False,False,5.146422531836168,4.0
routing,8,0,0.25,True,True,5.146422531836168,5.146422531836168
routing,8,0,0.5,True,True,5.146422531836168,5.146422531836168
routing,8,0,1.0,True,True,5.146422531836168,5.146422531836168
routing,8,0,2.0,True,True,5.146422531836168,5.146422531836168
routing,8,0,4.0,True,True,5.146422531836168,5.146422531836168
routing,8,1,0.1,True,True,3.2383704321621387,3.2383704321621387
routing,8,1,0.25,True,True,3.2383704321621387,3.2383704321621387
routing,8,1,0.5,True,True,3.2383704321621387,3.2383704321621387
routing,8,1,1.0,True,True,3.2383704321621387,3.2383704321621387
routing,8,1,2.0,True,True,3.2383704321621387,3.2383704321621387
routing,8,1,4.0,True,True,3.2383704321621387,3.2383704321621387
routing,8,2,0.1,True,True,3.0535940520612224,3.0535940520612224
routing,8,2,0.25,True,True,3.0535940520612224,3.0535940520612224
routing,8,2,0.5,True,True,3.0535940520612224,3.0535940520612224
routing,8,2,1.0,True,True,3.0535940520612224,3.0535940520612224
routing,8,2,2.0,True,True,3.0535940520612224,3.0535940520612224
routing,8,2,4.0,True,True,3.0535940520612224,3.0535940520612224
routing,8,3,0.1,True,True,2.3749234619441753,2.3749234619441753
routing,8,3,0.25,True,True,2.3749234619441753,2.3749234619441753
routing,8,3,0.5,True,True,2.3749234619441753,2.3749234619441753
routing,8,3,1.0,True,True,2.3749234619441753,2.3749234619441753
routing,8,3,2.0,True,True,2.3749234619441753,2.3749234619441753
routing,8,3,4.0,True,True,2.3749234619441753,2.3749234619441753
routing,8,4,0.1,False,False,4.106122312882555,3.6396715180054025
routing,8,4,0.25,True,True,4.106122312882555,4.106122312882555
routing,8,4,0.5,True,True,4.106122312882555,4.106122312882555
routing,8,4,1.0,True,True,4.106122312882555,4.106122312882555
routing,8,4,2.0,True,True,4.106122312882555,4.106122312882555
routing,8,4,4.0,True,True,4.106122312882555,4.106122312882555
routing,8,5,0.1,True,True,3.347437207014564,3.347437207014564
routing,8,5,0.25,True,True,3.347437207014564,3.347437207014564
routing,8,5,0.5,True,True,3.347437207014564,3.347437207014564
routing,8,5,1.0,True,True,3.347437207014564,3.347437207014564
routing,8,5,2.0,True,True,3.347437207014564,3.347437207014564
routing,8,5,4.0,True,True,3.347437207014564,3.347437207014564
routing,8,6,0.1,True,True,3.0504014212835964,3.0504014212835964
routing,8,6,0.25,True,True,3.0504014212835964,3.0504014212835964
routing,8,6,0.5,True,True,3.0504014212835964,3.0504014212835964
routing,8,6,1.0,True,True,3.0504014212835964,3.0504014212835964
routing,8,6,2.0,True,True,3.0504014212835964,3.0504014212835964
routing,8,6,4.0,True,True,3.0504014212835964,3.0504014212835964
routing,8,7,0.1,False,False,3.489326379030393,3.3345349586289004
routing,8,7,0.25,True,True,3.489326379030393,3.489326379030393
routing,8,7,0.5,True,True,3.489326379030393,3.489326379030393
routing,8,7,1.0,True,True,3.489326379030393,3.489326379030393
routing,8,7,2.0,True,True,3.489326379030393,3.489326379030393
routing,8,7,4.0,True,True,3.489326379030393,3.489326379030393
routing,8,8,0.1,False,False,4.0203373615880444,3.5669722749152846
routing,8,8,0.25,False,False,4.0203373615880444,3.9802769420227855
routing,8,8,0.5,False,False,4.0203373615880444,3.9962842642152356
routing,8,8,1.0,True,True,4.0203373615880444,4.0203373615880444
routing,8,8,2.0,True,True,4.0203373615880444,4.0203373615880444
routing,8,8,4.0,True,True,4.0203373615880444,4.0203373615880444
routing,8,9,0.1,False,False,3.350347213258153,3.2427824832013266
routing,8,9,0.25,True,True,3.350347213258153,3.350347213258153
routing,8,9,0.5,True,True,3.350347213258153,3.350347213258153
routing,8,9,1.0,True,True,3.350347213258153,3.350347213258153
routing,8,9,2.0,True,True,3.350347213258153,3.350347213258153
routing,8,9,4.0,True,True,3.350347213258153,3.350347213258153
routing,9,0,0.1,False,False,7.592629869938358,5.350430689119468
routing,9,0,0.25,False,False,7.592629869938358,6.754385105662064
routing,9,0,0.5,False,False,7.592629869938358,6.9334028451429575
routing,9,0,1.0,False,False,7.592629869938358,7.291438324104744
routing,9,0,2.0,True,True,7.592629869938358,7.592629869938358
routing,9,0,4.0,True,True,7.592629869938358,7.592629869938358
routing,9,1,0.1,False,False,5.176014971269157,4.339629320886144
routing,9,1,0.25,True,True,5.176014971269157,5.176014971269157
