task,size_label,seed,algorithm,queue_s,delay_s,deadline_miss,utility
channel,6,0,qaoa,246.65518000000006,254.80858000000006,True,-12.40291722202983
channel,6,0,qaoa,292.61968,300.77308,True,-14.279482322985178
channel,6,0,qaoa,344.04180000000014,352.1952000000001,True,-16.378862405638934
channel,6,0,qaoa,414.5057599999997,422.6591599999997,True,-19.25565228067539
channel,6,0,qaoa,490.61076,498.76416,True,-22.362745515850524
channel,6,0,qaoa,562.345,570.4984000000001,True,-25.291396351333464
channel,6,0,qaoa,619.4498599999986,627.6032599999986,True,-27.622782255040423
channel,6,0,qaoa,690.436,698.5894000000001,True,-30.52089086006242
channel,6,0,qaoa,773.6281,781.7815,True,-33.917324880560585
channel,6,0,qaoa,869.4112000000001,877.5646000000002,True,-37.827804113910595
channel,6,0,qaoa,987.3664600000002,995.5198600000002,True,-42.64349283868982
channel,6,0,qaoa,1086.8556800000001,1095.00908,True,-46.7052796126843
channel,6,0,qaoa,1229.1304000000002,1237.2838000000002,True,-52.51384435939523
channel,6,0,qaoa,1385.3546000000003,1393.5080000000003,True,-58.891916167957696
channel,6,0,qaoa,1573.872,1582.0254,True,-66.58840310380688
channel,6,0,qaoa,1659.3689999999997,1667.5223999999996,True,-70.07893789557833
channel,6,0,qaoa,1845.4639200000006,1853.6173200000005,True,-77.67652369194467
channel,6,0,qaoa,1984.3545999999997,1992.5079999999996,True,-83.34693026519044
channel,6,0,qaoa,2142.4704200000006,2150.6238200000007,True,-89.80223011009119
channel,6,0,qaoa,2354.9834799999994,2363.1368799999996,True,-98.47837347928326
channel,6,0,qaoa,2640.971080000004,2649.124480000004,True,-110.15421786932312
channel,6,0,qaoa,3063.725839999996,3071.879239999996,True,-127.41377315391755
channel,6,0,qaoa,3439.3412000000008,3447.494600000001,True,-142.74879639922187
channel,6,0,qaoa,3801.291,3809.4444000000003,True,-157.5259040143981
channel,6,0,qaoa,4050.0429999999997,4058.1964,True,-167.6815528736883
channel,6,0,qaoa,4558.4302,4566.5836,True,-188.43717247778298
channel,6,0,qaoa,5322.557020000019,5330.710420000019,True,-219.63372031613713
channel,6,0,qaoa,6057.725400000011,6065.878800000011,True,-249.64799927563558
channel,6,0,qaoa,6972.0684,6980.2218,True,-286.97733308983567
channel,6,0,qaoa,8712.808159999999,8720.961559999998,True,-358.045472272496
channel,6,0,qaoa,10521.81418,10529.967579999999,True,-431.9006771490886
channel,6,0,qaoa,12618.34379999998,12626.49719999998,True,-517.4944357673952
channel,6,0,qaoa,15199.242,15207.3954,True,-622.8632201822919
channel,6,0,qaoa,16883.529360000022,16891.68276000002,True,-691.6266110547318
channel,6,0,qaoa,19501.190020000002,19509.34342,True,-798.4962743970877
channel,6,0,qaoa,21076.21,21084.3634,True,-862.7986714159913
channel,6,0,qaoa,22301.64380000001,22309.797200000008,True,-912.8287229255501
channel,6,0,qaoa,26987.915000000023,26996.068400000022,True,-1104.152309335327
channel,6,0,qaoa,30066.483,30074.6364,True,-1229.83916048606
channel,6,0,qaoa,30066.483,30074.6364,True,-1229.83916048606
channel,6,0,qaoa,30066.483,30074.6364,True,-1229.83916048606
channel,6,0,qaoa,30066.483,30074.6364,True,-1229.83916048606
channel,6,0,qaoa,33371.82029999999,33379.973699999995,True,-1364.7841859745563
channel,6,0,qaoa,38236.13444,38244.287840000005,True,-1563.3766248177433
channel,6,0,qaoa,40437.690900000016,40445.84430000002,True,-1653.2582513038103
channel,6,0,qaoa,43481.24719999998,43489.400599999986,True,-1777.5157007565997
channel,6,0,qaoa,48527.276759999986,48535.43015999999,True,-1983.5269261737174
channel,6,0,qaoa,53383.85760000005,53392.01100000005,True,-2181.803642211367
channel,6,0,qaoa,57209.223620000026,57217.37702000003,True,-2337.9795686657485
channel,6,0,qaoa,61686.115119999995,61694.26852,True,-2520.7549355176366
channel,6,0,qaoa,66509.9831,66518.1365,True,-2717.6961032206245
channel,6,0,qaoa,71306.13684000002,71314.29024000002,True,-2913.5057982526714
channel,6,0,qaoa,74862.84220000001,74870.99560000001,True,-3058.7132769146133
channel,6,0,qaoa,78499.14332,78507.29672,True,-3207.170363978692
channel,6,0,qaoa,84164.05534000002,84172.20874000002,True,-3438.4483327744915
channel,6,0,qaoa,92768.07739999995,92776.23079999995,True,-3789.7195861471128
channel,6,0,qaoa,114401.64185999993,114409.79525999993,True,-4672.940160174981
channel,6,0,qaoa,207486.316,207494.4694,True,-8473.252377754316
channel,6,1,qaoa,0.135999999999996,8.365599999999995,True,-2.607594451175181
channel,6,1,qaoa,0.20899999999999802,8.438599999999997,True,-2.6128964492310036
channel,6,1,qaoa,0.24399999999999603,8.473599999999996,True,-2.615438503093384
channel,6,1,qaoa,0.27665999999999735,8.506259999999997,True,-2.617810602497537
channel,6,1,qaoa,0.304999999999998,8.534599999999998,True,-2.6198689398249617
channel,6,1,qaoa,0.339999999999996,8.569599999999996,True,-2.6224109936873425
channel,6,1,qaoa,0.375,8.6046,True,-2.624953047549723
channel,6,1,qaoa,0.40953999999999713,8.639139999999998,True,-2.627461691561341
channel,6,1,qaoa,0.430999999999998,8.660599999999997,True,-2.629020333729532
channel,6,1,qaoa,0.439999999999998,8.669599999999997,True,-2.6296740047227156
channel,6,1,qaoa,0.490999999999998,8.720599999999997,True,-2.633378140350756
channel,6,1,qaoa,0.6784199999999982,8.908019999999997,True,-2.6469904756332525
channel,6,1,qaoa,1.962999999999996,10.192599999999995,True,-2.7402896627914495
channel,6,1,qaoa,3.8434,12.073,True,-2.8768633223006077
channel,6,1,qaoa,5.347399999999997,13.576999999999996,True,-2.98609900827262
channel,6,1,qaoa,5.855999999999994,14.085599999999992,True,-3.0230386823985285
channel,6,1,qaoa,6.1309999999999985,14.360599999999998,True,-3.0430119627458048
channel,6,1,qaoa,6.987819999999996,15.217419999999995,True,-3.1052428938990895
channel,6,1,qaoa,8.000759999999998,16.230359999999997,True,-3.178812837880799
channel,6,1,qaoa,12.341100000000006,20.570700000000006,True,-3.4940522110535173
channel,6,1,qaoa,13.304399999999998,21.534,True,-3.564016796357267
channel,6,1,qaoa,13.90162,22.13122,True,-3.6073929508627227
channel,6,1,qaoa,15.222199999999988,23.451799999999988,True,-3.7033068219936536
channel,6,1,qaoa,18.379039999999993,26.608639999999994,True,-3.9325884595627296
channel,6,1,qaoa,22.835399999999996,31.064999999999998,True,-4.256254378138687
channel,6,1,qaoa,26.961999999999996,35.191599999999994,True,-4.555969791524398
channel,6,1,qaoa,32.792440000000006,41.022040000000004,True,-4.9794352921352125
channel,6,1,qaoa,36.70302,44.93262,True,-5.26346114908231
channel,6,1,qaoa,39.79948,48.02908,True,-5.488357380588227
channel,6,1,qaoa,43.874579999999995,52.10417999999999,True,-5.78433234329072
channel,6,1,qaoa,48.43859999999999,56.668199999999985,True,-6.11581761954736
channel,6,1,qaoa,56.573319999999974,64.80291999999997,True,-6.706643230844071
channel,6,1,qaoa,60.897079999999995,69.12668,True,-7.020678396787125
channel,6,1,qaoa,67.98,76.20960000000001,True,-7.535111658013783
channel,6,1,qaoa,78.23212000000001,86.46172000000001,True,-8.279724264973487
channel,6,1,qaoa,84.26360000000003,92.49320000000003,True,-8.717791322969816
channel,6,1,qaoa,96.56627999999998,104.79587999999998,True,-9.611336329016465
channel,6,1,qaoa,111.79625999999999,120.02586,True,-10.717491457101598
channel,6,1,qaoa,130.88152,139.11112,True,-12.103655997031268
channel,6,1,qaoa,150.539,158.7686,True,-13.53138093870755
channel,6,1,qaoa,170.9178000000002,179.1474000000002,True,-15.0114954315842
channel,6,1,qaoa,186.811,195.0406,True,-16.16582030145812
channel,6,1,qaoa,208.04779999999997,216.27739999999997,True,-17.708251429018254
channel,6,1,qaoa,246.65518000000006,254.88478000000006,True,-20.51230969888673
channel,6,1,qaoa,292.61968,300.84928,True,-23.85071640624085
channel,6,1,qaoa,344.04180000000014,352.27140000000014,True,-27.58551065646371
channel,6,1,qaoa,414.5057599999997,422.73535999999973,True,-32.703315847224644
channel,6,1,qaoa,490.61076,498.84036000000003,True,-38.23083039569545
channel,6,1,qaoa,562.345,570.5746,True,-43.440896163036555
channel,6,1,qaoa,619.4498599999986,627.6794599999986,True,-47.588428446570866
channel,6,1,qaoa,690.436,698.6656,True,-52.74415962835645
channel,6,1,qaoa,773.6281,781.8577,True,-58.786411031915165
channel,6,1,qaoa,869.4112000000001,877.6408000000001,True,-65.74314815493773
channel,6,1,qaoa,987.3664600000002,995.5960600000002,True,-74.31025170554089
channel,6,1,qaoa,1086.8556800000001,1095.08528,True,-81.53616473314761
channel,6,1,qaoa,1229.1304000000002,1237.3600000000001,True,-91.86959334729396
channel,6,1,qaoa,1385.3546000000003,1393.5842000000002,True,-103.21617423321747
channel,6,1,qaoa,1573.872,1582.1016,True,-116.90821379881612
channel,6,1,qaoa,1659.3689999999997,1667.5985999999996,True,-123.11787034372912
channel,6,1,qaoa,1845.4639200000006,1853.6935200000005,True,-136.63396491959813
channel,6,1,qaoa,1984.3545999999997,1992.5841999999996,True,-146.72161033510295
channel,6,1,qaoa,2142.4704200000006,2150.7000200000007,True,-158.2055797903739
channel,6,1,qaoa,2354.9834799999994,2363.2130799999995,True,-173.64042678978308
channel,6,1,qaoa,2640.971080000004,2649.200680000004,True,-194.4117377375824
channel,6,1,qaoa,3063.725839999996,3071.955439999996,True,-225.11646260894736
channel,6,1,qaoa,3439.3412000000008,3447.570800000001,True,-252.3974476563045
channel,6,1,qaoa,3801.291,3809.5206000000003,True,-278.68590157281574
channel,6,1,qaoa,4050.0429999999997,4058.2726,True,-296.75278678352726
channel,6,1,qaoa,4558.4302,4566.659799999999,True,-333.67700522195213
channel,6,1,qaoa,5322.557020000019,5330.786620000019,True,-389.1756204827999
channel,6,1,qaoa,6057.725400000011,6065.955000000011,True,-442.57098105077375
channel,6,1,qaoa,6972.0684,6980.298,True,-508.9798140419354
channel,6,1,qaoa,8712.808159999999,8721.03776,True,-635.4099349078646
channel,6,1,qaoa,10521.81418,10530.04378,True,-766.7982417710302
channel,6,1,qaoa,12618.34379999998,12626.573399999981,True,-919.069419431497
channel,6,1,qaoa,15199.242,15207.4716,True,-1106.5203405092468
channel,6,1,qaoa,16883.529360000022,16891.75896000002,True,-1228.8503173334445
channel,6,1,qaoa,19501.190020000002,19509.41962,True,-1418.9712999378662
channel,6,1,qaoa,21076.21,21084.439599999998,True,-1533.3651748945988
channel,6,1,qaoa,22301.64380000001,22309.873400000008,True,-1622.3685670197929
channel,6,1,qaoa,26987.915000000023,26996.14460000002,True,-1962.7329614233104
channel,6,1,qaoa,30066.483,30074.7126,True,-2186.329694994777
channel,6,1,qaoa,30066.483,30074.7126,True,-2186.329694994777
channel,6,1,qaoa,30066.483,30074.7126,True,-2186.329694994777
channel,6,1,qaoa,30066.483,30074.7126,True,-2186.329694994777
channel,6,1,qaoa,33371.82029999999,33380.04989999999,True,-2426.396707850083
channel,6,1,qaoa,38236.13444,38244.36404,True,-2779.6923806335035
channel,6,1,qaoa,40437.690900000016,40445.920500000015,True,-2939.5916692732762
channel,6,1,qaoa,43481.24719999998,43489.47679999998,True,-3160.6454992100707
channel,6,1,qaoa,48527.276759999986,48535.506359999985,True,-3527.139183001065
channel,6,1,qaoa,53383.85760000005,53392.087200000045,True,-3879.8731853520903
channel,6,1,qaoa,57209.223620000026,57217.453220000025,True,-4157.709941528105
channel,6,1,qaoa,61686.115119999995,61694.344719999994,True,-4482.867065214788
channel,6,1,qaoa,66509.9831,66518.2127,True,-4833.225128934024
channel,6,1,qaoa,71306.13684000002,71314.36644000003,True,-5181.570304343691
channel,6,1,qaoa,74862.84220000001,74871.07180000002,True,-5439.894207136201
channel,6,1,qaoa,78499.14332,78507.37292000001,True,-5703.999158761199
channel,6,1,qaoa,84164.05534000002,84172.28494000003,True,-6115.4423439179845
channel,6,1,qaoa,92768.07739999995,92776.30699999996,True,-6740.353415621725
channel,6,1,qaoa,114401.64185999993,114409.87145999994,True,-8311.6015896961
channel,6,1,qaoa,207486.316,207494.54559999998,True,-15072.351744725496
channel,6,2,qaoa,0.135999999999996,8.060799999999997,True,-2.504023780749044
channel,6,2,qaoa,0.20899999999999802,8.133799999999999,True,-2.508588307346241
channel,6,2,qaoa,0.24399999999999603,8.168799999999997,True,-2.510776779002431
channel,6,2,qaoa,0.27665999999999735,8.201459999999999,True,-2.512818935696464
channel,6,2,qaoa,0.304999999999998,8.2298,True,-2.514590972460362
channel,6,2,qaoa,0.339999999999996,8.264799999999997,True,-2.516779444116552
channel,6,2,qaoa,0.375,8.299800000000001,True,-2.518967915772742
channel,6,2,qaoa,0.40953999999999713,8.334339999999997,True,-2.5211276246585936
channel,6,2,qaoa,0.430999999999998,8.355799999999999,True,-2.5224694704226462
channel,6,2,qaoa,0.439999999999998,8.364799999999999,True,-2.523032220277095
channel,6,2,qaoa,0.490999999999998,8.415799999999999,True,-2.5262211361189717
channel,6,2,qaoa,0.6784199999999982,8.60322,True,-2.5379400891990613
channel,6,2,qaoa,1.962999999999996,9.887799999999997,True,-2.618262001202164
channel,6,2,qaoa,3.8434,11.7682,True,-2.7358392041250132
channel,6,2,qaoa,5.347399999999997,13.272199999999998,True,-2.8298809575795785
channel,6,2,qaoa,5.855999999999994,13.780799999999996,True,-2.8616825771321
channel,6,2,qaoa,6.1309999999999985,14.0558,True,-2.878877711573593
channel,6,2,qaoa,6.987819999999996,14.912619999999997,True,-2.932452748272357
channel,6,2,qaoa,8.000759999999998,15.925559999999999,True,-2.9957896191129607
channel,6,2,qaoa,12.341100000000006,20.26590000000001,True,-3.2671813639194704
channel,6,2,qaoa,13.304399999999998,21.2292,True,-3.32741435667398
channel,6,2,qaoa,13.90162,21.82642,True,-3.364757186459974
channel,6,2,qaoa,15.222199999999988,23.14699999999999,True,-3.4473300978808714
channel,6,2,qaoa,18.379039999999993,26.303839999999994,True,-3.6447202368273555
channel,6,2,qaoa,22.835399999999996,30.760199999999998,True,-3.9233664525353262
channel,6,2,qaoa,26.961999999999996,34.886799999999994,True,-4.181393513576291
channel,6,2,qaoa,32.792440000000006,40.717240000000004,True,-4.54595787595105
channel,6,2,qaoa,36.70302,44.62782,True,-4.79047768993001
channel,6,2,qaoa,39.79948,47.72428000000001,True,-4.984092402630758
channel,6,2,qaoa,43.874579999999995,51.79938,True,-5.238899283949042
channel,6,2,qaoa,48.43859999999999,56.363399999999984,True,-5.524277238471453
channel,6,2,qaoa,56.573319999999974,64.49811999999997,True,-6.03292307135837
channel,6,2,qaoa,60.897079999999995,68.82188,True,-6.303278105877463
channel,6,2,qaoa,67.98,75.90480000000001,True,-6.746157239107791
channel,6,2,qaoa,78.23212000000001,86.15692000000001,True,-7.387199354418045
channel,6,2,qaoa,84.26360000000003,92.18840000000003,True,-7.764334297985961
channel,6,2,qaoa,96.56627999999998,104.49107999999998,True,-8.53359334013384
channel,6,2,qaoa,111.79625999999999,119.72106,True,-9.485889898829297
channel,6,2,qaoa,130.88152,138.80632,True,-10.679248486286934
channel,6,2,qaoa,150.539,158.4638,True,-11.908386709490427
channel,6,2,qaoa,170.9178000000002,178.8426000000002,True,-13.182627457695164
channel,6,2,qaoa,186.811,194.7358,True,-14.17639367844256
channel,6,2,qaoa,208.04779999999997,215.97259999999997,True,-15.50428324610474
channel,6,2,qaoa,246.65518000000006,254.57998000000006,True,-17.918316298954963
channel,6,2,qaoa,292.61968,300.54448,True,-20.792373597267716
channel,6,2,qaoa,344.04180000000014,351.96660000000014,True,-24.007683657873503
channel,6,2,qaoa,414.5057599999997,422.43055999999973,True,-28.413637350527985
channel,6,2,qaoa,490.61076,498.53556000000003,True,-33.1723126475092
channel,6,2,qaoa,562.345,570.2698,True,-37.65769410517585
channel,6,2,qaoa,619.4498599999986,627.3746599999986,True,-41.228333177767176
channel,6,2,qaoa,690.436,698.3608,True,-45.666937616976895
channel,6,2,qaoa,773.6281,781.5529,True,-50.86875341323193
channel,6,2,qaoa,869.4112000000001,877.3360000000001,True,-56.85785625586093
channel,6,2,qaoa,987.3664600000002,995.2912600000002,True,-64.23333463324737
channel,6,2,qaoa,1086.8556800000001,1094.7804800000001,True,-70.45417286371747
channel,6,2,qaoa,1229.1304000000002,1237.0552000000002,True,-79.35029263835669
channel,6,2,qaoa,1385.3546000000003,1393.2794000000004,True,-89.1186421729556
channel,6,2,qaoa,1573.872,1581.7968,True,-100.90621321863094
channel,6,2,qaoa,1659.3689999999997,1667.2937999999997,True,-106.25214925261031
channel,6,2,qaoa,1845.4639200000006,1853.3887200000006,True,-117.8882480463518
channel,6,2,qaoa,1984.3545999999997,1992.2793999999997,True,-126.57277137460771
channel,6,2,qaoa,2142.4704200000006,2150.3952200000003,True,-136.4593996736147
channel,6,2,qaoa,2354.9834799999994,2362.908279999999,True,-149.74736562733494
channel,6,2,qaoa,2640.971080000004,2648.8958800000037,True,-167.6295301022441
channel,6,2,qaoa,3063.725839999996,3071.6506399999957,True,-194.06343895308407
channel,6,2,qaoa,3439.3412000000008,3447.2660000000005,True,-217.54982663850188
channel,6,2,qaoa,3801.291,3809.2158,True,-240.18173744603467
channel,6,2,qaoa,4050.0429999999997,4057.9677999999994,True,-255.73564320090838
channel,6,2,qaoa,4558.4302,4566.355,True,-287.5239568457601
channel,6,2,qaoa,5322.557020000019,5330.481820000019,True,-335.30309648303614
channel,6,2,qaoa,6057.725400000011,6065.650200000011,True,-381.2715296875253
channel,6,2,qaoa,6972.0684,6979.9932,True,-438.4433508171176
channel,6,2,qaoa,8712.808159999999,8720.73296,True,-547.2879115474898
channel,6,2,qaoa,10521.81418,10529.73898,True,-660.4010087088363
channel,6,2,qaoa,12618.34379999998,12626.268599999981,True,-791.4923129869164
channel,6,2,qaoa,15199.242,15207.1668,True,-952.8701003643993
channel,6,2,qaoa,16883.529360000022,16891.454160000023,True,-1058.1848188855186
channel,6,2,qaoa,19501.190020000002,19509.114820000003,True,-1221.861280597908
channel,6,2,qaoa,21076.21,21084.1348,True,-1320.343754431136
channel,6,2,qaoa,22301.64380000001,22309.56860000001,True,-1396.9673869407718
channel,6,2,qaoa,26987.915000000023,26995.839800000023,True,-1689.9894353527618
channel,6,2,qaoa,30066.483,30074.4078,True,-1882.4854013428637
channel,6,2,qaoa,30066.483,30074.4078,True,-1882.4854013428637
channel,6,2,qaoa,30066.483,30074.4078,True,-1882.4854013428637
channel,6,2,qaoa,30066.483,30074.4078,True,-1882.4854013428637
channel,6,2,qaoa,33371.82029999999,33379.74509999999,True,-2089.1607440627963
channel,6,2,qaoa,38236.13444,38244.05924,True,-2393.315418982636
channel,6,2,qaoa,40437.690900000016,40445.61570000002,True,-2530.97381647441
channel,6,2,qaoa,43481.24719999998,43489.171999999984,True,-2721.2805792335103
channel,6,2,qaoa,48527.276759999986,48535.20155999999,True,-3036.7975126151396
channel,6,2,qaoa,53383.85760000005,53391.78240000005,True,-3340.468641596159
channel,6,2,qaoa,57209.223620000026,57217.14842000003,True,-3579.660216148228
channel,6,2,qaoa,61686.115119999995,61694.039919999996,True,-3859.5902205935986
channel,6,2,qaoa,66509.9831,66517.90789999999,True,-4161.215887663102
channel,6,2,qaoa,71306.13684000002,71314.06164000001,True,-4461.108645340812
channel,6,2,qaoa,74862.84220000001,74870.767,True,-4683.501470191644
channel,6,2,qaoa,78499.14332,78507.06812,True,-4910.871239748559
channel,6,2,qaoa,84164.05534000002,84171.98014000001,True,-5265.085508050851
channel,6,2,qaoa,92768.07739999995,92776.00219999994,True,-5803.075748266381
channel,6,2,qaoa,114401.64185999993,114409.56665999992,True,-7155.774109496948
channel,6,2,qaoa,207486.316,207494.2408,True,-12976.150423241943
channel,6,3,qaoa,0.135999999999996,7.908399999999997,True,-2.5147758659608974
channel,6,3,qaoa,0.20899999999999802,7.981399999999999,True,-2.519527603128358
channel,6,3,qaoa,0.24399999999999603,8.016399999999997,True,-2.5218058332771407
channel,6,3,qaoa,0.27665999999999735,8.049059999999999,True,-2.5239317474674046
channel,6,3,qaoa,0.304999999999998,8.077399999999999,True,-2.525776462965019
channel,6,3,qaoa,0.339999999999996,8.112399999999997,True,-2.528054693113801
channel,6,3,qaoa,0.375,8.147400000000001,True,-2.5303329232625837
channel,6,3,qaoa,0.40953999999999713,8.181939999999997,True,-2.532581210957982
channel,6,3,qaoa,0.430999999999998,8.203399999999998,True,-2.533978091500636
channel,6,3,qaoa,0.439999999999998,8.212399999999999,True,-2.5345639221103227
channel,6,3,qaoa,0.490999999999998,8.263399999999999,True,-2.5378836288985487
channel,6,3,qaoa,0.6784199999999982,8.45082,True,-2.550083225883829
channel,6,3,qaoa,1.962999999999996,9.735399999999997,True,-2.633699479727343
channel,6,3,qaoa,3.8434,11.6158,True,-2.7560990217779318
channel,6,3,qaoa,5.347399999999997,13.119799999999998,True,-2.8539978258856133
channel,6,3,qaoa,5.855999999999994,13.628399999999996,True,-2.887103764561921
channel,6,3,qaoa,6.1309999999999985,13.9034,True,-2.905004144302355
channel,6,3,qaoa,6.987819999999996,14.760219999999997,True,-2.9607765201903495
channel,6,3,qaoa,8.000759999999998,15.773159999999999,True,-3.0267111043877133
channel,6,3,qaoa,12.341100000000006,20.11350000000001,True,-3.309233774215331
channel,6,3,qaoa,13.304399999999998,21.0768,True,-3.3719371771388205
channel,6,3,qaoa,13.90162,21.67402,True,-3.4108115945518453
channel,6,3,qaoa,15.222199999999988,22.99459999999999,True,-3.496771170834107
channel,6,3,qaoa,18.379039999999993,26.151439999999994,True,-3.7022571154878934
channel,6,3,qaoa,22.835399999999996,30.607799999999997,True,-3.992331792797274
channel,6,3,qaoa,26.961999999999996,34.734399999999994,True,-4.2609416365677255
channel,6,3,qaoa,32.792440000000006,40.564840000000004,True,-4.640458327672508
channel,6,3,qaoa,36.70302,44.47542,True,-4.895006934964673
channel,6,3,qaoa,39.79948,47.57188000000001,True,-5.096562607150361
channel,6,3,qaoa,43.874579999999995,51.64698,True,-5.361820197987603
channel,6,3,qaoa,48.43859999999999,56.210999999999984,True,-5.658902711234638
channel,6,3,qaoa,56.573319999999974,64.34571999999997,True,-6.188410264260462
channel,6,3,qaoa,60.897079999999995,68.66948,True,-6.469853703920457
channel,6,3,qaoa,67.98,75.75240000000001,True,-6.930897186360871
channel,6,3,qaoa,78.23212000000001,86.00452000000001,True,-7.5982311541590395
channel,6,3,qaoa,84.26360000000003,92.03600000000003,True,-7.990833999238429
channel,6,3,qaoa,96.56627999999998,104.33867999999998,True,-8.791643613147663
channel,6,3,qaoa,111.79625999999999,119.56866,True,-9.782997887472073
channel,6,3,qaoa,130.88152,138.65392,True,-11.025301165453572
channel,6,3,qaoa,150.539,158.3114,True,-12.304851553598965
channel,6,3,qaoa,170.9178000000002,178.6902000000002,True,-13.63135431234208
channel,6,3,qaoa,186.811,194.5834,True,-14.665879095217205
channel,6,3,qaoa,208.04779999999997,215.82019999999997,True,-16.04823103875046
channel,6,3,qaoa,246.65518000000006,254.42758000000006,True,-18.56127381250766
channel,6,3,qaoa,292.61968,300.39208,True,-21.553208374613735
channel,6,3,qaoa,344.04180000000014,351.81420000000014,True,-24.900391920279766
channel,6,3,qaoa,414.5057599999997,422.27815999999973,True,-29.487052436696974
channel,6,3,qaoa,490.61076,498.38316000000003,True,-34.4409011644996
channel,6,3,qaoa,562.345,570.1174,True,-39.11024711501384
channel,6,3,qaoa,619.4498599999986,627.2222599999985,True,-42.82733322055669
channel,6,3,qaoa,690.436,698.2084,True,-47.44798362894806
channel,6,3,qaoa,773.6281,781.4005,True,-52.86314792496313
channel,6,3,qaoa,869.4112000000001,877.1836000000001,True,-59.09788924393021
channel,6,3,qaoa,987.3664600000002,995.1388600000001,True,-66.77586723077242
channel,6,3,qaoa,1086.8556800000001,1094.6280800000002,True,-73.25184838742538
channel,6,3,qaoa,1229.1304000000002,1236.9028000000003,True,-82.512835716385
channel,6,3,qaoa,1385.3546000000003,1393.1270000000004,True,-92.68182664236858
channel,6,3,qaoa,1573.872,1581.6444000000001,True,-104.95285590665678
channel,6,3,qaoa,1659.3689999999997,1667.1413999999997,True,-110.51805142181264
channel,6,3,qaoa,1845.4639200000006,1853.2363200000007,True,-122.63139591550599
channel,6,3,qaoa,1984.3545999999997,1992.1269999999997,True,-131.67210833153166
channel,6,3,qaoa,2142.4704200000006,2150.2428200000004,True,-141.96422913505927
channel,6,3,qaoa,2354.9834799999994,2362.7558799999993,True,-155.7971908579741
channel,6,3,qaoa,2640.971080000004,2648.7434800000037,True,-174.41277864363
