task,size_label,n_vars,seed,algorithm,optimum,cost,optimal,sample_feasible,feasible_mass,optimum_mass,hit_probability_1024,expected_norm_cost,optimizer_s,evals,logical_xy_pairs
placement,8,8,6,onehot_xy,1.4952036906317896,1.4952036906317896,True,True,0.9999999999999999,0.04897492579758686,1.0,0.004290390867988672,0.00912245805375278,124,8
placement,8,8,7,standard_x,1.1798158326905188,1.1798158326905188,True,True,0.36768418081975834,0.025883228845003343,0.9999999999978239,0.0524024937632244,0.0034542500507086515,104,0
placement,8,8,7,onehot_xy,1.1798158326905188,1.1798158326905188,True,True,0.9952392292405968,0.02007150757982263,0.9999999990382755,0.006028189095341727,0.005544249899685383,77,8
placement,8,8,8,standard_x,1.8697318382918118,1.8697318382918118,True,True,0.35278956997215216,0.02683696164881365,0.9999999999992019,0.04938936784890622,0.0035379170440137386,104,0
placement,8,8,8,onehot_xy,1.8697318382918118,1.8697318382918118,True,True,0.994531079507894,0.2130660716237035,1.0,0.003893712692266838,0.009641333017498255,131,8
placement,8,8,9,standard_x,0.99326386952637,0.99326386952637,True,True,0.2981484354688392,0.026542169122006416,0.9999999999989116,0.04993501970118099,0.003533666953444481,102,0
placement,8,8,9,onehot_xy,0.99326386952637,0.99326386952637,True,True,0.9436506059292628,0.20049267331567291,1.0,0.006557595822784273,0.009126208955422044,124,8
placement,9,9,0,standard_x,1.6969481537868196,1.6969481537868196,True,True,0.21504279080123023,0.011288195227888601,0.9999910588633137,0.07224272114864994,0.00467825005762279,105,0
placement,9,9,0,onehot_xy,1.6969481537868196,1.6969481537868196,True,True,0.9957460263772501,0.7500802664700934,1.0,0.0019766402795897784,0.008874958963133395,95,9
placement,9,9,1,standard_x,2.130584783759973,2.130584783759973,True,True,0.254585801339472,0.012204624488497235,0.9999965406352721,0.07763898580626932,0.004348958027549088,102,0
placement,9,9,1,onehot_xy,2.130584783759973,2.130584783759973,True,True,0.9988494332498182,0.7662344760107139,1.0,0.002268998960340236,0.01305820804554969,110,9
placement,9,9,2,standard_x,1.9442365391642937,1.9442365391642937,True,True,0.21450189135152314,0.011550916409367003,0.9999931890706126,0.07303336356897305,0.006556791020557284,101,0
placement,9,9,2,onehot_xy,1.9442365391642937,1.9442365391642937,True,True,0.9957265130271357,0.7495982461824525,1.0,0.0025638315450065307,0.014788083033636212,98,9
placement,9,9,3,standard_x,1.682488612239109,1.682488612239109,True,True,0.25393021141156163,0.01229296547675527,0.9999968433794324,0.07733088767618279,0.006892583100125194,100,0
placement,9,9,3,onehot_xy,1.682488612239109,1.682488612239109,True,True,0.9941018234074613,0.7518045860242184,1.0,0.0027905822532569655,0.010380249936133623,79,9
placement,9,9,4,standard_x,2.5759727037575337,2.5759727037575337,True,True,0.14673270011485665,0.008515822456809867,0.9998427296395098,0.07654291166175757,0.00425933301448822,93,0
placement,9,9,4,onehot_xy,2.5759727037575337,2.5759727037575337,True,True,0.9884862236173015,0.7516124786974566,1.0,0.0027181669047072485,0.012546958052553236,131,9
placement,9,9,5,standard_x,2.3988783662374282,2.3988783662374282,True,True,0.15460773245236412,0.008789457008621803,0.9998814518820907,0.08369358205220145,0.004159625037573278,93,0
placement,9,9,5,onehot_xy,2.3988783662374282,2.3988783662374282,True,True,0.983243512974905,0.7517064610815509,1.0,0.0030102253665664188,0.012555166962556541,131,9
placement,9,9,6,standard_x,3.14599654695861,3.14599654695861,True,True,0.21786823291129404,0.011788580191124144,0.9999946756677897,0.06867440242279688,0.004506416968069971,100,0
placement,9,9,6,onehot_xy,3.14599654695861,3.14599654695861,True,True,0.9959963676449716,0.013861635982648614,0.9999993800407837,0.0018373674584106765,0.009183665970340371,95,9
placement,9,9,7,standard_x,2.4982371721624568,2.4982371721624568,True,True,0.2146783529541798,0.011851801892980877,0.9999950133023676,0.07060627242710907,0.004779583890922368,103,0
placement,9,9,7,onehot_xy,2.4982371721624568,2.4982371721624568,True,True,0.9959105098237079,0.014002124719193938,0.9999994642001565,0.00394465259488816,0.009750250028446317,101,9
placement,9,9,8,standard_x,2.8271839549443123,2.8271839549443123,True,True,0.2527422872872382,0.012103264283831544,0.9999961573784442,0.07509261785728572,0.004735708003863692,107,0
placement,9,9,8,onehot_xy,2.8271839549443123,2.8271839549443123,True,True,0.9987884668928293,0.7674400027357625,1.0,0.0020201304136785274,0.010667749913409352,109,9
placement,9,9,9,standard_x,2.5996013325591862,2.5996013325591862,True,True,0.09761604436364671,0.006291465804909478,0.9984395993313763,0.07311562068244681,0.004016207996755838,93,0
placement,9,9,9,onehot_xy,2.5996013325591862,2.5996013325591862,True,True,0.9848122118469662,0.7322339217667799,1.0,0.002382164152768221,0.009375666966661811,99,9
placement,12,12,0,standard_x,2.1891683698877853,2.1891683698877853,True,True,0.18543476542184636,0.003803118675736367,0.9797948503488206,0.046046068454603704,0.02260875003412366,125,0
placement,12,12,0,onehot_xy,2.1891683698877853,2.1891683698877853,True,True,0.8928705807906168,0.04301660525346507,1.0,0.00837407022774038,0.04058508307207376,113,12
placement,12,12,1,standard_x,2.968720818356282,2.968720818356282,True,True,0.13566376095428398,0.003103897856929718,0.9585527745750526,0.05434212949621161,0.02229691599495709,115,0
placement,12,12,1,onehot_xy,2.968720818356282,2.968720818356282,True,True,0.922187548252919,0.0952464117919415,1.0,0.0066697351263558784,0.043702458031475544,126,12
placement,12,12,2,standard_x,3.459115930844322,3.459115930844322,True,True,0.13459754848692992,0.0014064304194348664,0.7633560196555172,0.04998875755250848,0.020634707994759083,113,0
placement,12,12,2,onehot_xy,3.459115930844322,3.459115930844322,True,True,0.9195262144399617,0.006730681012984043,0.99900773130058,0.006977641702201911,0.04161820805165917,123,12
placement,12,12,3,standard_x,2.6827481278458363,2.6827481278458363,True,True,0.18647634850796174,0.003927276064287052,0.9822158604762519,0.0452899713877897,0.022370124934241176,123,0
placement,12,12,3,onehot_xy,2.6827481278458363,2.6827481278458363,True,True,0.9485850213200662,0.08177514924567304,1.0,0.005699549719113233,0.04159308294765651,122,12
placement,12,12,4,standard_x,2.485128190494849,2.485128190494849,True,True,0.1336063129320622,0.00333405809551527,0.9672803523111313,0.05062132877671321,0.02113424998242408,116,0
placement,12,12,4,onehot_xy,2.485128190494849,2.485128190494849,True,True,0.8747545841679701,0.06422640015652403,1.0,0.008066798357471993,0.042624250054359436,124,12
placement,12,12,5,standard_x,2.780253963673456,2.780253963673456,True,True,0.12535591988771425,0.0027322935937186786,0.9392931001459983,0.04958964499693635,0.020965667092241347,116,0
placement,12,12,5,onehot_xy,2.780253963673456,2.780253963673456,True,True,0.9180321862906089,0.0015654150945273386,0.7989579193207684,0.004265089813969279,0.030864040949381888,94,12
placement,12,12,6,standard_x,2.6430612490387744,2.6430612490387744,True,True,0.18885763857332036,0.0038888385791089153,0.9814990620370276,0.04521268851839446,0.022658500005491078,125,0
placement,12,12,6,onehot_xy,2.6430612490387744,2.6430612490387744,True,True,0.8934375939422814,0.043773255358230664,1.0,0.00828714615677258,0.0323725410271436,99,12
placement,12,12,7,standard_x,3.0481235735713152,3.0481235735713152,True,True,0.1329902456560491,0.003265744407682946,0.9649014238696414,0.049906038725622236,0.020727833034470677,114,0
placement,12,12,7,onehot_xy,3.0481235735713152,3.0481235735713152,True,True,0.9195626957909654,0.08953787909744973,1.0,0.006324524423784905,0.03971420892048627,115,12
placement,12,12,8,standard_x,2.912781841718501,2.912781841718501,True,True,0.14237802171831768,0.003480891522906022,0.9718624713795939,0.051559756334311126,0.020652499981224537,114,0
placement,12,12,8,onehot_xy,2.912781841718501,2.912781841718501,True,True,0.8501137561821454,0.0009508583535397655,0.6224839380787266,0.008119905723564583,0.04239762492943555,126,12
placement,12,12,9,standard_x,1.7859511992755568,1.7859511992755568,True,True,0.07876902719397211,0.0016146997642424556,0.8088676028058214,0.05687728010622908,0.019472583080641925,107,0
placement,12,12,9,onehot_xy,1.7859511992755568,1.7859511992755568,True,True,0.7703745479092332,0.02017384699431284,0.9999999991358206,0.009666345172331144,0.03462787496391684,104,12
routing,6,6,0,standard_x,3.547221538095864,3.547221538095864,True,True,0.21028036286283033,0.04575942547317831,1.0,0.04994274257601168,0.0020479169907048345,89,0
routing,6,6,0,onehot_xy,3.547221538095864,3.547221538095864,True,True,0.9162927245778777,0.0007095879842945083,0.5165831807514893,0.004333233880598845,0.006635500001721084,128,6
routing,6,6,1,standard_x,4.14444535096205,4.14444535096205,True,True,0.047332327851300565,0.047332327851300565,1.0,0.0634298439258578,0.00204904202837497,89,0
routing,6,6,1,onehot_xy,4.14444535096205,4.14444535096205,True,True,0.012831670853657445,0.012831670853657445,0.999998194478035,0.00914847407486568,0.003792832954786718,75,6
routing,6,6,2,standard_x,3.381447988861252,3.381447988861252,True,True,0.4439503025593805,0.05853937764166191,1.0,0.07656395967801376,0.0020340420305728912,90,0
routing,6,6,2,onehot_xy,3.381447988861252,3.381447988861252,True,True,0.993467820748041,0.006531576494489437,0.9987816680304273,0.003981523247821625,0.0039445830043405294,79,6
routing,6,6,3,standard_x,2.8294887654078402,2.8294887654078402,True,True,0.2613452335739928,0.041721450764966576,1.0,0.08023044880341551,0.0020068750018253922,92,0
routing,6,6,3,onehot_xy,2.8294887654078402,2.8294887654078402,True,True,0.9241582054416828,0.010503433782756309,0.9999798518842594,0.004613228549407962,0.006308333016932011,125,6
routing,6,6,4,standard_x,3.5059989411842394,3.5059989411842394,True,True,0.34763954186152807,0.04323427701404625,1.0,0.06198975605950247,0.0021202079951763153,93,0
routing,6,6,4,onehot_xy,3.5059989411842394,3.5059989411842394,True,True,1.0,0.9280495009159219,1.0,6.423017613278587e-05,0.006245083990506828,125,6
routing,6,6,5,standard_x,3.469480168937225,3.469480168937225,True,True,0.5047843604276534,0.056670201537387645,1.0,0.07840827880402006,0.0023474160116165876,103,0
routing,6,6,5,onehot_xy,3.469480168937225,3.469480168937225,True,True,0.9999999999999999,0.03422397640062976,0.9999999999999997,0.00010414990366923416,0.006454375106841326,129,6
routing,6,6,6,standard_x,3.326831827137393,3.326831827137393,True,True,0.11729718302001614,0.039239590497314666,1.0,0.060823881223239215,0.002431040978990495,101,0
routing,6,6,6,onehot_xy,3.326831827137393,3.326831827137393,True,True,0.8776907239084812,0.1951484104871466,1.0,0.0030609238673573276,0.006295416038483381,129,6
routing,6,6,7,standard_x,3.0757640987042505,3.0757640987042505,True,True,0.21538824186339095,0.04160648698140142,1.0,0.07247310301777868,0.0021230829879641533,95,0
routing,6,6,7,onehot_xy,3.0757640987042505,3.0757640987042505,True,True,0.8291330044632863,0.3035607759151656,1.0,0.002614954732240543,0.005620999960228801,113,6
routing,6,6,8,standard_x,2.786912410190125,2.786912410190125,True,True,0.2565167400582765,0.04294244999536884,1.0,0.06742605618238595,0.0021312079625204206,94,0
routing,6,6,8,onehot_xy,2.786912410190125,2.786912410190125,True,True,0.9232675038357925,0.06976237844943843,1.0,0.0033545765036433607,0.003932124935090542,77,6
routing,6,6,9,standard_x,3.458641056788881,3.458641056788881,True,True,0.19725758638985857,0.0401884189365995,1.0,0.05735797387844245,0.0021937499986961484,96,0
routing,6,6,9,onehot_xy,3.458641056788881,3.458641056788881,True,True,0.8535133638037185,0.012882716413349192,0.9999982875959387,0.0050237475260489625,0.006540792062878609,131,6
routing,8,8,0,standard_x,5.146422531836168,5.146422531836168,True,True,0.09128150301872752,0.022085697711931113,0.9999999998830454,0.034120038223951,0.0032329169334843755,102,0
routing,8,8,0,onehot_xy,5.146422531836168,5.146422531836168,True,True,0.31295610758768866,0.13065874419623197,1.0,0.006560513523408057,0.009323916980065405,131,8
routing,8,8,1,standard_x,3.2383704321621387,3.2383704321621387,True,True,0.14363314261209323,0.020290033498254104,0.9999999992346382,0.04047614087852241,0.0034760000417008996,106,0
routing,8,8,1,onehot_xy,3.2383704321621387,3.2383704321621387,True,True,0.6641110670688611,0.12455862657307959,1.0,0.0029869415075869437,0.0053507499396800995,75,8
routing,8,8,2,standard_x,3.0535940520612224,3.0535940520612224,True,True,0.1469312721611889,0.02504770610937589,0.9999999999947644,0.03522135048279021,0.003619791939854622,115,0
routing,8,8,2,onehot_xy,3.0535940520612224,3.0535940520612224,True,True,0.517705532780764,0.04612194253662266,1.0,0.009051717408250433,0.005574458045884967,79,8
routing,8,8,3,standard_x,2.3749234619441753,2.3749234619441753,True,True,0.13098146710214514,0.011765508011306165,0.9999945468426635,0.058130601632641256,0.0032688750652596354,101,0
routing,8,8,3,onehot_xy,2.3749234619441753,2.3749234619441753,True,True,0.7270515965845593,0.051080216198363705,1.0,0.002604689863434204,0.005779500002972782,81,8
routing,8,8,4,standard_x,4.106122312882555,4.106122312882555,True,True,0.26100838984709407,0.017582646823703023,0.9999999870839494,0.04540363266431103,0.0030821249820291996,96,0
routing,8,8,4,onehot_xy,4.106122312882555,4.106122312882555,True,True,0.998570496975613,0.04689419862427974,1.0,0.002081798508766543,0.005724791088141501,81,8
routing,8,8,5,standard_x,3.347437207014564,3.347437207014564,True,True,0.17746616759431783,0.022661436741568605,0.9999999999360094,0.03791950994749459,0.0031866669887676835,95,0
routing,8,8,5,onehot_xy,3.347437207014564,3.347437207014564,True,True,0.7587690391527259,0.09323223133324132,1.0,0.006126249828706852,0.009118165937252343,126,8
routing,8,8,6,standard_x,3.0504014212835964,3.0504014212835964,True,True,0.15297782449710534,0.018264428291933876,0.9999999936555214,0.04232399949829864,0.0034076248994097114,106,0
routing,8,8,6,onehot_xy,3.0504014212835964,3.0504014212835964,True,True,0.4005056533788928,0.02255119728680273,0.999999999928175,0.0031196918239432734,0.008990749949589372,127,8
routing,8,8,7,standard_x,3.489326379030393,3.489326379030393,True,True,0.2629795039988257,0.02075746840872785,0.9999999995305012,0.046558086009873136,0.003195249941200018,97,0
routing,8,8,7,onehot_xy,3.489326379030393,3.489326379030393,True,True,0.9714122310883995,0.029119289501540024,0.999999999999928,0.002099923125599269,0.005259874975308776,74,8
routing,8,8,8,standard_x,4.0203373615880444,4.0203373615880444,True,True,0.14002780410607316,0.024052454583121215,0.9999999999851162,0.03668472778169364,0.0032812090357765555,103,0
routing,8,8,8,onehot_xy,4.0203373615880444,4.0203373615880444,True,True,0.38424733605769906,0.0720345124221663,1.0,0.002966781448407517,0.005399415967985988,76,8
routing,8,8,9,standard_x,3.350347213258153,3.350347213258153,True,True,0.31651073635533855,0.017922903346179492,0.9999999909410717,0.0460671173442891,0.0033586669014766812,103,0
routing,8,8,9,onehot_xy,3.350347213258153,3.350347213258153,True,True,1.0,0.11860627061708927,1.0,0.003383821707826685,0.005815583048388362,81,8
routing,9,9,0,standard_x,7.592629869938358,7.592629869938358,True,True,0.04323114495660926,0.0070603482470208865,0.9992936783413898,0.04758337001201222,0.0043083749478682876,103,0
routing,9,9,0,onehot_xy,7.592629869938358,7.592629869938358,True,True,0.33582362147602324,0.09676350104075654,1.0,0.006261947820024674,0.011944625061005354,127,9
routing,9,9,1,standard_x,5.176014971269157,5.176014971269157,True,True,0.018731852379851865,0.009412613154643892,0.9999377383165629,0.04056037120054723,0.005116333020851016,107,0
routing,9,9,1,onehot_xy,5.176014971269157,5.176014971269157,True,True,0.2355089432969083,0.09895816392034569,1.0,0.008414649306931813,0.007695958949625492,82,9
routing,9,9,2,standard_x,4.941903773428905,4.941903773428905,True,True,0.06046923125258139,0.00840088697866785,0.9998229089008691,0.046988189852234186,0.004397750017233193,104,0
routing,9,9,2,onehot_xy,4.941903773428905,4.941903773428905,True,True,0.4309202722622203,0.18582356397019045,1.0,0.009578177858990677,0.011801791959442198,124,9
routing,9,9,3,standard_x,5.301097062318508,5.301097062318508,True,True,0.04532994617447321,0.010099033298983822,0.9999693838674483,0.04776744899660788,0.004337250022217631,100,0
routing,9,9,3,onehot_xy,5.301097062318508,5.4778996789388055,False,True,0.022667926826471632,7.217531606628716e-05,0.07124489927195055,0.005539972812162326,0.011258541024290025,123,9
routing,9,9,4,standard_x,6.732093310679485,6.732093310679485,True,True,0.03338571092239784,0.01288577045550477,0.9999982930125214,0.044976509669851304,0.004762083990499377,113,0
routing,9,9,4,onehot_xy,6.732093310679485,6.732093310679485,True,True,0.2053798398796461,0.12222599555731103,1.0,0.01402954945593432,0.012351209064945579,128,9
routing,9,9,5,standard_x,3.8232816528784674,3.8232816528784674,True,True,0.04608920030531588,0.009152066432667654,0.99991849651513,0.05492670648299702,0.004443833022378385,103,0
routing,9,9,5,onehot_xy,3.8232816528784674,3.8232816528784674,True,True,0.8608114683852045,0.776067722626618,1.0,0.004013181533545573,0.010883333045057952,116,9
routing,9,9,6,standard_x,5.234518360955661,5.234518360955661,True,True,0.010787524136005536,0.010787524136005536,0.9999849846641954,0.04217203625707888,0.004640124971047044,109,0
routing,9,9,6,onehot_xy,5.234518360955661,5.234518360955661,True,True,0.031827053944182435,0.031827053944182435,0.9999999999999959,0.01937941391102991,0.012307416996918619,129,9
routing,9,9,7,standard_x,5.188711160282802,5.188711160282802,True,True,0.02027576643544838,0.006891610436442152,0.9991594368456151,0.06502156772894577,0.004019625019282103,91,0
routing,9,9,7,onehot_xy,5.188711160282802,5.188711160282802,True,True,0.0042012833515514235,0.0023642681649292023,0.9114224712163392,0.0068428313282149445,0.011770999990403652,124,9
routing,9,9,8,standard_x,6.5797429568324715,6.5797429568324715,True,True,0.0934161791303159,0.008070666816573547,0.9997509589480088,0.04597123690607936,0.0043515830766409636,100,0
routing,9,9,8,onehot_xy,6.5797429568324715,6.835220123669501,False,True,0.16312596322183567,0.00020934930267324105,0.19297136539559856,0.00226913739742087,0.010647792019881308,112,9
routing,9,9,9,standard_x,5.664965787838803,5.664965787838803,True,True,0.015238796075816761,0.015238796075816761,0.9999998517915577,0.031049339746439388,0.004892083001323044,114,0
routing,9,9,9,onehot_xy,5.664965787838803,5.664965787838803,True,True,0.10131007097665796,0.10131007097665796,1.0,0.038149808134112104,0.007026541978120804,75,9
routing,12,12,0,standard_x,5.141467545520397,5.141467545520397,True,True,0.0456167676778523,0.004278725047075472,0.9876093696104471,0.030713402746034305,0.021248582983389497,117,0
routing,12,12,0,onehot_xy,5.141467545520397,5.141467545520397,True,True,0.46927748097318295,0.11245113682600685,1.0,0.00534456157179601,0.043863208033144474,130,12
routing,12,12,1,standard_x,5.658852760668616,5.658852760668616,True,True,0.03191169108281191,0.002936155859620931,0.9507598640704873,0.03796753707018365,0.021269624936394393,117,0
routing,12,12,1,onehot_xy,5.658852760668616,5.658852760668616,True,True,0.2587570463078832,0.01896778438660203,0.9999999969544365,0.005756686679789879,0.04482762492261827,130,12
routing,12,12,2,standard_x,5.655901377967366,5.655901377967366,True,True,0.03112111247171781,0.004723325792242936,0.9921570820676385,0.027190857182634615,0.02113712509162724,117,0
routing,12,12,2,onehot_xy,5.655901377967366,5.655901377967366,True,True,0.15714763263496184,0.03789294167577189,1.0,0.010862334724252184,0.04379420797340572,131,12
routing,12,12,3,standard_x,6.359414036823093,6.359414036823093,True,True,0.018138494322281953,0.004038896953067191,0.9841439656287503,0.026357303101393167,0.021805207943543792,120,0
routing,12,12,3,onehot_xy,6.359414036823093,6.359414036823093,True,True,0.03359283741394937,0.008030439237498898,0.9997403991888356,0.010877978480063104,0.027973792050033808,83,12
routing,12,12,4,standard_x,7.421794964224064,7.421794964224064,True,True,0.036120916465212684,0.0033824723956366563,0.9688681176596495,0.03308708478244791,0.02231758297421038,121,0
routing,12,12,4,onehot_xy,7.421794964224064,7.513975843461257,False,True,0.26520914803172707,0.0009514938953119694,0.6227297773915359,0.004773881265331309,0.04301100003067404,125,12
routing,12,12,5,standard_x,9.086867136014991,9.086867136014991,True,True,0.009644553797837815,0.0052696716732717015,0.9955302012512505,0.024095769361413704,0.02028375002555549,112,0
routing,12,12,5,onehot_xy,9.086867136014991,9.086867136014991,True,True,0.035490861792356554,0.028953097193114397,0.9999999999999141,0.006667627611251588,0.023811374907381833,71,12
routing,12,12,6,standard_x,7.027176444739847,7.027176444739847,True,True,0.015076322264641595,0.004492391983907059,0.9900538865739695,0.024427338628643727,0.021974166040308774,121,0
routing,12,12,6,onehot_xy,7.027176444739847,7.027176444739847,True,True,0.04728294350110191,0.005153897425455105,0.9949644773520544,0.00867602323131899,0.03609204199165106,79,12
routing,12,12,7,standard_x,5.832297591103469,5.832297591103469,True,True,0.07019884171308687,0.0034454658701285287,0.9708193400823643,0.034496525955241504,0.024427291937172413,120,0
routing,12,12,7,onehot_xy,5.832297591103469,5.832297591103469,True,True,0.3730004146999023,0.011802797186799118,0.9999947535307852,0.008263145823140004,0.023441583034582436,70,12
routing,12,12,8,standard_x,6.65825470071696,6.65825470071696,True,True,0.03310345639756397,0.0030612836730889575,0.9566982609751733,0.03359792997296753,0.021588000003248453,116,0
routing,12,12,8,onehot_xy,6.65825470071696,7.205303807978245,False,True,0.4408608735285757,0.0002316439250307769,0.21119083499162516,0.00474818574570278,0.025538000045344234,76,12
routing,12,12,9,standard_x,6.987478034577821,6.987478034577821,True,True,0.016562728999729326,0.0032305281225732028,0.9636083426821626,0.026040127977819585,0.0214918329147622,116,0
routing,12,12,9,onehot_xy,6.987478034577821,6.987478034577821,True,True,0.23684678119487068,0.019445104039280986,0.9999999981497161,0.005926277911952687,0.04231345804873854,125,12
