station,window,method,computed_solution,applied_solution,fallback,delay_evidence,delay_s,deadline_s,deadline_miss,next_cost,next_max_effective_load,next_mean_effective_load,switches
12560,32,task_specific,210,210,none,measured_local,6.720796227455139e-05,0.3,False,1.4162362940845532,0.15782174665567716,0.09983556597979175,8
12560,32,rolling,170,170,none,measured_local,1.6249250620603561e-06,0.3,False,1.1111410452004218,0.12189126305145934,0.09242640376580875,0
12560,32,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,0.335999999999996,0.3,True,1.1111410452004218,0.12189126305145934,0.09242640376580875,0
12560,33,milp,105,105,none,measured_local,0.030713042011484504,0.3,False,1.08410040167763,0.1322480359742175,0.09586658753754593,0
12560,33,task_specific,45,45,none,measured_local,7.066596299409866e-05,0.3,False,1.4369220716478321,0.1598153374025772,0.10448090735211384,8
12560,33,rolling,170,170,none,measured_local,1.7499551177024841e-06,0.3,False,1.1295478902499163,0.12855741149635427,0.09685352613001055,0
12560,33,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,0.40899999999999803,0.3,True,1.1295478902499163,0.12855741149635427,0.09685352613001055,0
12560,34,milp,150,150,none,measured_local,0.03312837495468557,0.3,False,1.0837359522805872,0.1370686722699727,0.09459001004194076,8
12560,34,task_specific,45,45,none,measured_local,7.154198829084635e-05,0.3,False,1.4406278941861945,0.16635877014952455,0.10341055179119579,0
12560,34,rolling,170,170,none,measured_local,1.7499551177024841e-06,0.3,False,1.1264396334433975,0.12787836406835784,0.0957261972562479,0
12560,34,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,0.443999999999996,0.3,True,1.1264396334433975,0.12787836406835784,0.0957261972562479,0
12560,35,milp,105,105,none,measured_local,0.03672591701615602,0.3,False,1.1117686789136911,0.1445158111821644,0.09916839880701467,8
12560,35,task_specific,45,45,none,measured_local,6.516603752970695e-05,0.3,False,1.4835169116602303,0.1740853025709549,0.10809069735465486,0
12560,35,rolling,170,170,none,measured_local,2.0420411601662636e-06,0.3,False,1.156012112034786,0.13544447295948897,0.10023599083608495,0
12560,35,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,0.4766599999999973,0.3,True,1.156012112034786,0.13544447295948897,0.10023599083608495,0
12560,36,milp,105,105,none,measured_local,0.027432624949142337,0.3,False,1.1086895787594355,0.14853018169769397,0.09751921697284227,0
12560,36,task_specific,45,45,none,measured_local,7.01660756021738e-05,0.3,False,1.4860445442683794,0.18013142417924782,0.10681292279150575,0
12560,36,rolling,170,170,none,measured_local,1.708976924419403e-06,0.3,False,1.154902401381418,0.13913737501526707,0.09862530280086965,0
12560,36,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,0.504999999999998,0.3,True,1.154902401381418,0.13913737501526707,0.09862530280086965,0
12560,37,milp,150,150,none,measured_local,0.0350962090305984,0.3,False,1.1150697634802802,0.1517883808193412,0.09780473946898588,8
12560,37,task_specific,45,45,none,measured_local,6.999995093792677e-05,0.3,False,1.4939619950431469,0.1836690720099885,0.10723861360670947,0
12560,37,rolling,170,170,none,measured_local,1.7919810488820076e-06,0.3,False,1.1535153681558066,0.14227569265379703,0.09896006003453545,0
12560,37,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,0.539999999999996,0.3,True,1.1535153681558066,0.14227569265379703,0.09896006003453545,0
12560,38,milp,150,150,none,measured_local,0.04339320899453014,0.3,False,1.143347712799475,0.17655239471933543,0.101414244087007,0
12560,38,task_specific,45,45,none,measured_local,7.837498560547829e-05,0.3,False,1.5384493413877722,0.2084248989688661,0.11088654987607865,0
12560,38,rolling,170,170,none,measured_local,2.250075340270996e-06,0.3,False,1.1802860407421827,0.16718417810982297,0.10237538420389516,0
12560,38,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,0.575,0.3,True,1.1802860407421827,0.16718417810982297,0.10237538420389516,0
12560,39,milp,150,150,none,measured_local,0.034183916985057294,0.3,False,1.13952325537608,0.1724079980813462,0.10204619281998686,0
12560,39,task_specific,46,46,none,measured_local,7.479195483028889e-05,0.3,False,1.429816583377947,0.16544781408828485,0.10887310673006194,2
12560,39,rolling,170,170,none,measured_local,1.708976924419403e-06,0.3,False,1.1850714859918743,0.16323870538505866,0.10296965101855457,0
12560,39,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,0.6095399999999971,0.3,True,1.1850714859918743,0.16323870538505866,0.10296965101855457,0
12560,40,milp,150,150,none,measured_local,0.03358083392959088,0.3,False,1.1147339259119151,0.1539520232487525,0.09751308138440198,0
12560,40,task_specific,45,45,none,measured_local,7.020903285592794e-05,0.3,False,1.4789105845554635,0.18195890957935218,0.10588319958532236,2
12560,40,rolling,170,170,none,measured_local,1.6669509932398796e-06,0.3,False,1.1610287341289656,0.14471496730614408,0.09865178714979686,0
12560,40,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,0.630999999999998,0.3,True,1.1610287341289656,0.14471496730614408,0.09865178714979686,0
12560,41,milp,150,150,none,measured_local,0.034671041066758335,0.3,False,1.1295450625308452,0.16389347303012197,0.10096834814779788,0
12560,41,task_specific,45,45,none,measured_local,6.391701754182577e-05,0.3,False,1.5211623786945325,0.19396336498291533,0.11007276461388658,0
12560,41,rolling,170,170,none,measured_local,1.5419209375977516e-06,0.3,False,1.176879733068118,0.15498617724374408,0.10212571835322413,0
12560,41,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,0.639999999999998,0.3,True,1.176879733068118,0.15498617724374408,0.10212571835322413,0
12560,42,milp,150,150,none,measured_local,0.0369509169831872,0.3,False,1.1263489124262889,0.1678062705512154,0.09936362656327113,0
12560,42,task_specific,46,46,none,measured_local,7.487495895475149e-05,0.3,False,1.4182424621340655,0.16163791365880315,0.10657740424133609,2
12560,42,rolling,170,170,none,measured_local,1.6670674085617065e-06,0.3,False,1.177787301542443,0.1591065254794733,0.10054699332670296,0
12560,42,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,0.6909999999999981,0.3,True,1.177787301542443,0.1591065254794733,0.10054699332670296,0
12560,43,milp,150,150,none,measured_local,0.030808833078481257,0.3,False,1.100298258683168,0.1549423256203135,0.09533372281065722,0
12560,43,task_specific,45,45,none,measured_local,7.399998139590025e-05,0.3,False,1.4579670896677843,0.1821967448020434,0.10363163791934485,2
12560,43,rolling,170,170,none,measured_local,1.9579892978072166e-06,0.3,False,1.1521643286672298,0.1468621131390756,0.09661968253856107,0
12560,43,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,0.8784199999999982,0.3,True,1.1521643286672298,0.1468621131390756,0.09661968253856107,0
12560,44,milp,105,105,none,measured_local,0.03263187501579523,0.3,False,1.0761508123681307,0.1452026992254794,0.09164495646707921,8
12560,44,task_specific,45,45,none,measured_local,7.345795165747404e-05,0.3,False,1.4375811292152867,0.17446117420303417,0.1005866772416946,0
12560,44,rolling,170,170,none,measured_local,1.541106030344963e-06,0.3,False,1.1219552432646485,0.13688264362552158,0.09294160821668074,0
12560,44,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,2.1629999999999963,0.3,True,1.1219552432646485,0.13688264362552158,0.09294160821668074,0
12560,45,milp,150,150,none,measured_local,0.03442749998066574,0.3,False,1.052551313572897,0.12699320106078693,0.08724127030920327,8
12560,45,task_specific,45,45,none,measured_local,6.595801096409559e-05,0.3,False,1.4041090860235008,0.1569938139990837,0.09627702823038217,0
12560,45,rolling,170,170,none,measured_local,1.6660196706652641e-06,0.3,False,1.0941820869251675,0.11868191682092015,0.08838638108161621,0
12560,45,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,4.0434,0.3,True,1.0941820869251675,0.11868191682092015,0.08838638108161621,0
12560,46,milp,150,150,none,measured_local,0.03528237505815923,0.3,False,1.068103103785919,0.13872738792654718,0.08905128283932243,0
12560,46,task_specific,45,45,none,measured_local,7.362500764429569e-05,0.3,False,1.4257584282758216,0.16745255199769454,0.09784022715058753,0
12560,46,rolling,170,170,none,measured_local,1.958920620381832e-06,0.3,False,1.1032619407554585,0.13055956554512688,0.09009205217312918,0
12560,46,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,5.547399999999997,0.3,True,1.1032619407554585,0.13055956554512688,0.09009205217312918,0
12707,0,milp,202,202,none,measured_local,0.033039791975170374,0.3,False,1.0982036413492837,0.10630788789677112,0.055684946586237266,2
12707,0,task_specific,165,165,none,measured_local,7.224990986287594e-05,0.3,False,1.7728276380771155,0.13574821524642497,0.0668273390339146,4
12707,0,rolling,170,170,none,measured_local,1.8330756574869156e-06,0.3,False,1.1063738447901061,0.09889253023835504,0.05598515681674909,0
12707,0,qaoa_transfer,202,170,retain_previous,trace_replayed_qpu,7.187819999999996,0.3,True,1.1063738447901061,0.09889253023835504,0.05598515681674909,0
12707,1,milp,170,170,none,measured_local,0.03126395889557898,0.3,False,1.1293421049054837,0.09870393390143292,0.05870258191940601,2
12707,1,task_specific,165,165,none,measured_local,6.962497718632221e-05,0.3,False,1.8954329256172042,0.15527042382646455,0.07620819095192789,0
12707,1,rolling,170,170,none,measured_local,1.915963366627693e-06,0.3,False,1.1380078252203214,0.09896340996499522,0.05954684611975265,0
12707,1,qaoa_transfer,202,170,retain_previous,trace_replayed_qpu,8.200759999999997,0.3,True,1.1380078252203214,0.09896340996499522,0.05954684611975265,0
12707,2,milp,202,202,none,measured_local,0.02922691695857793,0.3,False,1.131917451608932,0.11406552761077202,0.05841510290634831,2
12707,2,task_specific,212,212,none,measured_local,6.724998820573092e-05,0.3,False,1.663798393064579,0.14015649878038072,0.07322362742974359,4
12707,2,rolling,170,170,none,measured_local,1.625041477382183e-06,0.3,False,1.1467346249373374,0.09630590529225873,0.05987519563050804,0
12707,2,qaoa_transfer,53,170,retain_previous,trace_replayed_qpu,12.541100000000005,0.3,True,1.1467346249373374,0.09630590529225873,0.05987519563050804,0
12707,3,milp,170,170,none,measured_local,0.03280191600788385,0.3,False,1.130890035328737,0.09911206438771725,0.05828931757920932,2
12707,3,task_specific,165,165,none,measured_local,6.524997297674417e-05,0.3,False,1.9202668115294275,0.16332852310426998,0.07720027368415612,4
12707,3,rolling,170,170,none,measured_local,1.6670674085617065e-06,0.3,False,1.1440487450877956,0.09871186106990666,0.059580865623433434,0
