task,size_label,seed,aggregation,optimum_probability,hit_probability_1024,expected_normalized_cost
channel,6,25,component_circular_median,0.11631112720225635,1.0,0.17366641557460466
channel,6,25,observed_circular_medoid,0.11541191448539001,1.0,0.17377489899678705
channel,6,26,circular_mean,0.11560012761701906,1.0,0.1871592966123889
channel,6,26,component_circular_median,0.11526269972570218,1.0,0.18711966983260914
channel,6,26,observed_circular_medoid,0.11449285588314169,1.0,0.18725114751975042
channel,6,27,circular_mean,0.13543220811155363,1.0,0.21832075631422437
channel,6,27,component_circular_median,0.13490085475574548,1.0,0.21839399071173088
channel,6,27,observed_circular_medoid,0.13367851064949135,1.0,0.21883038582960868
channel,6,28,circular_mean,0.14124164660876448,1.0,0.20352502683731433
channel,6,28,component_circular_median,0.14064979465065022,1.0,0.2038268073715696
channel,6,28,observed_circular_medoid,0.1393111360926527,1.0,0.20459897920589196
channel,6,29,circular_mean,0.11063333835026039,1.0,0.15847530371205149
channel,6,29,component_circular_median,0.11040437106587314,1.0,0.15823764474791197
channel,6,29,observed_circular_medoid,0.1095340525602605,1.0,0.15817832978975768
channel,8,15,circular_mean,0.07274508656817559,1.0,0.2809535635088183
channel,8,15,component_circular_median,0.07336686831601588,1.0,0.28076481590125235
channel,8,15,observed_circular_medoid,0.07516721529789862,1.0,0.2805058387774635
channel,8,16,circular_mean,0.05505862029231327,1.0,0.1898986805868481
channel,8,16,component_circular_median,0.05534827005163882,1.0,0.1897049346806241
channel,8,16,observed_circular_medoid,0.056114022393231516,1.0,0.1893394593951621
channel,8,17,circular_mean,0.04900681731864187,1.0,0.1835231049977552
channel,8,17,component_circular_median,0.04925288442497912,1.0,0.1835604372167295
channel,8,17,observed_circular_medoid,0.04975923797211774,1.0,0.184102387067286
channel,8,18,circular_mean,0.052118853485563006,1.0,0.15924478027953706
channel,8,18,component_circular_median,0.052388237789030435,1.0,0.1592448911963211
channel,8,18,observed_circular_medoid,0.05293748737359901,1.0,0.1591360223363798
channel,8,19,circular_mean,0.04536160269418355,1.0,0.16549718282572173
channel,8,19,component_circular_median,0.045542650262421124,1.0,0.16551770717474784
channel,8,19,observed_circular_medoid,0.045958925512131064,1.0,0.1657108321013872
channel,8,20,circular_mean,0.036944182878665535,1.0,0.1370251553399211
channel,8,20,component_circular_median,0.03703510365316759,1.0,0.13713829799385396
channel,8,20,observed_circular_medoid,0.03714181349115202,1.0,0.1377473835419139
channel,8,21,circular_mean,0.04502135532140812,1.0,0.18734026093488543
channel,8,21,component_circular_median,0.045203870129427566,1.0,0.18747302653938042
channel,8,21,observed_circular_medoid,0.045629814304626724,1.0,0.18807214753833973
channel,8,22,circular_mean,0.05412930025940836,1.0,0.20591644509622015
channel,8,22,component_circular_median,0.05440326580016415,1.0,0.20588485560934064
channel,8,22,observed_circular_medoid,0.05508175351626631,1.0,0.20600188628085256
channel,8,23,circular_mean,0.053258747821028796,1.0,0.19594765798291489
channel,8,23,component_circular_median,0.053532040645731076,1.0,0.19584226247030107
channel,8,23,observed_circular_medoid,0.054187902297793536,1.0,0.19586273067636054
channel,8,24,circular_mean,0.048741616822050894,1.0,0.14621977178385112
channel,8,24,component_circular_median,0.04896701929157519,1.0,0.14608423838761814
channel,8,24,observed_circular_medoid,0.04946133022275815,1.0,0.14556115730139418
channel,8,25,circular_mean,0.03196954685756209,0.9999999999999964,0.1564757494482495
channel,8,25,component_circular_median,0.03198247325121277,0.9999999999999964,0.1566275102885079
channel,8,25,observed_circular_medoid,0.03211628287970519,0.999999999999997,0.15719971459500048
channel,8,26,circular_mean,0.05541249905687304,1.0,0.18155382527296599
channel,8,26,component_circular_median,0.05572560422786877,1.0,0.18145857673887544
channel,8,26,observed_circular_medoid,0.0564655539124464,1.0,0.18123075506933256
channel,8,27,circular_mean,0.03786912425700549,1.0,0.1506042106735718
channel,8,27,component_circular_median,0.037975257201734634,1.0,0.15101430585040082
channel,8,27,observed_circular_medoid,0.03803302716831044,1.0,0.1524876437205035
channel,8,28,circular_mean,0.04664781726318474,1.0,0.19017336780982924
channel,8,28,component_circular_median,0.046958408179211125,1.0,0.19014816117652755
channel,8,28,observed_circular_medoid,0.04797124908300597,1.0,0.18989102228745958
channel,8,29,circular_mean,0.04520251494007666,1.0,0.2050038539087907
channel,8,29,component_circular_median,0.04549737675929032,1.0,0.2049817975429268
channel,8,29,observed_circular_medoid,0.046478445145924766,1.0,0.20521079039420506
channel,9,15,circular_mean,0.0045711438270725135,0.9908278395071113,0.3247969497732299
channel,9,15,component_circular_median,0.031465814251642056,0.999999999999994,0.2051694425146382
channel,9,15,observed_circular_medoid,0.03159380842909395,0.9999999999999947,0.20516606414876845
channel,9,16,circular_mean,0.004523081924506521,0.990362969118111,0.2983251619835052
channel,9,16,component_circular_median,0.032800864599903216,0.9999999999999986,0.16981159220871433
channel,9,16,observed_circular_medoid,0.03288394829600216,0.9999999999999987,0.16981459614755984
channel,9,17,circular_mean,0.004544965707953245,0.990577485345312,0.3103300123738262
channel,9,17,component_circular_median,0.028317945154054575,0.9999999999998322,0.19491882255061307
channel,9,17,observed_circular_medoid,0.028391584422654947,0.9999999999998448,0.1949614901760061
channel,9,18,circular_mean,0.004603661755520139,0.9911295897444141,0.3383534191561939
channel,9,18,component_circular_median,0.038870899728933574,1.0,0.21166839548094862
channel,9,18,observed_circular_medoid,0.0390093851464155,1.0,0.21161847002530587
channel,9,19,circular_mean,0.004521010617858159,0.9903424140600602,0.29617865115796277
channel,9,19,component_circular_median,0.030596586973673484,0.9999999999999848,0.15124866756739958
channel,9,19,observed_circular_medoid,0.030682027208438267,0.9999999999999861,0.15118175711716858
channel,9,20,circular_mean,0.004522661840458914,0.9903588038597182,0.299295051981156
channel,9,20,component_circular_median,0.03571536406188227,0.9999999999999999,0.1974480383067449
channel,9,20,observed_circular_medoid,0.03581441663304285,0.9999999999999999,0.19755748009464005
channel,9,21,circular_mean,0.004715223696685422,0.9920914311551746,0.3910255425430498
channel,9,21,component_circular_median,0.054329901930887395,1.0,0.2508297924910633
channel,9,21,observed_circular_medoid,0.05459301631528083,1.0,0.2506678702023601
channel,9,22,circular_mean,0.004488482675287755,0.9900138108508089,0.2830634947008315
channel,9,22,component_circular_median,0.024460806789154334,0.999999999990304,0.15443379441844196
channel,9,22,observed_circular_medoid,0.024506651491198964,0.9999999999907595,0.1544652435005683
channel,9,23,circular_mean,0.004591360992484277,0.991016628958212,0.33296575368309655
channel,9,23,component_circular_median,0.0343798969143775,0.9999999999999998,0.18346954717802844
channel,9,23,observed_circular_medoid,0.03451143137642491,0.9999999999999998,0.18332544961350136
channel,9,24,circular_mean,0.004598782082035009,0.9910849493695972,0.33561039046236074
channel,9,24,component_circular_median,0.04271683367789016,1.0,0.21241008620295385
channel,9,24,observed_circular_medoid,0.042868135713837456,1.0,0.2123888235748444
channel,9,25,circular_mean,0.004489869203953862,0.9900280430807142,0.28288926222678934
channel,9,25,component_circular_median,0.027590363871832595,0.9999999999996388,0.15528380763931857
channel,9,25,observed_circular_medoid,0.02764886209537531,0.9999999999996605,0.1553248895273004
channel,9,26,circular_mean,0.004536489824216099,0.990494972239846,0.30718982892021907
channel,9,26,component_circular_median,0.025709539588280032,0.999999999997388,0.1713301860430398
channel,9,26,observed_circular_medoid,0.025782687551636055,0.9999999999975813,0.17128441180610177
channel,9,27,circular_mean,0.004470725856460263,0.9898297391886476,0.27573256596904056
channel,9,27,component_circular_median,0.02253991386531261,0.999999999927321,0.1613298336225336
channel,9,27,observed_circular_medoid,0.022578620119811495,0.9999999999302092,0.16141308973240912
channel,9,28,circular_mean,0.004614474746561712,0.9912277153994279,0.3436419487613162
channel,9,28,component_circular_median,0.03992054254622094,1.0,0.2090138396275185
channel,9,28,observed_circular_medoid,0.040078224661884265,1.0,0.20891459609771548
channel,9,29,circular_mean,0.004464243822045104,0.9897617035383732,0.27051542770819115
channel,9,29,component_circular_median,0.02521204147456164,0.9999999999955944,0.1569882897504711
channel,9,29,observed_circular_medoid,0.02526648370173475,0.9999999999958393,0.15708167649030053
channel,12,15,circular_mean,0.0013312930175137833,0.7444027446897838,0.2980990399419767
channel,12,15,component_circular_median,0.00843815275418873,0.9998295946327009,0.21748307442014414
channel,12,15,observed_circular_medoid,0.009042226369429057,0.9999086996510324,0.2166418211191422
channel,12,16,circular_mean,0.001311436642992981,0.7391454911614608,0.2772257220607331
channel,12,16,component_circular_median,0.009381036261950738,0.9999356724713641,0.20181715472217043
channel,12,16,observed_circular_medoid,0.009884596355602796,0.9999617812325627,0.20146285949378817
channel,12,17,circular_mean,0.0011898590066760938,0.7045161420183943,0.2466002743345093
channel,12,17,component_circular_median,0.006255919534441226,0.998381383441225,0.17582203613467595
channel,12,17,observed_circular_medoid,0.006496615170454379,0.9987369646684469,0.17609773796131148
channel,12,18,circular_mean,0.0011619757771962973,0.6959475403833311,0.23827491139186502
channel,12,18,component_circular_median,0.006337692595978892,0.9985121894865248,0.1664351416810242
channel,12,18,observed_circular_medoid,0.006702374520215174,0.9989783484267589,0.1665456320441981
channel,12,19,circular_mean,0.001137190522652887,0.6881227871421316,0.22785377795286857
channel,12,19,component_circular_median,0.005259838338883523,0.9954847253637944,0.1614180230564613
channel,12,19,observed_circular_medoid,0.005413708880103656,0.9961462095903613,0.16185201642645491
channel,12,20,circular_mean,0.0012476152376538136,0.7215051236950196,0.25908037375692655
channel,12,20,component_circular_median,0.00821539596372735,0.9997855238857452,0.1991830108445366
channel,12,20,observed_circular_medoid,0.00859883778407364,0.9998556523028227,0.2000791354823337
channel,12,21,circular_mean,0.0012355679638499499,0.7180438941167614,0.2594804801477012
channel,12,21,component_circular_median,0.007228423755754791,0.999406092872582,0.19014192512442224
channel,12,21,observed_circular_medoid,0.007566756585902372,0.9995810765870564,0.19034674198175006
channel,12,22,circular_mean,0.0012475788067066319,0.7214947211907627,0.25160108945739823
channel,12,22,component_circular_median,0.008020894434313069,0.9997378287111208,0.17137019316020097
channel,12,22,observed_circular_medoid,0.008353949305273346,0.9998141138262127,0.1710137442275751
channel,12,23,circular_mean,0.0012801630151517776,0.7306454449648624,0.2769796604174586
channel,12,23,component_circular_median,0.007743015705010125,0.9996507435394458,0.19543364308057787
channel,12,23,observed_circular_medoid,0.008220480983660294,0.9997866469787731,0.1948851780593569
channel,12,24,circular_mean,0.0012087989876858705,0.7101984494418576,0.23626036567016798
channel,12,24,component_circular_median,0.007559941033714234,0.9995781202034525,0.16174686321465825
channel,12,24,observed_circular_medoid,0.007915003154582137,0.9997075476754209,0.1616657093646978
channel,12,25,circular_mean,0.0011860703905914288,0.7033662044665079,0.2324162994059285
channel,12,25,component_circular_median,0.007609137159471909,0.9995990011364648,0.15789596619902968
channel,12,25,observed_circular_medoid,0.007887057620035044,0.9996989893078573,0.15827904023998304
channel,12,26,circular_mean,0.0012009676445406538,0.7078622756905374,0.24315522581954
channel,12,26,component_circular_median,0.007583594676433704,0.9995882920233581,0.17530534389594854
channel,12,26,observed_circular_medoid,0.007977607457752825,0.9997258483661841,0.17599973432151916
channel,12,27,circular_mean,0.0011915406406050758,0.7050251308851532,0.2333555356596
channel,12,27,component_circular_median,0.006764076032100567,0.9990413125271307,0.14979440165341557
channel,12,27,observed_circular_medoid,0.0069567560662221395,0.9992140463373309,0.14951992654200286
channel,12,28,circular_mean,0.001159487829782592,0.695171028611354,0.23587282350173128
channel,12,28,component_circular_median,0.006216432194780813,0.9983141656802235,0.15644427491693405
channel,12,28,observed_circular_medoid,0.006608642499335666,0.9988747050454914,0.1561939896526844
channel,12,29,circular_mean,0.0012646168365767134,0.7263176496988557,0.26688434614526735
channel,12,29,component_circular_median,0.007713664823073496,0.9996400029322969,0.18832114940997227
channel,12,29,observed_circular_medoid,0.008072339669680698,0.9997513886559628,0.18795868074157146
placement,6,15,circular_mean,0.055223385204230514,1.0,0.06351290649048828
placement,6,15,component_circular_median,0.05393867260180759,1.0,0.0648667355223745
placement,6,15,observed_circular_medoid,0.05241586463438421,1.0,0.06701836857668425
placement,6,16,circular_mean,0.06109313812944416,1.0,0.08491509060602259
placement,6,16,component_circular_median,0.0609532973799647,1.0,0.0840530134419902
placement,6,16,observed_circular_medoid,0.06073368593030528,1.0,0.08358495768242365
placement,6,17,circular_mean,0.055400686807889316,1.0,0.08266525710434658
placement,6,17,component_circular_median,0.054719219310699604,1.0,0.0831283854845337
placement,6,17,observed_circular_medoid,0.05386403981123826,1.0,0.0844656311607355
placement,6,18,circular_mean,0.05617702564938468,1.0,0.08423835140966647
placement,6,18,component_circular_median,0.055417156861544546,1.0,0.08480250231546477
placement,6,18,observed_circular_medoid,0.05447441898342347,1.0,0.08623306010131802
placement,6,19,circular_mean,0.059072424766953915,1.0,0.0813928963535338
placement,6,19,component_circular_median,0.05849237824682897,1.0,0.08181728565562495
placement,6,19,observed_circular_medoid,0.05777327063341732,1.0,0.08271067935924131
placement,6,20,circular_mean,0.06128313845297442,1.0,0.08499041274896618
placement,6,20,component_circular_median,0.06115127321555046,1.0,0.08418229769785887
placement,6,20,observed_circular_medoid,0.06094066428694399,1.0,0.08376880913005372
placement,6,21,circular_mean,0.05934970482720158,1.0,0.0818665736867761
placement,6,21,component_circular_median,0.05880469676266599,1.0,0.08228051383628365
placement,6,21,observed_circular_medoid,0.05812543892474517,1.0,0.08316341050201244
placement,6,22,circular_mean,0.05861073417590765,1.0,0.07944602162997658
placement,6,22,component_circular_median,0.05805801407561783,1.0,0.07984658988601995
placement,6,22,observed_circular_medoid,0.057370560561071655,1.0,0.08070872263458435
placement,6,23,circular_mean,0.06117962231765492,1.0,0.0843778806164798
placement,6,23,component_circular_median,0.06104716759793101,1.0,0.08374503070285902
placement,6,23,observed_circular_medoid,0.06083481679892471,1.0,0.08352364594102418
placement,6,24,circular_mean,0.06221941831851263,1.0,0.08956206889179383
placement,6,24,component_circular_median,0.0620649589833063,1.0,0.08880888858184047
placement,6,24,observed_circular_medoid,0.061827112520662496,1.0,0.08845183073582683
placement,6,25,circular_mean,0.0602624737372862,1.0,0.08273177875510926
placement,6,25,component_circular_median,0.05992366061584187,1.0,0.08261293423256025
placement,6,25,observed_circular_medoid,0.059477813026730275,1.0,0.08293747217746864
placement,6,26,circular_mean,0.055277229112458214,1.0,0.07756368946065513
placement,6,26,component_circular_median,0.05436831769980114,1.0,0.07839694651663118
placement,6,26,observed_circular_medoid,0.053262041735538355,1.0,0.08002977144958698
placement,6,27,circular_mean,0.059518529589668946,1.0,0.08335108212646997
placement,6,27,component_circular_median,0.05893863685460731,1.0,0.0837833085443144
placement,6,27,observed_circular_medoid,0.058220227931158205,1.0,0.08467881714871553
placement,6,28,circular_mean,0.06155567769581019,1.0,0.0864097734920615
placement,6,28,component_circular_median,0.061393307123056344,1.0,0.0856791915481096
placement,6,28,observed_circular_medoid,0.06114843289897218,1.0,0.08534039790447683
placement,6,29,circular_mean,0.061569334709178,1.0,0.08714764270581182
placement,6,29,component_circular_median,0.06143321703673533,1.0,0.08626555688784801
placement,6,29,observed_circular_medoid,0.06121681182103639,1.0,0.08577720899419589
placement,8,15,circular_mean,0.004742394213192877,0.9923094520663502,0.20676215109590712
placement,8,15,component_circular_median,0.022042541144855914,0.9999999998776391,0.04069384021411716
placement,8,15,observed_circular_medoid,0.02198774405586946,0.9999999998704133,0.041906797225910265
placement,8,16,circular_mean,0.00468996382151797,0.9918832067172322,0.20050027091887493
placement,8,16,component_circular_median,0.025569489878194743,0.9999999999969739,0.05194822855958471
placement,8,16,observed_circular_medoid,0.02530405370079558,0.9999999999960004,0.051928775995223844
placement,8,17,circular_mean,0.004673797712450559,0.9917470796063349,0.2022176245424114
placement,8,17,component_circular_median,0.025643956406372407,0.9999999999972016,0.05142340271677866
placement,8,17,observed_circular_medoid,0.025112630575815285,0.9999999999951096,0.05211828291695475
placement,8,18,circular_mean,0.004687134293797672,0.9918595436148895,0.20250095736114798
placement,8,18,component_circular_median,0.025268883762319044,0.9999999999958499,0.05169262182083763
placement,8,18,observed_circular_medoid,0.02485708769237584,0.999999999993604,0.05238020054104692
placement,8,19,circular_mean,0.004668604802389134,0.9917028704254646,0.20297549177070634
placement,8,19,component_circular_median,0.026033720465411813,0.9999999999981423,0.04929423753361263
placement,8,19,observed_circular_medoid,0.025421703702397068,0.9999999999964654,0.05010690468203804
placement,8,20,circular_mean,0.004695018055150842,0.9919253039755728,0.19897492647512957
placement,8,20,component_circular_median,0.025255756511941275,0.9999999999957921,0.052806713929044735
placement,8,20,observed_circular_medoid,0.02508394638047607,0.9999999999949599,0.05254045472471786
placement,8,21,circular_mean,0.00468535963922923,0.9918446671731762,0.20246413479567754
placement,8,21,component_circular_median,0.026057566345037333,0.9999999999981883,0.051034620304016856
placement,8,21,observed_circular_medoid,0.025674458655133778,0.99999999999729,0.05130485111735847
placement,8,22,circular_mean,0.0046840861672737145,0.991833975273055,0.2041886194038981
placement,8,22,component_circular_median,0.02665366610218694,0.9999999999990321,0.051469756778166335
placement,8,22,observed_circular_medoid,0.02616967533958226,0.9999999999983897,0.05195531102643908
placement,8,23,circular_mean,0.00469796730100381,0.9919497677161768,0.1999393812509231
placement,8,23,component_circular_median,0.025242068867158803,0.9999999999957313,0.05318842327237513
placement,8,23,observed_circular_medoid,0.025074572961286137,0.9999999999949101,0.052926694713424066
placement,8,24,circular_mean,0.004698132575170088,0.991951136458087,0.20099190563471253
placement,8,24,component_circular_median,0.025504383566577932,0.9999999999967595,0.054389430910371385
placement,8,24,observed_circular_medoid,0.025297263579927776,0.9999999999959718,0.05416951984366332
placement,8,25,circular_mean,0.004688416055318581,0.9918702714052989,0.2002522073406134
placement,8,25,component_circular_median,0.02552864755982835,0.9999999999968411,0.05184695500505827
placement,8,25,observed_circular_medoid,0.02525891317469748,0.9999999999958061,0.051813823060800505
placement,8,26,circular_mean,0.004685684538261444,0.9918473927420471,0.2022726927530763
placement,8,26,component_circular_median,0.0255015180842187,0.9999999999967497,0.050956959922923484
placement,8,26,observed_circular_medoid,0.025068857325475088,0.9999999999948794,0.05165051832996968
placement,8,27,circular_mean,0.004698477422357477,0.9919539916113528,0.20207855751352916
placement,8,27,component_circular_median,0.02562841398635375,0.9999999999971555,0.05111893485113943
placement,8,27,observed_circular_medoid,0.025366026211375802,0.9999999999962524,0.05135182546275964
placement,8,28,circular_mean,0.004690008217269385,0.9918835774470871,0.20106242269462826
placement,8,28,component_circular_median,0.025749000641847205,0.9999999999974941,0.05290018140268876
placement,8,28,observed_circular_medoid,0.025457111469605623,0.9999999999965945,0.05286930191078148
placement,8,29,circular_mean,0.004693073903671388,0.9919091368040029,0.2015211989671083
placement,8,29,component_circular_median,0.025748008558611517,0.9999999999974915,0.0527177969464476
placement,8,29,observed_circular_medoid,0.025470181663515182,0.9999999999966409,0.05273051261622916
placement,9,15,circular_mean,0.009896060119537675,0.9999622316846226,0.0776176329555589
placement,9,15,component_circular_median,0.010508043212393361,0.9999799477653326,0.08547803972919664
placement,9,15,observed_circular_medoid,0.010490718209545221,0.9999795850056282,0.08549120246385107
placement,9,16,circular_mean,0.011831030938901284,0.9999949048035204,0.07715358227039468
placement,9,16,component_circular_median,0.012741941620031736,0.9999980183643947,0.0761983153746496
placement,9,16,observed_circular_medoid,0.012738751368906525,0.9999980117963521,0.07620100112234732
placement,9,17,circular_mean,0.007826387270018246,0.9996795378412004,0.10616678441893529
placement,9,17,component_circular_median,0.008306423126193046,0.9998047637948643,0.11602638144675066
placement,9,17,observed_circular_medoid,0.00829820501451825,0.9998031000105576,0.11600700671023498
placement,9,18,circular_mean,0.007927368390770692,0.999711256555154,0.10596379721451324
placement,9,18,component_circular_median,0.008419240896825927,0.9998262338430896,0.1156521583167611
placement,9,18,observed_circular_medoid,0.008410721883201558,0.9998246983910254,0.11563419065346872
placement,9,19,circular_mean,0.008819927505683552,0.9998851255279283,0.08903043587104773
placement,9,19,component_circular_median,0.009380277113094996,0.9999356219718296,0.09591440963753117
placement,9,19,observed_circular_medoid,0.009370190213776261,0.9999349472073132,0.09591559034668319
placement,9,20,circular_mean,0.013397178111115812,0.9999989959166178,0.08286505897015133
placement,9,20,component_circular_median,0.014404960845993133,0.9999996474074904,0.08170397989436194
placement,9,20,observed_circular_medoid,0.014406581481335917,0.9999996480006814,0.08168240943167246
placement,9,21,circular_mean,0.012424922418204865,0.9999972470110288,0.0801202113738001
placement,9,21,component_circular_median,0.01334962447662656,0.9999989451168174,0.07974173402813108
placement,9,21,observed_circular_medoid,0.01334724148525937,0.9999989425046553,0.0797429338521522
placement,9,22,circular_mean,0.00786688834352668,0.9996926573949304,0.08806885763166243
placement,9,22,component_circular_median,0.008417597978949374,0.9998259387758267,0.09531936853597778
placement,9,22,observed_circular_medoid,0.008411158284397027,0.9998247773755861,0.09529093652384424
placement,9,23,circular_mean,0.012402913058951644,0.9999971834630441,0.07659720417312652
placement,9,23,component_circular_median,0.013363792063175192,0.9999989605143458,0.07502655805361533
placement,9,23,observed_circular_medoid,0.013364243291378808,0.9999989610010398,0.07501167392770297
placement,9,24,circular_mean,0.010607887931497256,0.9999819163424166,0.07333664191675138
placement,9,24,component_circular_median,0.0114547758454817,0.999992475817766,0.0728773819602199
placement,9,24,observed_circular_medoid,0.0114496284345447,0.9999924355915875,0.07287793610896011
placement,9,25,circular_mean,0.00905782875741858,0.9999101598614057,0.08758050876307592
placement,9,25,component_circular_median,0.009709237358183371,0.9999541822799345,0.09186355384431384
placement,9,25,observed_circular_medoid,0.009703145037655203,0.9999538927317886,0.09185627002318572
placement,9,26,circular_mean,0.008763101139234716,0.9998781797860518,0.09201999448330951
placement,9,26,component_circular_median,0.009388618955144446,0.9999361747149419,0.09705183559846481
placement,9,26,observed_circular_medoid,0.009383130263926629,0.9999358115619662,0.09703938708233403
placement,9,27,circular_mean,0.013127034922787486,0.9999986710094698,0.08087612987764414
placement,9,27,component_circular_median,0.014100362935866143,0.9999995161712176,0.07969172982949012
placement,9,27,observed_circular_medoid,0.014097348668081778,0.999999514654097,0.07969945384760221
placement,9,28,circular_mean,0.01297190962047903,0.9999984389350347,0.0790194532204528
placement,9,28,component_circular_median,0.01392564522962477,0.999999419909149,0.07811513838338921
placement,9,28,observed_circular_medoid,0.013922900373945689,0.9999994182532863,0.0781201229716107
placement,9,29,circular_mean,0.011892314214544734,0.9999952183252504,0.07713311419121459
placement,9,29,component_circular_median,0.012813492070259638,0.9999981601085134,0.07614565551276462
placement,9,29,observed_circular_medoid,0.0128104490624016,0.9999981542917559,0.07614755626621475
placement,12,15,circular_mean,0.0006542469331176872,0.48837743889586693,0.09764431388960013
placement,12,15,component_circular_median,0.003522005092894311,0.9730264704589329,0.063492747089368
placement,12,15,observed_circular_medoid,0.0037904842213737876,0.9795307349465631,0.06349242377273429
placement,12,16,circular_mean,0.0007146501628127388,0.5190843473146725,0.12133257833999851
placement,12,16,component_circular_median,0.0035116864136755955,0.9727389316518719,0.04748301272747832
placement,12,16,observed_circular_medoid,0.0035835539262170247,0.9746797295997506,0.047506930096797295
placement,12,17,circular_mean,0.0006066101137049052,0.4627851848683888,0.09293299291474424
placement,12,17,component_circular_median,0.0021034912402386843,0.8842408622987711,0.07393768238927402
placement,12,17,observed_circular_medoid,0.002146630684926453,0.8892536149380155,0.07398162699248967
placement,12,18,circular_mean,0.0006705334521733873,0.496844776429055,0.0929073417126112
placement,12,18,component_circular_median,0.0019117592861859836,0.8590732697230188,0.07515556253424055
placement,12,18,observed_circular_medoid,0.0019002797111535498,0.8574036880229743,0.07521770266047997
placement,12,19,circular_mean,0.0006184615014540818,0.4692692749629146,0.09978559858537336
placement,12,19,component_circular_median,0.00287160400884822,0.9473849255207474,0.06686378832875678
placement,12,19,observed_circular_medoid,0.0030045547994218946,0.9541002402680392,0.06678223281389775
placement,12,20,circular_mean,0.0007681902594594034,0.5447593596924742,0.12527411790381987
placement,12,20,component_circular_median,0.0035108064567514865,0.9727142696566069,0.05225651401680419
placement,12,20,observed_circular_medoid,0.003509098951034344,0.9726663508699918,0.05291515788886174
placement,12,21,circular_mean,0.0007416814546203877,0.5322230015463458,0.12295838807467563
placement,12,21,component_circular_median,0.003533168454874245,0.9733341359485991,0.04954719819312907
placement,12,21,observed_circular_medoid,0.003573104939744188,0.9744063707408169,0.049735449478654034
placement,12,22,circular_mean,0.0005505941336922434,0.43105053624407064,0.09792728171092797
placement,12,22,component_circular_median,0.0026047565126031042,0.9307997295616897,0.06093178032789095
placement,12,22,observed_circular_medoid,0.0027326557308407374,0.9393156694745141,0.06147151184384721
placement,12,23,circular_mean,0.0007113300368747344,0.5174453728767321,0.11223492909951764
placement,12,23,component_circular_median,0.003261876093328554,0.9647616602165916,0.060938536791538406
placement,12,23,observed_circular_medoid,0.0033323341678581048,0.9672223477308859,0.06084750542272891
placement,12,24,circular_mean,0.0006675376601567571,0.495297845173864,0.11675638037593371
placement,12,24,component_circular_median,0.0024659619915957786,0.920202544676884,0.046572981746669365
placement,12,24,observed_circular_medoid,0.002440558819507369,0.9180943121455906,0.04669216855956688
placement,12,25,circular_mean,0.0006060790432184452,0.46249278196435784,0.10427643861054342
placement,12,25,component_circular_median,0.002949408713913599,0.9514255299667849,0.05489341529886046
placement,12,25,observed_circular_medoid,0.0030771068809665797,0.9573963492309793,0.055026476143826164
placement,12,26,circular_mean,0.0005980267060088265,0.4580397011559646,0.10482174758315546
placement,12,26,component_circular_median,0.0028132130903843963,0.9441334726931186,0.055625974036466644
