experiment,task,size_label,n_vars,seed,algorithm,profile,solution,cost,optimum,feasible,runtime_s,evals,deadline_s,volatility,success_prob,delay_s,gap,staleness_loss,deadline_miss,utility,timing_evidence,next_max_utilization,next_overflow,trace_interval_s
abilene_trace,abilene_routing,12,12,277,qaoa,optimistic,585,6.634779757251929,6.634779757251929,True,0.021655332995578647,119,300.0,0.004557910622857662,0.0036094984965289755,1.5260600000000002,0.0,0.006955645085118165,False,-0.006955645085118165,modeled_qpu,2.075773103730494,6.46676312025981,300.0
abilene_trace,abilene_routing,12,12,277,qaoa,nominal,585,6.634779757251929,6.634779757251929,True,0.021655332995578647,119,300.0,0.004557910622857662,0.0036094984965289755,9.5678,0.0,0.04360917725737754,False,-0.04360917725737754,modeled_qpu,2.075773103730494,6.46676312025981,300.0
abilene_trace,abilene_routing,12,12,277,qaoa,stressed,585,6.634779757251929,6.634779757251929,True,0.021655332995578647,119,300.0,0.004557910622857662,0.0036094984965289755,43.6512,0.0,0.1989582681804844,False,-0.1989582681804844,modeled_qpu,2.075773103730494,6.46676312025981,300.0
abilene_trace,abilene_routing,12,12,347,exact,local,585,4.668402345862397,4.668402345862397,True,9.833951480686665e-06,4096,300.0,0.0003584528370150426,,9.833951480686665e-06,0.0,3.5250078073204137e-09,False,-3.5250078073204137e-09,measured_local,0.7994761774636546,0.0,300.0
abilene_trace,abilene_routing,12,12,347,local_search,local,585,4.668402345862397,4.668402345862397,True,0.00018929096404463053,1392,300.0,0.0003584528370150426,,0.00018929096404463053,0.0,6.785188308311024e-08,False,-6.785188308311024e-08,measured_local,0.7994761774636546,0.0,300.0
abilene_trace,abilene_routing,12,12,347,annealing,local,2185,9.563394980599451,4.668402345862397,True,0.001078665954992175,960,300.0,0.0003584528370150426,,0.001078665954992175,0.863557725098698,3.866508717584854e-07,False,-0.8635581117495698,measured_local,0.9006709939961685,0.0,300.0
abilene_trace,abilene_routing,12,12,347,mean_field,local,585,4.668402345862397,4.668402345862397,True,0.012360624969005585,107,300.0,0.0003584528370150426,,0.012360624969005585,0.0,4.430701087419025e-06,False,-4.430701087419025e-06,measured_local,0.7994761774636546,0.0,300.0
abilene_trace,abilene_routing,12,12,347,qaoa,optimistic,585,4.668402345862397,4.668402345862397,True,0.02487254107836634,114,300.0,0.0003584528370150426,0.002267603110513492,1.46236,0.0,0.0005241870907373178,False,-0.0005241870907373178,modeled_qpu,0.7994761774636546,0.0,300.0
abilene_trace,abilene_routing,12,12,347,qaoa,nominal,585,4.668402345862397,4.668402345862397,True,0.02487254107836634,114,300.0,0.0003584528370150426,0.002267603110513492,9.1868,0.0,0.0032930345230897935,False,-0.0032930345230897935,modeled_qpu,0.7994761774636546,0.0,300.0
abilene_trace,abilene_routing,12,12,347,qaoa,stressed,585,4.668402345862397,4.668402345862397,True,0.02487254107836634,114,300.0,0.0003584528370150426,0.002267603110513492,42.0272,0.0,0.015064769071798599,False,-0.015064769071798599,modeled_qpu,0.7994761774636546,0.0,300.0
abilene_trace,abilene_routing,12,12,416,exact,local,585,6.661634427212159,6.661634427212159,True,1.0207993909716606e-05,4096,300.0,0.0005109209571765508,,1.0207993909716606e-05,0.0,5.2154780192048095e-09,False,-5.2154780192048095e-09,measured_local,0.8314265469800761,0.0,300.0
abilene_trace,abilene_routing,12,12,416,local_search,local,649,6.661634427212159,6.661634427212159,True,0.00046391598880290985,1548,300.0,0.0005109209571765508,,0.00046391598880290985,0.0,2.3702440104868872e-07,False,-2.3702440104868872e-07,measured_local,0.8314265469800761,0.0,300.0
abilene_trace,abilene_routing,12,12,416,annealing,local,777,7.575444681065843,6.661634427212159,True,0.0011673750123009086,960,300.0,0.0005109209571765508,,0.0011673750123009086,0.11927092874701306,5.96436358668768e-07,False,-0.11927152518337172,measured_local,0.8314265469800761,0.0,300.0
abilene_trace,abilene_routing,12,12,416,mean_field,local,585,6.661634427212159,6.661634427212159,True,0.011163124931044877,108,300.0,0.0005109209571765508,,0.011163124931044877,0.0,5.703474474850866e-06,False,-5.703474474850866e-06,measured_local,0.8314265469800761,0.0,300.0
abilene_trace,abilene_routing,12,12,416,qaoa,optimistic,585,6.661634427212159,6.661634427212159,True,0.03012766595929861,113,300.0,0.0005109209571765508,0.007473752559114861,1.4496200000000001,0.0,0.0007406412379422717,False,-0.0007406412379422717,modeled_qpu,0.8314265469800761,0.0,300.0
abilene_trace,abilene_routing,12,12,416,qaoa,nominal,585,6.661634427212159,6.661634427212159,True,0.03012766595929861,113,300.0,0.0005109209571765508,0.007473752559114861,9.1106,0.0,0.004654796472452684,False,-0.004654796472452684,modeled_qpu,0.8314265469800761,0.0,300.0
abilene_trace,abilene_routing,12,12,416,qaoa,stressed,585,6.661634427212159,6.661634427212159,True,0.03012766595929861,113,300.0,0.0005109209571765508,0.007473752559114861,41.702400000000004,0.0,0.021306630124559394,False,-0.021306630124559394,modeled_qpu,0.8314265469800761,0.0,300.0
abilene_trace,abilene_routing,12,12,486,exact,local,585,7.339867567060425,7.339867567060425,True,1.1458061635494232e-05,4096,300.0,0.00017582829655357895,,1.1458061635494232e-05,0.0,2.0146514591748656e-09,False,-2.0146514591748656e-09,measured_local,0.8744864515378403,0.0,300.0
abilene_trace,abilene_routing,12,12,486,local_search,local,593,7.339867567060425,7.339867567060425,True,0.00016850000247359276,1308,300.0,0.00017582829655357895,,0.00016850000247359276,0.0,2.9627068404205654e-08,False,-2.9627068404205654e-08,measured_local,0.8744864515378403,0.0,300.0
abilene_trace,abilene_routing,12,12,486,annealing,local,593,7.339867567060425,7.339867567060425,True,0.0011672499822452664,960,300.0,0.00017582829655357895,,0.0011672499822452664,0.0,2.0523557603038047e-07,False,-2.0523557603038047e-07,measured_local,0.8744864515378403,0.0,300.0
abilene_trace,abilene_routing,12,12,486,mean_field,local,593,7.339867567060425,7.339867567060425,True,0.010061417007818818,100,300.0,0.00017582829655357895,,0.010061417007818818,0.0,1.76908181339999e-06,False,-1.76908181339999e-06,measured_local,0.8744864515378403,0.0,300.0
abilene_trace,abilene_routing,12,12,486,qaoa,optimistic,593,7.339867567060425,7.339867567060425,True,0.019897000049240887,104,300.0,0.00017582829655357895,0.003146217103921431,1.3349600000000001,0.0,0.00023472374276716578,False,-0.00023472374276716578,modeled_qpu,0.8744864515378403,0.0,300.0
abilene_trace,abilene_routing,12,12,486,qaoa,nominal,593,7.339867567060425,7.339867567060425,True,0.019897000049240887,104,300.0,0.00017582829655357895,0.003146217103921431,8.424800000000001,0.0,0.0014813182328045921,False,-0.0014813182328045921,modeled_qpu,0.8744864515378403,0.0,300.0
abilene_trace,abilene_routing,12,12,486,qaoa,stressed,593,7.339867567060425,7.339867567060425,True,0.019897000049240887,104,300.0,0.00017582829655357895,0.003146217103921431,38.7792,0.0,0.006818480677710549,False,-0.006818480677710549,modeled_qpu,0.8744864515378403,0.0,300.0
abilene_trace,abilene_routing,12,12,555,exact,local,585,6.3924901445299,6.3924901445299,True,2.9416056349873543e-05,4096,300.0,0.0002233162148965969,,2.9416056349873543e-05,0.0,6.569082361238764e-09,False,-6.569082361238764e-09,measured_local,0.9365884385195838,0.0,300.0
abilene_trace,abilene_routing,12,12,555,local_search,local,1097,6.3924901445299,6.3924901445299,True,0.0003297500079497695,1344,300.0,0.0002233162148965969,,0.0003297500079497695,0.0,7.363852363746526e-08,False,-7.363852363746526e-08,measured_local,0.9365884385195838,0.0,300.0
abilene_trace,abilene_routing,12,12,555,annealing,local,2121,7.148964175859426,6.3924901445299,True,0.001131540979258716,960,300.0,0.0002233162148965969,,0.001131540979258716,0.10233006964362099,2.5269144848844513e-07,False,-0.10233032233506947,measured_local,0.9365884385195838,0.0,300.0
abilene_trace,abilene_routing,12,12,555,mean_field,local,585,6.3924901445299,6.3924901445299,True,0.009032999980263412,98,300.0,0.0002233162148965969,,0.009032999980263412,0.0,2.0172153647534597e-06,False,-2.0172153647534597e-06,measured_local,0.9365884385195838,0.0,300.0
abilene_trace,abilene_routing,12,12,555,qaoa,optimistic,585,6.3924901445299,6.3924901445299,True,0.023312165983952582,122,300.0,0.0002233162148965969,0.0029684105828921246,1.5642800000000001,0.0,0.00034932908863844863,False,-0.00034932908863844863,modeled_qpu,0.9365884385195838,0.0,300.0
abilene_trace,abilene_routing,12,12,555,qaoa,nominal,585,6.3924901445299,6.3924901445299,True,0.023312165983952582,122,300.0,0.0002233162148965969,0.0029684105828921246,9.7964,0.0,0.002187694967613022,False,-0.002187694967613022,modeled_qpu,0.9365884385195838,0.0,300.0
abilene_trace,abilene_routing,12,12,555,qaoa,stressed,585,6.3924901445299,6.3924901445299,True,0.023312165983952582,122,300.0,0.0002233162148965969,0.0029684105828921246,44.625600000000006,0.0,0.009965620079489576,False,-0.009965620079489576,modeled_qpu,0.9365884385195838,0.0,300.0
abilene_trace,abilene_routing,12,12,625,exact,local,585,6.415341187464881,6.415341187464881,True,1.0665971785783768e-05,4096,300.0,0.00035407977332961447,,1.0665971785783768e-05,0.0,3.7766048722503795e-09,False,-3.7766048722503795e-09,measured_local,0.9524043886848707,0.0,300.0
abilene_trace,abilene_routing,12,12,625,local_search,local,1097,6.415341187464881,6.415341187464881,True,0.00018816697411239147,1452,300.0,0.00035407977332961447,,0.00018816697411239147,0.0,6.662611954183501e-08,False,-6.662611954183501e-08,measured_local,0.9524043886848707,0.0,300.0
abilene_trace,abilene_routing,12,12,625,annealing,local,2185,10.087219411761529,6.415341187464881,True,0.00102154107298702,960,300.0,0.00035407977332961447,,0.00102154107298702,0.4951731999201471,3.617070315701352e-07,False,-0.4951735616271786,measured_local,0.9524043886848707,0.0,300.0
abilene_trace,abilene_routing,12,12,625,mean_field,local,585,6.415341187464881,6.415341187464881,True,0.008169083041138947,97,300.0,0.00035407977332961447,,0.008169083041138947,0.0,2.892507071517276e-06,False,-2.892507071517276e-06,measured_local,0.9524043886848707,0.0,300.0
abilene_trace,abilene_routing,12,12,625,qaoa,optimistic,1097,6.415341187464881,6.415341187464881,True,0.019441667012870312,99,300.0,0.00035407977332961447,0.0019727265045330214,1.27126,0.0,0.0004501274526430057,False,-0.0004501274526430057,modeled_qpu,0.9524043886848707,0.0,300.0
abilene_trace,abilene_routing,12,12,625,qaoa,nominal,1097,6.415341187464881,6.415341187464881,True,0.019441667012870312,99,300.0,0.00035407977332961447,0.0019727265045330214,8.043800000000001,0.0,0.002848146880708753,False,-0.002848146880708753,modeled_qpu,0.9524043886848707,0.0,300.0
abilene_trace,abilene_routing,12,12,625,qaoa,stressed,1097,6.415341187464881,6.415341187464881,True,0.019441667012870312,99,300.0,0.00035407977332961447,0.0019727265045330214,37.1552,0.0,0.013155904794016491,False,-0.013155904794016491,modeled_qpu,0.9524043886848707,0.0,300.0
abilene_trace,abilene_routing,12,12,694,exact,local,585,8.442137631475541,8.442137631475541,True,1.0375049896538258e-05,4096,300.0,0.0006187654630839128,,1.0375049896538258e-05,0.0,6.419722553750196e-09,False,-6.419722553750196e-09,measured_local,0.8480799429739947,0.0,300.0
abilene_trace,abilene_routing,12,12,694,local_search,local,1097,8.442137631475541,8.442137631475541,True,0.00017183390446007252,1296,300.0,0.0006187654630839128,,0.00017183390446007252,0.0,1.0632488546675359e-07,False,-1.0632488546675359e-07,measured_local,0.8480799429739947,0.0,300.0
abilene_trace,abilene_routing,12,12,694,annealing,local,649,8.442137631475541,8.442137631475541,True,0.0010145420674234629,960,300.0,0.0006187654630839128,,0.0010145420674234629,0.0,6.277635921673893e-07,False,-6.277635921673893e-07,measured_local,0.8480799429739947,0.0,300.0
abilene_trace,abilene_routing,12,12,694,mean_field,local,585,8.442137631475541,8.442137631475541,True,0.010494292015209794,122,300.0,0.0006187654630839128,,0.010494292015209794,0.0,6.4935054585290964e-06,False,-6.4935054585290964e-06,measured_local,0.8480799429739947,0.0,300.0
abilene_trace,abilene_routing,12,12,694,qaoa,optimistic,649,8.442137631475541,8.442137631475541,True,0.02160658303182572,104,300.0,0.0006187654630839128,0.005837640502792201,1.3349600000000001,0.0,0.0008260271425985003,False,-0.0008260271425985003,modeled_qpu,0.8480799429739947,0.0,300.0
abilene_trace,abilene_routing,12,12,694,qaoa,nominal,649,8.442137631475541,8.442137631475541,True,0.02160658303182572,104,300.0,0.0006187654630839128,0.005837640502792201,8.424800000000001,0.0,0.005212975273389349,False,-0.005212975273389349,modeled_qpu,0.8480799429739947,0.0,300.0
abilene_trace,abilene_routing,12,12,694,qaoa,stressed,649,8.442137631475541,8.442137631475541,True,0.02160658303182572,104,300.0,0.0006187654630839128,0.005837640502792201,38.7792,0.0,0.023995229646023672,False,-0.023995229646023672,modeled_qpu,0.8480799429739947,0.0,300.0
abilene_trace,abilene_routing,12,12,763,exact,local,585,7.064881517649861,7.064881517649861,True,1.0875053703784943e-05,4096,300.0,0.00026233888675148136,,1.0875053703784943e-05,0.0,2.852949482013516e-09,False,-2.852949482013516e-09,measured_local,0.9806224798227507,0.0,300.0
abilene_trace,abilene_routing,12,12,763,local_search,local,649,7.064881517649861,7.064881517649861,True,0.0001769589725881815,1320,300.0,0.00026233888675148136,,0.0001769589725881815,0.0,4.642321986946944e-08,False,-4.642321986946944e-08,measured_local,0.9806224798227507,0.0,300.0
abilene_trace,abilene_routing,12,12,763,annealing,local,593,10.111946648861538,7.064881517649861,True,0.001131832948885858,960,300.0,0.00026233888675148136,,0.001131832948885858,0.3778189579776497,2.969237957993623e-07,False,-0.37781925490144547,measured_local,0.9806224798227507,0.0,300.0
abilene_trace,abilene_routing,12,12,763,mean_field,local,585,7.064881517649861,7.064881517649861,True,0.008848999976180494,102,300.0,0.00026233888675148136,,0.008848999976180494,0.0,2.3214368026150757e-06,False,-2.3214368026150757e-06,measured_local,0.9806224798227507,0.0,300.0
abilene_trace,abilene_routing,12,12,763,qaoa,optimistic,657,10.111946648861538,7.064881517649861,True,0.022024375037290156,112,300.0,0.00026233888675148136,0.00383541834040143,1.4368800000000002,0.3778189579776497,0.0003769494995954686,False,-0.3781959074772452,modeled_qpu,0.9806224798227507,0.0,300.0
abilene_trace,abilene_routing,12,12,763,qaoa,nominal,657,10.111946648861538,7.064881517649861,True,0.022024375037290156,112,300.0,0.00026233888675148136,0.00383541834040143,9.0344,0.3778189579776497,0.002370074438467583,False,-0.3801890324161173,modeled_qpu,0.9806224798227507,0.0,300.0
abilene_trace,abilene_routing,12,12,763,qaoa,stressed,657,10.111946648861538,7.064881517649861,True,0.022024375037290156,112,300.0,0.00026233888675148136,0.00383541834040143,41.3776,0.3778189579776497,0.010854953520448095,False,-0.38867391149809777,modeled_qpu,0.9806224798227507,0.0,300.0
abilene_trace,abilene_routing,12,12,833,exact,local,585,7.199605529391352,7.199605529391352,True,1.2375065125524998e-05,4096,300.0,0.00025859064086039595,,1.2375065125524998e-05,0.0,3.2000760214986453e-09,False,-3.2000760214986453e-09,measured_local,0.9202755433126127,0.0,300.0
abilene_trace,abilene_routing,12,12,833,local_search,local,1097,7.199605529391352,7.199605529391352,True,0.00017083401326090097,1176,300.0,0.00025859064086039595,,0.00017083401326090097,0.0,4.4176076969889765e-08,False,-4.4176076969889765e-08,measured_local,0.9202755433126127,0.0,300.0
abilene_trace,abilene_routing,12,12,833,annealing,local,2121,8.138823439374288,7.199605529391352,True,0.0010463331127539277,960,300.0,0.00025859064086039595,,0.0010463331127539277,0.11454427979691524,2.705719501804911e-07,False,-0.11454455036886542,measured_local,0.9202755433126127,0.0,300.0
abilene_trace,abilene_routing,12,12,833,mean_field,local,585,7.199605529391352,7.199605529391352,True,0.011658416944555938,134,300.0,0.00025859064086039595,,0.011658416944555938,0.0,3.0147575091104195e-06,False,-3.0147575091104195e-06,measured_local,0.9202755433126127,0.0,300.0
abilene_trace,abilene_routing,12,12,833,qaoa,optimistic,1097,7.199605529391352,7.199605529391352,True,0.02372787508647889,117,300.0,0.00025859064086039595,0.0027453937080008134,1.5005800000000002,0.0,0.000388035943862293,False,-0.000388035943862293,modeled_qpu,0.9202755433126127,0.0,300.0
abilene_trace,abilene_routing,12,12,833,qaoa,nominal,1097,7.199605529391352,7.199605529391352,True,0.02372787508647889,117,300.0,0.00025859064086039595,0.0027453937080008134,9.4154,0.0,0.002434734319956972,False,-0.002434734319956972,modeled_qpu,0.9202755433126127,0.0,300.0
abilene_trace,abilene_routing,12,12,833,qaoa,stressed,1097,7.199605529391352,7.199605529391352,True,0.02372787508647889,117,300.0,0.00025859064086039595,0.0027453937080008134,43.0016,0.0,0.011119811302022404,False,-0.011119811302022404,modeled_qpu,0.9202755433126127,0.0,300.0
abilene_trace,abilene_routing,12,12,902,exact,local,585,5.140074106179602,5.140074106179602,True,9.958050213754177e-06,4096,300.0,0.00012283244419180272,,9.958050213754177e-06,0.0,1.223171647140129e-09,False,-1.223171647140129e-09,measured_local,0.9580972049281762,0.0,300.0
abilene_trace,abilene_routing,12,12,902,local_search,local,585,5.140074106179602,5.140074106179602,True,0.00017204193864017725,1320,300.0,0.00012283244419180272,,0.00017204193864017725,0.0,2.113233182666912e-08,False,-2.113233182666912e-08,measured_local,0.9580972049281762,0.0,300.0
abilene_trace,abilene_routing,12,12,902,annealing,local,585,5.140074106179602,5.140074106179602,True,0.0010701660066843033,960,300.0,0.00012283244419180272,,0.0010701660066843033,0.0,1.3145110629201404e-07,False,-1.3145110629201404e-07,measured_local,0.9580972049281762,0.0,300.0
abilene_trace,abilene_routing,12,12,902,mean_field,local,585,5.140074106179602,5.140074106179602,True,0.008353957906365395,97,300.0,0.00012283244419180272,,0.008353957906365395,0.0,1.0261370683142965e-06,False,-1.0261370683142965e-06,measured_local,0.9580972049281762,0.0,300.0
abilene_trace,abilene_routing,12,12,902,qaoa,optimistic,585,5.140074106179602,5.140074106179602,True,0.0198756669415161,106,300.0,0.00012283244419180272,0.001548178708559592,1.36044,0.0,0.0001671061703762961,False,-0.0001671061703762961,modeled_qpu,0.9580972049281762,0.0,300.0
abilene_trace,abilene_routing,12,12,902,qaoa,nominal,585,5.140074106179602,5.140074106179602,True,0.0198756669415161,106,300.0,0.00012283244419180272,0.001548178708559592,8.577200000000001,0.0,0.0010535584403219304,False,-0.0010535584403219304,modeled_qpu,0.9580972049281762,0.0,300.0
abilene_trace,abilene_routing,12,12,902,qaoa,stressed,585,5.140074106179602,5.140074106179602,True,0.0198756669415161,106,300.0,0.00012283244419180272,0.001548178708559592,39.4288,0.0,0.004843135875549751,False,-0.004843135875549751,modeled_qpu,0.9580972049281762,0.0,300.0
abilene_trace,abilene_routing,12,12,972,exact,local,585,6.9962607694105445,6.9962607694105445,True,1.066701952368021e-05,4096,300.0,0.00023419454646876858,,1.066701952368021e-05,0.0,2.4981577995217867e-09,False,-2.4981577995217867e-09,measured_local,0.8275467416033659,0.0,300.0
