experiment,task,size_label,n_vars,seed,algorithm,profile,solution,cost,optimum,feasible,runtime_s,evals,deadline_s,volatility,success_prob,delay_s,gap,staleness_loss,deadline_miss,utility,timing_evidence
hardness,channel,14,14,30001,qaoa,optimistic,1896,3.6827484504286185,3.5960360042721056,True,0.08235587505623698,124,0.1301072317032642,0.07127237100167937,0.002456186385439338,1.5897600000000003,0.01886679000684765,0.11330596452362982,True,-2.1321727545304774,modeled_qpu
hardness,channel,14,14,30001,qaoa,nominal,1896,3.6827484504286185,3.5960360042721056,True,0.08235587505623698,124,0.1301072317032642,0.07127237100167937,0.002456186385439338,9.9488,0.01886679000684765,0.7090745646215078,True,-2.7279413546283555,modeled_qpu
hardness,channel,14,14,30001,qaoa,stressed,1896,3.6827484504286185,3.5960360042721056,True,0.08235587505623698,124,0.1301072317032642,0.07127237100167937,0.002456186385439338,45.275200000000005,0.01886679000684765,3.226870851575234,True,-5.245737641582082,modeled_qpu
hardness,channel,14,14,30002,exact,local,6203,3.1475574408638494,3.1475574408638494,True,1.8999911844730377e-05,16384,0.4427003241672982,0.05428783482313461,,1.8999911844730377e-05,0.0,1.0314640758808414e-06,False,-1.0314640758808414e-06,measured_local
hardness,channel,14,14,30002,local_search,local,6203,3.1475574408638494,3.1475574408638494,True,0.00019050005357712507,1722,0.4427003241672982,0.05428783482313461,,0.00019050005357712507,0.0,1.0341835442393259e-05,False,-1.0341835442393259e-05,measured_local
hardness,channel,14,14,30002,annealing,local,10068,3.234263843020806,3.1475574408638494,True,0.0011132500367239118,960,0.4427003241672982,0.05428783482313461,,0.0011132500367239118,0.020905413220485128,6.043593411051626e-05,False,-0.020965849154595644,measured_local
hardness,channel,14,14,30002,mean_field,local,10068,3.234263843020806,3.1475574408638494,True,0.02638004196342081,100,0.4427003241672982,0.05428783482313461,,0.02638004196342081,0.020905413220485128,0.0014321153607375484,False,-0.022337528581222676,measured_local
hardness,channel,14,14,30002,qaoa,optimistic,6203,3.1475574408638494,3.1475574408638494,True,0.08229029201902449,125,0.4427003241672982,0.05428783482313461,0.0030536015319225607,1.6025000000000003,0.0,0.08699625530407322,True,-2.086996255304073,modeled_qpu
hardness,channel,14,14,30002,qaoa,nominal,6203,3.1475574408638494,3.1475574408638494,True,0.08229029201902449,125,0.4427003241672982,0.05428783482313461,0.0030536015319225607,10.025,0.0,0.5442355441019244,True,-2.5442355441019244,modeled_qpu
hardness,channel,14,14,30002,qaoa,stressed,6203,3.1475574408638494,3.1475574408638494,True,0.08229029201902449,125,0.4427003241672982,0.05428783482313461,0.0030536015319225607,45.6,0.0,2.4755252679349384,True,-4.475525267934938,modeled_qpu
hardness,channel,14,14,30003,exact,local,3449,4.749468555858133,4.749468555858133,True,1.9750092178583145e-05,16384,0.08324710026583527,0.02859081771245937,,1.9750092178583145e-05,0.0,5.646712852821403e-07,False,-5.646712852821403e-07,measured_local
hardness,channel,14,14,30003,local_search,local,3449,4.749468555858133,4.749468555858133,True,0.0002003329573199153,1792,0.08324710026583527,0.02859081771245937,,0.0002003329573199153,0.0,5.727683064531601e-06,False,-5.727683064531601e-06,measured_local
hardness,channel,14,14,30003,annealing,local,12934,4.749468555858133,4.749468555858133,True,0.0011188749922439456,960,0.08324710026583527,0.02859081771245937,,0.0011188749922439456,0.0,3.198955094627604e-05,False,-3.198955094627604e-05,measured_local
hardness,channel,14,14,30003,mean_field,local,3449,4.749468555858133,4.749468555858133,True,0.029870540951378644,113,0.08324710026583527,0.02859081771245937,,0.029870540951378644,0.0,0.0008540231913134195,False,-0.0008540231913134195,measured_local
hardness,channel,14,14,30003,qaoa,optimistic,12934,4.749468555858133,4.749468555858133,True,0.08199545799288899,126,0.08324710026583527,0.02859081771245937,0.0019460068296050818,1.6152400000000002,0.0,0.04618103240187288,True,-2.046181032401873,modeled_qpu
hardness,channel,14,14,30003,qaoa,nominal,12934,4.749468555858133,4.749468555858133,True,0.08199545799288899,126,0.08324710026583527,0.02859081771245937,0.0019460068296050818,10.1012,0.0,0.2888015678770946,True,-2.2888015678770945,modeled_qpu
hardness,channel,14,14,30003,qaoa,stressed,12934,4.749468555858133,4.749468555858133,True,0.08199545799288899,126,0.08324710026583527,0.02859081771245937,0.0019460068296050818,45.924800000000005,0.0,1.3130275852811542,True,-3.313027585281154,modeled_qpu
hardness,channel,14,14,30004,exact,local,5810,3.404241841988657,3.404241841988657,True,2.1000043489038944e-05,16384,0.3719870507742347,0.06742795384692556,,2.1000043489038944e-05,0.0,1.4159899631623474e-06,False,-1.4159899631623474e-06,measured_local
hardness,channel,14,14,30004,local_search,local,5810,3.404241841988657,3.404241841988657,True,0.00032683403696864843,1876,0.3719870507742347,0.06742795384692556,,0.00032683403696864843,0.0,2.2037750360326387e-05,False,-2.2037750360326387e-05,measured_local
hardness,channel,14,14,30004,annealing,local,5810,3.404241841988657,3.404241841988657,True,0.0011664589401334524,960,0.3719870507742347,0.06742795384692556,,0.0011664589401334524,0.0,7.865193957965214e-05,False,-7.865193957965214e-05,measured_local
hardness,channel,14,14,30004,mean_field,local,7237,3.6579024071244444,3.404241841988657,True,0.028505874914117157,109,0.3719870507742347,0.06742795384692556,,0.028505874914117157,0.05759460407406955,0.0019220928180753247,False,-0.05951669689214487,measured_local
hardness,channel,14,14,30004,qaoa,optimistic,10573,3.404241841988657,3.404241841988657,True,0.08233654091600329,124,0.3719870507742347,0.06742795384692556,0.0024859512714602958,1.5897600000000003,0.0,0.1071942639076884,True,-2.1071942639076884,modeled_qpu
hardness,channel,14,14,30004,qaoa,nominal,10573,3.404241841988657,3.404241841988657,True,0.08233654091600329,124,0.3719870507742347,0.06742795384692556,0.0024859512714602958,9.9488,0.0,0.670827227232293,True,-2.670827227232293,modeled_qpu
hardness,channel,14,14,30004,qaoa,stressed,10573,3.404241841988657,3.404241841988657,True,0.08233654091600329,124,0.3719870507742347,0.06742795384692556,0.0024859512714602958,45.275200000000005,0.0,3.0528140960103243,True,-5.052814096010325,modeled_qpu
hardness,channel,14,14,30005,exact,local,1851,2.1313233902727458,2.1313233902727458,True,1.9999919459223747e-05,16384,0.2026222853613311,0.013926230957049165,,1.9999919459223747e-05,0.0,2.7852349751153173e-07,False,-2.7852349751153173e-07,measured_local
hardness,channel,14,14,30005,local_search,local,14532,2.1313233902727458,2.1313233902727458,True,0.0002108339685946703,1834,0.2026222853613311,0.013926230957049165,,0.0002108339685946703,0.0,2.936122540240629e-06,False,-2.936122540240629e-06,measured_local
hardness,channel,14,14,30005,annealing,local,9095,4.224171374866783,2.1313233902727458,True,0.001098749926313758,960,0.2026222853613311,0.013926230957049165,,0.001098749926313758,0.6683589408539963,1.5301445237886146e-05,False,-0.6683742422992341,measured_local
hardness,channel,14,14,30005,mean_field,local,1851,2.1313233902727458,2.1313233902727458,True,0.028487624949775636,107,0.2026222853613311,0.013926230957049165,,0.028487624949775636,0.0,0.0003967252444683716,False,-0.0003967252444683716,measured_local
hardness,channel,14,14,30005,qaoa,optimistic,1851,2.1313233902727458,2.1313233902727458,True,0.08504966599866748,128,0.2026222853613311,0.013926230957049165,0.0045874027478061885,1.6407200000000002,0.0,0.02284904565584971,True,-2.0228490456558497,modeled_qpu
hardness,channel,14,14,30005,qaoa,nominal,1851,2.1313233902727458,2.1313233902727458,True,0.08504966599866748,128,0.2026222853613311,0.013926230957049165,0.0045874027478061885,10.2536,0.0,0.14279400174119933,True,-2.1427940017411995,modeled_qpu
hardness,channel,14,14,30005,qaoa,stressed,1851,2.1313233902727458,2.1313233902727458,True,0.08504966599866748,128,0.2026222853613311,0.013926230957049165,0.0045874027478061885,46.574400000000004,0.0,0.6486058510859907,True,-2.648605851085991,modeled_qpu
hardness,channel,14,14,30006,exact,local,5800,6.373418464243877,6.373418464243877,True,1.8457998521625996e-05,16384,0.21011869267895794,0.034317333479880086,,1.8457998521625996e-05,0.0,6.334292906377729e-07,False,-6.334292906377729e-07,measured_local
hardness,channel,14,14,30006,local_search,local,10583,6.373418464243877,6.373418464243877,True,0.00019004091154783964,1736,0.21011869267895794,0.034317333479880086,,0.00019004091154783964,0.0,6.521697336407607e-06,False,-6.521697336407607e-06,measured_local
hardness,channel,14,14,30006,annealing,local,5173,6.597576545674096,6.373418464243877,True,0.0011186670744791627,960,0.21011869267895794,0.034317333479880086,,0.0011186670744791627,0.030400835449287886,3.838967104786328e-05,False,-0.03043922512033575,measured_local
hardness,channel,14,14,30006,mean_field,local,5800,6.373418464243877,6.373418464243877,True,0.029640124994330108,111,0.21011869267895794,0.034317333479880086,,0.029640124994330108,0.0,0.0010171700538157552,False,-0.0010171700538157552,measured_local
hardness,channel,14,14,30006,qaoa,optimistic,10583,6.373418464243877,6.373418464243877,True,0.0816869589034468,123,0.21011869267895794,0.034317333479880086,0.004397818839683728,1.57702,0.0,0.054119121244440495,True,-2.0541191212444403,modeled_qpu
hardness,channel,14,14,30006,qaoa,nominal,10583,6.373418464243877,6.373418464243877,True,0.0816869589034468,123,0.21011869267895794,0.034317333479880086,0.004397818839683728,9.8726,0.0,0.33880130651346413,True,-2.338801306513464,modeled_qpu
hardness,channel,14,14,30006,qaoa,stressed,10583,6.373418464243877,6.373418464243877,True,0.0816869589034468,123,0.21011869267895794,0.034317333479880086,0.004397818839683728,44.9504,0.0,1.5425778668540018,True,-3.5425778668540016,modeled_qpu
hardness,channel,14,14,30007,exact,local,935,7.498003965387911,7.498003965387911,True,2.0417035557329655e-05,16384,0.23926328902452376,0.027378528814968883,,2.0417035557329655e-05,0.0,5.589883963225942e-07,False,-5.589883963225942e-07,measured_local
hardness,channel,14,14,30007,local_search,local,935,7.498003965387911,7.498003965387911,True,0.000216167070902884,1904,0.23926328902452376,0.027378528814968883,,0.000216167070902884,0.0,5.9183363795620314e-06,False,-5.9183363795620314e-06,measured_local
hardness,channel,14,14,30007,annealing,local,15400,8.086243412904262,7.498003965387911,True,0.0011141669237986207,960,0.23926328902452376,0.027378528814968883,,0.0011141669237986207,0.06922089586121996,3.0504251227905776e-05,False,-0.06925140011244786,measured_local
hardness,channel,14,14,30007,mean_field,local,11357,7.956579219814378,7.498003965387911,True,0.026502792024984956,101,0.23926328902452376,0.027378528814968883,,0.026502792024984956,0.053962701864370625,0.0007256074551331782,False,-0.0546883093195038,measured_local
hardness,channel,14,14,30007,qaoa,optimistic,935,7.498003965387911,7.498003965387911,True,0.08034462505020201,123,0.23926328902452376,0.027378528814968883,0.0019119081658784925,1.57702,0.0,0.04317648751178223,True,-2.0431764875117824,modeled_qpu
hardness,channel,14,14,30007,qaoa,nominal,935,7.498003965387911,7.498003965387911,True,0.08034462505020201,123,0.23926328902452376,0.027378528814968883,0.0019119081658784925,9.8726,0.0,0.2702972635786618,True,-2.270297263578662,modeled_qpu
hardness,channel,14,14,30007,qaoa,stressed,935,7.498003965387911,7.498003965387911,True,0.08034462505020201,123,0.23926328902452376,0.027378528814968883,0.0019119081658784925,44.9504,0.0,1.2306758216443774,True,-3.230675821644377,modeled_qpu
hardness,channel,14,14,30008,exact,local,619,5.2360485715825735,5.2360485715825735,True,1.9749975763261318e-05,16384,0.30163039983302,0.012789252710569151,,1.9749975763261318e-05,0.0,2.5258743106396487e-07,False,-2.5258743106396487e-07,measured_local
hardness,channel,14,14,30008,local_search,local,15764,5.2360485715825735,5.2360485715825735,True,0.00021766603458672762,2072,0.30163039983302,0.012789252710569151,,0.00021766603458672762,0.0,2.783785922837145e-06,False,-2.783785922837145e-06,measured_local
hardness,channel,14,14,30008,annealing,local,4715,5.543354844304117,5.2360485715825735,True,0.0011555840028449893,960,0.30163039983302,0.012789252710569151,,0.0011555840028449893,0.049279005638590785,1.4779055840675629e-05,False,-0.049293784694431464,measured_local
hardness,channel,14,14,30008,mean_field,local,15760,5.261681854154276,5.2360485715825735,True,0.03246599994599819,125,0.30163039983302,0.012789252710569151,,0.03246599994599819,0.004110500788674403,0.0004152158778106953,False,-0.004525716666485099,measured_local
hardness,channel,14,14,30008,qaoa,optimistic,15764,5.2360485715825735,5.2360485715825735,True,0.08218050003051758,122,0.30163039983302,0.012789252710569151,0.0025095052723790147,1.5642800000000001,0.0,0.020005972230089115,True,-2.020005972230089,modeled_qpu
hardness,channel,14,14,30008,qaoa,nominal,15764,5.2360485715825735,5.2360485715825735,True,0.08218050003051758,122,0.30163039983302,0.012789252710569151,0.0025095052723790147,9.7964,0.0,0.12528863525381964,True,-2.1252886352538196,modeled_qpu
hardness,channel,14,14,30008,qaoa,stressed,15764,5.2360485715825735,5.2360485715825735,True,0.08218050003051758,122,0.30163039983302,0.012789252710569151,0.0025095052723790147,44.625600000000006,0.0,0.5707280757607748,True,-2.570728075760775,modeled_qpu
hardness,channel,14,14,30009,exact,local,6083,4.088888919674632,4.088888919674632,True,1.8457998521625996e-05,16384,0.33861572835816484,0.060273008383422665,,1.8457998521625996e-05,0.0,1.1125190996351668e-06,False,-1.1125190996351668e-06,measured_local
hardness,channel,14,14,30009,local_search,local,10300,4.088888919674632,4.088888919674632,True,0.00021049997303634882,1918,0.33861572835816484,0.060273008383422665,,0.00021049997303634882,0.0,1.2687466639530098e-05,False,-1.2687466639530098e-05,measured_local
hardness,channel,14,14,30009,annealing,local,10300,4.088888919674632,4.088888919674632,True,0.0011219580192118883,960,0.33861572835816484,0.060273008383422665,,0.0011219580192118883,0.0,6.762378509780643e-05,False,-6.762378509780643e-05,measured_local
hardness,channel,14,14,30009,mean_field,local,6083,4.088888919674632,4.088888919674632,True,0.028089249972254038,107,0.33861572835816484,0.060273008383422665,,0.028089249972254038,0.0,0.0016930235990617224,False,-0.0016930235990617224,measured_local
hardness,channel,14,14,30009,qaoa,optimistic,10300,4.088888919674632,4.088888919674632,True,0.0761972499312833,116,0.33861572835816484,0.060273008383422665,0.0019549234265873955,1.48784,0.0,0.08967659279319158,True,-2.0896765927931917,modeled_qpu
hardness,channel,14,14,30009,qaoa,nominal,10300,4.088888919674632,4.088888919674632,True,0.0761972499312833,116,0.33861572835816484,0.060273008383422665,0.0019549234265873955,9.3392,0.0,0.5629016798944609,True,-2.562901679894461,modeled_qpu
hardness,channel,14,14,30009,qaoa,stressed,10300,4.088888919674632,4.088888919674632,True,0.0761972499312833,116,0.33861572835816484,0.060273008383422665,0.0019549234265873955,42.67680000000001,0.0,2.572259124177653,True,-4.572259124177653,modeled_qpu
hardness,channel,16,16,30000,exact,local,7126,5.373259603350116,5.373259603350116,True,5.8957957662642e-05,65536,0.18183459900837973,0.07416631651485786,,5.8957957662642e-05,0.0,4.372694549077096e-06,False,-4.372694549077096e-06,measured_local
hardness,channel,16,16,30000,local_search,local,58409,5.373259603350116,5.373259603350116,True,0.0002512499922886491,2464,0.18183459900837973,0.07416631651485786,,0.0002512499922886491,0.0,1.8634286452435544e-05,False,-1.8634286452435544e-05,measured_local
hardness,channel,16,16,30000,annealing,local,58537,5.491599021830048,5.373259603350116,True,0.0012201250065118074,960,0.18183459900837973,0.07416631651485786,,0.0012201250065118074,0.01856811519457436,9.049217742064771e-05,False,-0.01865860737199501,measured_local
hardness,channel,16,16,30000,mean_field,local,7126,5.373259603350116,5.373259603350116,True,0.12865379196591675,130,0.18183459900837973,0.07416631651485786,,0.12865379196591675,0.0,0.009541777855780859,False,-0.009541777855780859,measured_local
hardness,channel,16,16,30000,qaoa,optimistic,58409,5.373259603350116,5.373259603350116,True,0.315142042003572,123,0.18183459900837973,0.07416631651485786,0.0017272873129302875,1.57702,0.0,0.11696176447026115,True,-2.116961764470261,modeled_qpu
hardness,channel,16,16,30000,qaoa,nominal,58409,5.373259603350116,5.373259603350116,True,0.315142042003572,123,0.18183459900837973,0.07416631651485786,0.0017272873129302875,9.8726,0.0,0.7322143764245858,True,-2.7322143764245856,modeled_qpu
hardness,channel,16,16,30000,qaoa,stressed,58409,5.373259603350116,5.373259603350116,True,0.315142042003572,123,0.18183459900837973,0.07416631651485786,0.0017272873129302875,44.9504,0.0,3.333805593869467,True,-5.333805593869467,modeled_qpu
hardness,channel,16,16,30001,exact,local,17757,6.135263874108104,6.135263874108104,True,6.337498780339956e-05,65536,0.18741933968625252,0.01358604508948034,,6.337498780339956e-05,0.0,8.61015441842253e-07,False,-8.61015441842253e-07,measured_local
hardness,channel,16,16,30001,local_search,local,47778,6.135263874108104,6.135263874108104,True,0.0002184590557590127,2176,0.18741933968625252,0.01358604508948034,,0.0002184590557590127,0.0,2.967994581747246e-06,False,-2.967994581747246e-06,measured_local
hardness,channel,16,16,30001,annealing,local,17781,6.322224094355187,6.135263874108104,True,0.0011907919542863965,960,0.18741933968625252,0.01358604508948034,,0.0011907919542863965,0.02620228537384716,1.6178153183125394e-05,False,-0.026218463527030285,measured_local
hardness,channel,16,16,30001,mean_field,local,29017,6.8154520263398926,6.135263874108104,True,0.10147004202008247,103,0.18741933968625252,0.01358604508948034,,0.10147004202008247,0.09532768012967294,0.0013785765661163052,False,-0.09670625669578924,measured_local
hardness,channel,16,16,30001,qaoa,optimistic,47778,6.135263874108104,6.135263874108104,True,0.32335045805666596,126,0.18741933968625252,0.01358604508948034,0.0012767104627746844,1.6152400000000002,0.0,0.021944723470332227,True,-2.021944723470332,modeled_qpu
hardness,channel,16,16,30001,qaoa,nominal,47778,6.135263874108104,6.135263874108104,True,0.32335045805666596,126,0.18741933968625252,0.01358604508948034,0.0012767104627746844,10.1012,0.0,0.13723535865785882,True,-2.137235358657859,modeled_qpu
hardness,channel,16,16,30001,qaoa,stressed,47778,6.135263874108104,6.135263874108104,True,0.32335045805666596,126,0.18741933968625252,0.01358604508948034,0.0012767104627746844,45.924800000000005,0.0,0.6239364035253667,True,-2.6239364035253665,modeled_qpu
hardness,channel,16,16,30002,exact,local,20781,7.469645651216682,7.469645651216682,True,5.970802158117294e-05,65536,0.07886920425660876,0.025977705492888123,,5.970802158117294e-05,0.0,1.551077400198719e-06,False,-1.551077400198719e-06,measured_local
hardness,channel,16,16,30002,local_search,local,20781,7.469645651216682,7.469645651216682,True,0.0002229160163551569,2304,0.07886920425660876,0.025977705492888123,,0.0002229160163551569,0.0,5.790846622522098e-06,False,-5.790846622522098e-06,measured_local
hardness,channel,16,16,30002,annealing,local,13914,8.856812020571834,7.469645651216682,True,0.0011957089882344007,960,0.07886920425660876,0.025977705492888123,,0.0011957089882344007,0.16378092147879672,3.106177595155249e-05,False,-0.16381198325474827,measured_local
hardness,channel,16,16,30002,mean_field,local,44754,7.469645651216682,7.469645651216682,True,0.10692145803477615,108,0.07886920425660876,0.025977705492888123,,0.10692145803477615,0.0,0.002777574147697611,True,-2.0027775741476974,measured_local
hardness,channel,16,16,30002,qaoa,optimistic,44754,7.469645651216682,7.469645651216682,True,0.31732775003183633,123,0.07886920425660876,0.025977705492888123,0.0008119254009549176,1.57702,0.0,0.04096736111639443,True,-2.0409673611163943,modeled_qpu
hardness,channel,16,16,30002,qaoa,nominal,44754,7.469645651216682,7.469645651216682,True,0.31732775003183633,123,0.07886920425660876,0.025977705492888123,0.0008119254009549176,9.8726,0.0,0.2564674952490873,True,-2.2564674952490873,modeled_qpu
hardness,channel,16,16,30002,qaoa,stressed,44754,7.469645651216682,7.469645651216682,True,0.31732775003183633,123,0.07886920425660876,0.025977705492888123,0.0008119254009549176,44.9504,0.0,1.1677082529875182,True,-3.1677082529875182,modeled_qpu
hardness,channel,16,16,30003,exact,local,7323,3.9526352257884754,3.9526352257884754,True,5.8125006034970284e-05,65536,0.06307249207863055,0.06701865335820059,,5.8125006034970284e-05,0.0,3.895459630900991e-06,False,-3.895459630900991e-06,measured_local
hardness,channel,16,16,30003,local_search,local,7323,3.9526352257884754,3.9526352257884754,True,0.000263832975178957,2832,0.06307249207863055,0.06701865335820059,,0.000263832975178957,0.0,1.768173070798126e-05,False,-1.768173070798126e-05,measured_local
hardness,channel,16,16,30003,annealing,local,7323,3.9526352257884754,3.9526352257884754,True,0.001144208014011383,960,0.06307249207863055,0.06701865335820059,,0.001144208014011383,0.0,7.6683280260704e-05,False,-7.6683280260704e-05,measured_local
hardness,channel,16,16,30003,mean_field,local,58212,3.9526352257884754,3.9526352257884754,True,0.1113702500006184,113,0.06307249207863055,0.06701865335820059,,0.1113702500006184,0.0,0.007463884179207583,True,-2.0074638841792076,measured_local
hardness,channel,16,16,30003,qaoa,optimistic,7323,3.9526352257884754,3.9526352257884754,True,0.32019091700203717,125,0.06307249207863055,0.06701865335820059,0.0012714140570364806,1.6025000000000003,0.0,0.10739739200651646,True,-2.1073973920065163,modeled_qpu
hardness,channel,16,16,30003,qaoa,nominal,7323,3.9526352257884754,3.9526352257884754,True,0.32019091700203717,125,0.06307249207863055,0.06701865335820059,0.0012714140570364806,10.025,0.0,0.671861999915961,True,-2.671861999915961,modeled_qpu
hardness,channel,16,16,30003,qaoa,stressed,7323,3.9526352257884754,3.9526352257884754,True,0.32019091700203717,125,0.06307249207863055,0.06701865335820059,0.0012714140570364806,45.6,0.0,3.0560505931339472,True,-5.056050593133947,modeled_qpu
hardness,channel,16,16,30004,exact,local,15001,5.58370330860317,5.58370330860317,True,5.970802158117294e-05,65536,0.09434929032659918,0.059859113175347485,,5.970802158117294e-05,0.0,3.5740692213035214e-06,False,-3.5740692213035214e-06,measured_local
hardness,channel,16,16,30004,local_search,local,15001,5.58370330860317,5.58370330860317,True,0.0002097919350489974,2048,0.09434929032659918,0.059859113175347485,,0.0002097919350489974,0.0,1.2557959183373084e-05,False,-1.2557959183373084e-05,measured_local
hardness,channel,16,16,30004,annealing,local,36395,5.605687163604386,5.58370330860317,True,0.0011493749916553497,960,0.09434929032659918,0.059859113175347485,,0.0011493749916553497,0.003339132091886359,6.880056770641166e-05,False,-0.003407932659592771,measured_local
hardness,channel,16,16,30004,mean_field,local,29140,5.605687163604386,5.58370330860317,True,0.10036437504459172,101,0.09434929032659918,0.059859113175347485,,0.10036437504459172,0.003339132091886359,0.006007722484567237,True,-2.0093468545764535,measured_local
hardness,channel,16,16,30004,qaoa,optimistic,15001,5.58370330860317,5.58370330860317,True,0.3276163749396801,125,0.09434929032659918,0.059859113175347485,0.0009111197174686188,1.6025000000000003,0.0,0.09592422886349436,True,-2.0959242288634945,modeled_qpu
hardness,channel,16,16,30004,qaoa,nominal,15001,5.58370330860317,5.58370330860317,True,0.3276163749396801,125,0.09434929032659918,0.059859113175347485,0.0009111197174686188,10.025,0.0,0.6000876095828586,True,-2.6000876095828587,modeled_qpu
hardness,channel,16,16,30004,qaoa,stressed,15001,5.58370330860317,5.58370330860317,True,0.3276163749396801,125,0.09434929032659918,0.059859113175347485,0.0009111197174686188,45.6,0.0,2.7295755607958454,True,-4.729575560795846,modeled_qpu
hardness,channel,16,16,30005,exact,local,16012,3.645049557116891,3.645049557116891,True,6.308406591415405e-05,65536,0.09263667221092411,0.022533149054323937,,6.308406591415405e-05,0.0,1.4214826601964293e-06,False,-1.4214826601964293e-06,measured_local
hardness,channel,16,16,30005,local_search,local,49523,3.645049557116891,3.645049557116891,True,0.0002791669685393572,2672,0.09263667221092411,0.022533149054323937,,0.0002791669685393572,0.0,6.2905109131410965e-06,False,-6.2905109131410965e-06,measured_local
hardness,channel,16,16,30005,annealing,local,16012,3.645049557116891,3.645049557116891,True,0.0011590829817578197,960,0.09263667221092411,0.022533149054323937,,0.0011590829817578197,0.0,2.6117789594279182e-05,False,-2.6117789594279182e-05,measured_local
hardness,channel,16,16,30005,mean_field,local,16012,3.645049557116891,3.645049557116891,True,0.12392216606531292,126,0.09263667221092411,0.022533149054323937,,0.12392216606531292,0.0,0.0027923566390843798,True,-2.0027923566390844,measured_local
hardness,channel,16,16,30005,qaoa,optimistic,16012,3.645049557116891,3.645049557116891,True,0.3187477079918608,125,0.09263667221092411,0.022533149054323937,0.0008270563096250793,1.6025000000000003,0.0,0.03610937135955412,True,-2.036109371359554,modeled_qpu
hardness,channel,16,16,30005,qaoa,nominal,16012,3.645049557116891,3.645049557116891,True,0.3187477079918608,125,0.09263667221092411,0.022533149054323937,0.0008270563096250793,10.025,0.0,0.22589481926959748,True,-2.2258948192695973,modeled_qpu
hardness,channel,16,16,30005,qaoa,stressed,16012,3.645049557116891,3.645049557116891,True,0.3187477079918608,125,0.09263667221092411,0.022533149054323937,0.0008270563096250793,45.6,0.0,1.0275115968771715,True,-3.0275115968771713,modeled_qpu
hardness,channel,16,16,30006,exact,local,14248,7.469225449614333,7.469225449614333,True,6.0832942835986614e-05,65536,0.17426626236401532,0.0463531861919326,,6.0832942835986614e-05,0.0,2.8198007258796798e-06,False,-2.8198007258796798e-06,measured_local
hardness,channel,16,16,30006,local_search,local,14248,7.469225449614333,7.469225449614333,True,0.00022849999368190765,2272,0.17426626236401532,0.0463531861919326,,0.00022849999368190765,0.0,1.0591702751992889e-05,False,-1.0591702751992889e-05,measured_local
hardness,channel,16,16,30006,annealing,local,52247,9.408938859481271,7.469225449614333,True,0.001225917018018663,960,0.17426626236401532,0.0463531861919326,,0.001225917018018663,0.22903079170660967,5.682515979207788e-05,False,-0.22908761686640175,measured_local
