task,size_label,n_vars,seed,algorithm,profile,shots,cost,optimum,feasible,runtime_s,evals,deadline_s,volatility,success_prob,gamma,beta,delay_s,gap,staleness_loss,deadline_miss,utility,timing_evidence
channel,6,6,17,qaoa_transfer,optimistic,256,3.324205311790928,3.324205311790928,True,2.320797648280859e-05,1,0.36469492589427205,0.05152941670352942,0.09724054951575092,3.665177284107002,1.2656995908155886,0.01506,0.0,0.0007760330155551531,False,-0.0007760330155551531,modeled_qpu
channel,6,6,17,qaoa_transfer,nominal,256,3.324205311790928,3.324205311790928,True,2.320797648280859e-05,1,0.36469492589427205,0.05152941670352942,0.09724054951575092,3.665177284107002,1.2656995908155886,0.5378000000000001,0.0,0.027712520303158125,True,-2.027712520303158,modeled_qpu
channel,6,6,17,qaoa_transfer,stressed,256,3.324205311790928,3.324205311790928,True,2.320797648280859e-05,1,0.36469492589427205,0.05152941670352942,0.09724054951575092,3.665177284107002,1.2656995908155886,5.1712,0.0,0.2664689196572913,True,-2.2664689196572914,modeled_qpu
channel,6,6,17,qaoa_transfer,optimistic,1024,3.324205311790928,3.324205311790928,True,2.320797648280859e-05,1,0.36469492589427205,0.05152941670352942,0.09724054951575092,3.665177284107002,1.2656995908155886,0.022740000000000003,0.0,0.0011717789358382592,False,-0.0011717789358382592,modeled_qpu
channel,6,6,17,qaoa_transfer,nominal,1024,3.324205311790928,3.324205311790928,True,2.320797648280859e-05,1,0.36469492589427205,0.05152941670352942,0.09724054951575092,3.665177284107002,1.2656995908155886,0.5762,0.0,0.02969124990457365,True,-2.0296912499045736,modeled_qpu
channel,6,6,17,qaoa_transfer,stressed,1024,3.324205311790928,3.324205311790928,True,2.320797648280859e-05,1,0.36469492589427205,0.05152941670352942,0.09724054951575092,3.665177284107002,1.2656995908155886,5.3248,0.0,0.2743838380629534,True,-2.2743838380629535,modeled_qpu
channel,6,6,18,qaoa_transfer,optimistic,16,2.153379216578286,2.153379216578286,True,2.191704697906971e-05,1,0.16355664281053567,0.02088300203323386,0.12759130782428404,3.665177284107002,1.2656995908155886,0.012660000000000001,0.0,0.0002643788057407407,False,-0.0002643788057407407,modeled_qpu
channel,6,6,18,qaoa_transfer,nominal,16,2.153379216578286,2.153379216578286,True,2.191704697906971e-05,1,0.16355664281053567,0.02088300203323386,0.12759130782428404,3.665177284107002,1.2656995908155886,0.5258,0.0,0.010980282469074365,True,-2.0109802824690743,modeled_qpu
channel,6,6,18,qaoa_transfer,stressed,16,2.153379216578286,2.153379216578286,True,2.191704697906971e-05,1,0.16355664281053567,0.02088300203323386,0.12759130782428404,3.665177284107002,1.2656995908155886,5.1232,0.0,0.10698779601666371,True,-2.106987796016664,modeled_qpu
channel,6,6,18,qaoa_transfer,optimistic,64,2.153379216578286,2.153379216578286,True,2.191704697906971e-05,1,0.16355664281053567,0.02088300203323386,0.12759130782428404,3.665177284107002,1.2656995908155886,0.01314,0.0,0.0002744026467166929,False,-0.0002744026467166929,modeled_qpu
channel,6,6,18,qaoa_transfer,nominal,64,2.153379216578286,2.153379216578286,True,2.191704697906971e-05,1,0.16355664281053567,0.02088300203323386,0.12759130782428404,3.665177284107002,1.2656995908155886,0.5282,0.0,0.011030401673954126,True,-2.011030401673954,modeled_qpu
channel,6,6,18,qaoa_transfer,stressed,64,2.153379216578286,2.153379216578286,True,2.191704697906971e-05,1,0.16355664281053567,0.02088300203323386,0.12759130782428404,3.665177284107002,1.2656995908155886,5.1328,0.0,0.10718827283618275,True,-2.107188272836183,modeled_qpu
channel,6,6,18,qaoa_transfer,optimistic,256,2.153379216578286,2.153379216578286,True,2.191704697906971e-05,1,0.16355664281053567,0.02088300203323386,0.12759130782428404,3.665177284107002,1.2656995908155886,0.01506,0.0,0.00031449801062050195,False,-0.00031449801062050195,modeled_qpu
channel,6,6,18,qaoa_transfer,nominal,256,2.153379216578286,2.153379216578286,True,2.191704697906971e-05,1,0.16355664281053567,0.02088300203323386,0.12759130782428404,3.665177284107002,1.2656995908155886,0.5378000000000001,0.0,0.011230878493473172,True,-2.0112308784934734,modeled_qpu
channel,6,6,18,qaoa_transfer,stressed,256,2.153379216578286,2.153379216578286,True,2.191704697906971e-05,1,0.16355664281053567,0.02088300203323386,0.12759130782428404,3.665177284107002,1.2656995908155886,5.1712,0.0,0.10799018011425894,True,-2.107990180114259,modeled_qpu
channel,6,6,18,qaoa_transfer,optimistic,1024,2.153379216578286,2.153379216578286,True,2.191704697906971e-05,1,0.16355664281053567,0.02088300203323386,0.12759130782428404,3.665177284107002,1.2656995908155886,0.022740000000000003,0.0,0.00047487946623573805,False,-0.00047487946623573805,modeled_qpu
channel,6,6,18,qaoa_transfer,nominal,1024,2.153379216578286,2.153379216578286,True,2.191704697906971e-05,1,0.16355664281053567,0.02088300203323386,0.12759130782428404,3.665177284107002,1.2656995908155886,0.5762,0.0,0.012032785771549351,True,-2.012032785771549,modeled_qpu
channel,6,6,18,qaoa_transfer,stressed,1024,2.153379216578286,2.153379216578286,True,2.191704697906971e-05,1,0.16355664281053567,0.02088300203323386,0.12759130782428404,3.665177284107002,1.2656995908155886,5.3248,0.0,0.11119780922656367,True,-2.1111978092265637,modeled_qpu
channel,6,6,19,qaoa_transfer,optimistic,16,1.5875851971350665,1.5875851971350665,True,2.2958964109420776e-05,1,0.3218442135706413,0.07654877537211006,0.08848986626188816,3.665177284107002,1.2656995908155886,0.012660000000000001,0.0,0.0009691074962109135,False,-0.0009691074962109135,modeled_qpu
channel,6,6,19,qaoa_transfer,nominal,16,1.5875851971350665,1.5875851971350665,True,2.2958964109420776e-05,1,0.3218442135706413,0.07654877537211006,0.08848986626188816,3.665177284107002,1.2656995908155886,0.5258,0.0,0.040249346090655475,True,-2.0402493460906554,modeled_qpu
channel,6,6,19,qaoa_transfer,stressed,16,1.5875851971350665,1.5875851971350665,True,2.2958964109420776e-05,1,0.3218442135706413,0.07654877537211006,0.08848986626188816,3.665177284107002,1.2656995908155886,5.1232,0.0,0.39217468598639427,True,-2.392174685986394,modeled_qpu
channel,6,6,19,qaoa_transfer,optimistic,64,1.5875851971350665,1.5875851971350665,True,2.2958964109420776e-05,1,0.3218442135706413,0.07654877537211006,0.08848986626188816,3.665177284107002,1.2656995908155886,0.01314,0.0,0.0010058509083895263,False,-0.0010058509083895263,modeled_qpu
channel,6,6,19,qaoa_transfer,nominal,64,1.5875851971350665,1.5875851971350665,True,2.2958964109420776e-05,1,0.3218442135706413,0.07654877537211006,0.08848986626188816,3.665177284107002,1.2656995908155886,0.5282,0.0,0.040433063151548536,True,-2.0404330631515486,modeled_qpu
channel,6,6,19,qaoa_transfer,stressed,64,1.5875851971350665,1.5875851971350665,True,2.2958964109420776e-05,1,0.3218442135706413,0.07654877537211006,0.08848986626188816,3.665177284107002,1.2656995908155886,5.1328,0.0,0.3929095542299665,True,-2.3929095542299663,modeled_qpu
channel,6,6,19,qaoa_transfer,optimistic,256,1.5875851971350665,1.5875851971350665,True,2.2958964109420776e-05,1,0.3218442135706413,0.07654877537211006,0.08848986626188816,3.665177284107002,1.2656995908155886,0.01506,0.0,0.0011528245571039775,False,-0.0011528245571039775,modeled_qpu
channel,6,6,19,qaoa_transfer,nominal,256,1.5875851971350665,1.5875851971350665,True,2.2958964109420776e-05,1,0.3218442135706413,0.07654877537211006,0.08848986626188816,3.665177284107002,1.2656995908155886,0.5378000000000001,0.0,0.041167931395120795,True,-2.0411679313951208,modeled_qpu
channel,6,6,19,qaoa_transfer,stressed,256,1.5875851971350665,1.5875851971350665,True,2.2958964109420776e-05,1,0.3218442135706413,0.07654877537211006,0.08848986626188816,3.665177284107002,1.2656995908155886,5.1712,0.0,0.3958490272042556,True,-2.3958490272042554,modeled_qpu
channel,6,6,19,qaoa_transfer,optimistic,1024,1.5875851971350665,1.5875851971350665,True,2.2958964109420776e-05,1,0.3218442135706413,0.07654877537211006,0.08848986626188816,3.665177284107002,1.2656995908155886,0.022740000000000003,0.0,0.0017407191519617832,False,-0.0017407191519617832,modeled_qpu
channel,6,6,19,qaoa_transfer,nominal,1024,1.5875851971350665,1.5875851971350665,True,2.2958964109420776e-05,1,0.3218442135706413,0.07654877537211006,0.08848986626188816,3.665177284107002,1.2656995908155886,0.5762,0.0,0.044107404369409825,True,-2.04410740436941,modeled_qpu
channel,6,6,19,qaoa_transfer,stressed,1024,1.5875851971350665,1.5875851971350665,True,2.2958964109420776e-05,1,0.3218442135706413,0.07654877537211006,0.08848986626188816,3.665177284107002,1.2656995908155886,5.3248,0.0,0.40760691910141167,True,-2.407606919101412,modeled_qpu
channel,6,6,20,qaoa_transfer,optimistic,16,2.994929204737875,2.994929204737875,True,2.0165927708148956e-05,1,0.22660022581475103,0.04720565411666313,0.09828589010172374,3.665177284107002,1.2656995908155886,0.012660000000000001,0.0,0.0005976235811169553,False,-0.0005976235811169553,modeled_qpu
channel,6,6,20,qaoa_transfer,nominal,16,2.994929204737875,2.994929204737875,True,2.0165927708148956e-05,1,0.22660022581475103,0.04720565411666313,0.09828589010172374,3.665177284107002,1.2656995908155886,0.5258,0.0,0.024820732934541477,True,-2.0248207329345416,modeled_qpu
channel,6,6,20,qaoa_transfer,stressed,16,2.994929204737875,2.994929204737875,True,2.0165927708148956e-05,1,0.22660022581475103,0.04720565411666313,0.09828589010172374,3.665177284107002,1.2656995908155886,5.1232,0.0,0.24184400717048854,True,-2.2418440071704886,modeled_qpu
channel,6,6,20,qaoa_transfer,optimistic,64,2.994929204737875,2.994929204737875,True,2.0165927708148956e-05,1,0.22660022581475103,0.04720565411666313,0.09828589010172374,3.665177284107002,1.2656995908155886,0.01314,0.0,0.0006202822950929535,False,-0.0006202822950929535,modeled_qpu
channel,6,6,20,qaoa_transfer,nominal,64,2.994929204737875,2.994929204737875,True,2.0165927708148956e-05,1,0.22660022581475103,0.04720565411666313,0.09828589010172374,3.665177284107002,1.2656995908155886,0.5282,0.0,0.024934026504421464,True,-2.0249340265044213,modeled_qpu
channel,6,6,20,qaoa_transfer,stressed,64,2.994929204737875,2.994929204737875,True,2.0165927708148956e-05,1,0.22660022581475103,0.04720565411666313,0.09828589010172374,3.665177284107002,1.2656995908155886,5.1328,0.0,0.2422971814500085,True,-2.2422971814500086,modeled_qpu
channel,6,6,20,qaoa_transfer,optimistic,256,2.994929204737875,2.994929204737875,True,2.0165927708148956e-05,1,0.22660022581475103,0.04720565411666313,0.09828589010172374,3.665177284107002,1.2656995908155886,0.01506,0.0,0.0007109171509969468,False,-0.0007109171509969468,modeled_qpu
channel,6,6,20,qaoa_transfer,nominal,256,2.994929204737875,2.994929204737875,True,2.0165927708148956e-05,1,0.22660022581475103,0.04720565411666313,0.09828589010172374,3.665177284107002,1.2656995908155886,0.5378000000000001,0.0,0.025387200783941435,True,-2.0253872007839413,modeled_qpu
channel,6,6,20,qaoa_transfer,stressed,256,2.994929204737875,2.994929204737875,True,2.0165927708148956e-05,1,0.22660022581475103,0.04720565411666313,0.09828589010172374,3.665177284107002,1.2656995908155886,5.1712,0.0,0.24410987856808836,True,-2.2441098785680884,modeled_qpu
channel,6,6,20,qaoa_transfer,optimistic,1024,2.994929204737875,2.994929204737875,True,2.0165927708148956e-05,1,0.22660022581475103,0.04720565411666313,0.09828589010172374,3.665177284107002,1.2656995908155886,0.022740000000000003,0.0,0.0010734565746129197,False,-0.0010734565746129197,modeled_qpu
channel,6,6,20,qaoa_transfer,nominal,1024,2.994929204737875,2.994929204737875,True,2.0165927708148956e-05,1,0.22660022581475103,0.04720565411666313,0.09828589010172374,3.665177284107002,1.2656995908155886,0.5762,0.0,0.0271998979020213,True,-2.027199897902021,modeled_qpu
channel,6,6,20,qaoa_transfer,stressed,1024,2.994929204737875,2.994929204737875,True,2.0165927708148956e-05,1,0.22660022581475103,0.04720565411666313,0.09828589010172374,3.665177284107002,1.2656995908155886,5.3248,0.0,0.2513606670404078,True,-2.251360667040408,modeled_qpu
channel,6,6,21,qaoa_transfer,optimistic,16,0.7622211228284784,0.7622211228284784,True,2.13750172406435e-05,1,0.1651422600792,0.03951216106514597,0.1304578806443875,3.665177284107002,1.2656995908155886,0.012660000000000001,0.0,0.000500223959084748,False,-0.000500223959084748,modeled_qpu
channel,6,6,21,qaoa_transfer,nominal,16,0.7622211228284784,0.7622211228284784,True,2.13750172406435e-05,1,0.1651422600792,0.03951216106514597,0.1304578806443875,3.665177284107002,1.2656995908155886,0.5258,0.0,0.020775494288053753,True,-2.0207754942880536,modeled_qpu
channel,6,6,21,qaoa_transfer,stressed,16,0.7622211228284784,0.7622211228284784,True,2.13750172406435e-05,1,0.1651422600792,0.03951216106514597,0.1304578806443875,3.665177284107002,1.2656995908155886,5.1232,0.0,0.20242870356895581,True,-2.202428703568956,modeled_qpu
channel,6,6,21,qaoa_transfer,optimistic,64,0.7622211228284784,0.7622211228284784,True,2.13750172406435e-05,1,0.1651422600792,0.03951216106514597,0.1304578806443875,3.665177284107002,1.2656995908155886,0.01314,0.0,0.000519189796396018,False,-0.000519189796396018,modeled_qpu
channel,6,6,21,qaoa_transfer,nominal,64,0.7622211228284784,0.7622211228284784,True,2.13750172406435e-05,1,0.1651422600792,0.03951216106514597,0.1304578806443875,3.665177284107002,1.2656995908155886,0.5282,0.0,0.0208703234746101,True,-2.02087032347461,modeled_qpu
channel,6,6,21,qaoa_transfer,stressed,64,0.7622211228284784,0.7622211228284784,True,2.13750172406435e-05,1,0.1651422600792,0.03951216106514597,0.1304578806443875,3.665177284107002,1.2656995908155886,5.1328,0.0,0.20280802031518122,True,-2.202808020315181,modeled_qpu
channel,6,6,21,qaoa_transfer,optimistic,256,0.7622211228284784,0.7622211228284784,True,2.13750172406435e-05,1,0.1651422600792,0.03951216106514597,0.1304578806443875,3.665177284107002,1.2656995908155886,0.01506,0.0,0.0005950531456410983,False,-0.0005950531456410983,modeled_qpu
channel,6,6,21,qaoa_transfer,nominal,256,0.7622211228284784,0.7622211228284784,True,2.13750172406435e-05,1,0.1651422600792,0.03951216106514597,0.1304578806443875,3.665177284107002,1.2656995908155886,0.5378000000000001,0.0,0.021249640220835503,True,-2.0212496402208355,modeled_qpu
channel,6,6,21,qaoa_transfer,stressed,256,0.7622211228284784,0.7622211228284784,True,2.13750172406435e-05,1,0.1651422600792,0.03951216106514597,0.1304578806443875,3.665177284107002,1.2656995908155886,5.1712,0.0,0.20432528730008281,True,-2.2043252873000827,modeled_qpu
channel,6,6,21,qaoa_transfer,optimistic,1024,0.7622211228284784,0.7622211228284784,True,2.13750172406435e-05,1,0.1651422600792,0.03951216106514597,0.1304578806443875,3.665177284107002,1.2656995908155886,0.022740000000000003,0.0,0.0008985065426214195,False,-0.0008985065426214195,modeled_qpu
channel,6,6,21,qaoa_transfer,nominal,1024,0.7622211228284784,0.7622211228284784,True,2.13750172406435e-05,1,0.1651422600792,0.03951216106514597,0.1304578806443875,3.665177284107002,1.2656995908155886,0.5762,0.0,0.02276690720573711,True,-2.022766907205737,modeled_qpu
channel,6,6,21,qaoa_transfer,stressed,1024,0.7622211228284784,0.7622211228284784,True,2.13750172406435e-05,1,0.1651422600792,0.03951216106514597,0.1304578806443875,3.665177284107002,1.2656995908155886,5.3248,0.0,0.21039435523968925,True,-2.210394355239689,modeled_qpu
channel,6,6,22,qaoa_transfer,optimistic,16,3.486335946599789,3.486335946599789,True,2.091703936457634e-05,1,0.360828951511683,0.03348647638886858,0.08781800762678438,3.665177284107002,1.2656995908155886,0.012660000000000001,0.0,0.0004239387910830762,False,-0.0004239387910830762,modeled_qpu
channel,6,6,22,qaoa_transfer,nominal,16,3.486335946599789,3.486335946599789,True,2.091703936457634e-05,1,0.360828951511683,0.03348647638886858,0.08781800762678438,3.665177284107002,1.2656995908155886,0.5258,0.0,0.0176071892852671,True,-2.017607189285267,modeled_qpu
channel,6,6,22,qaoa_transfer,stressed,16,3.486335946599789,3.486335946599789,True,2.091703936457634e-05,1,0.360828951511683,0.03348647638886858,0.08781800762678438,3.665177284107002,1.2656995908155886,5.1232,0.0,0.1715579158354515,True,-2.1715579158354514,modeled_qpu
channel,6,6,22,qaoa_transfer,optimistic,64,3.486335946599789,3.486335946599789,True,2.091703936457634e-05,1,0.360828951511683,0.03348647638886858,0.08781800762678438,3.665177284107002,1.2656995908155886,0.01314,0.0,0.0004400122997497331,False,-0.0004400122997497331,modeled_qpu
channel,6,6,22,qaoa_transfer,nominal,64,3.486335946599789,3.486335946599789,True,2.091703936457634e-05,1,0.360828951511683,0.03348647638886858,0.08781800762678438,3.665177284107002,1.2656995908155886,0.5282,0.0,0.017687556828600383,True,-2.0176875568286006,modeled_qpu
channel,6,6,22,qaoa_transfer,stressed,64,3.486335946599789,3.486335946599789,True,2.091703936457634e-05,1,0.360828951511683,0.03348647638886858,0.08781800762678438,3.665177284107002,1.2656995908155886,5.1328,0.0,0.1718793860087846,True,-2.1718793860087846,modeled_qpu
channel,6,6,22,qaoa_transfer,optimistic,256,3.486335946599789,3.486335946599789,True,2.091703936457634e-05,1,0.360828951511683,0.03348647638886858,0.08781800762678438,3.665177284107002,1.2656995908155886,0.01506,0.0,0.0005043063344163608,False,-0.0005043063344163608,modeled_qpu
channel,6,6,22,qaoa_transfer,nominal,256,3.486335946599789,3.486335946599789,True,2.091703936457634e-05,1,0.360828951511683,0.03348647638886858,0.08781800762678438,3.665177284107002,1.2656995908155886,0.5378000000000001,0.0,0.018009027001933523,True,-2.0180090270019337,modeled_qpu
channel,6,6,22,qaoa_transfer,stressed,256,3.486335946599789,3.486335946599789,True,2.091703936457634e-05,1,0.360828951511683,0.03348647638886858,0.08781800762678438,3.665177284107002,1.2656995908155886,5.1712,0.0,0.17316526670211718,True,-2.1731652667021173,modeled_qpu
channel,6,6,22,qaoa_transfer,optimistic,1024,3.486335946599789,3.486335946599789,True,2.091703936457634e-05,1,0.360828951511683,0.03348647638886858,0.08781800762678438,3.665177284107002,1.2656995908155886,0.022740000000000003,0.0,0.0007614824730828716,False,-0.0007614824730828716,modeled_qpu
channel,6,6,22,qaoa_transfer,nominal,1024,3.486335946599789,3.486335946599789,True,2.091703936457634e-05,1,0.360828951511683,0.03348647638886858,0.08781800762678438,3.665177284107002,1.2656995908155886,0.5762,0.0,0.019294907695266077,True,-2.019294907695266,modeled_qpu
channel,6,6,22,qaoa_transfer,stressed,1024,3.486335946599789,3.486335946599789,True,2.091703936457634e-05,1,0.360828951511683,0.03348647638886858,0.08781800762678438,3.665177284107002,1.2656995908155886,5.3248,0.0,0.1783087894754474,True,-2.1783087894754476,modeled_qpu
channel,6,6,23,qaoa_transfer,optimistic,16,2.2875847316059312,2.2875847316059312,True,2.1499930880963802e-05,1,0.19258061213708288,0.06479416174351756,0.08913019486100127,3.665177284107002,1.2656995908155886,0.012660000000000001,0.0,0.0008202940876729323,False,-0.0008202940876729323,modeled_qpu
channel,6,6,23,qaoa_transfer,nominal,16,2.2875847316059312,2.2875847316059312,True,2.1499930880963802e-05,1,0.19258061213708288,0.06479416174351756,0.08913019486100127,3.665177284107002,1.2656995908155886,0.5258,0.0,0.03406877024474153,True,-2.0340687702447413,modeled_qpu
