task,size_label,n_vars,seed,algorithm,profile,cost,optimum,feasible,runtime_s,evals,deadline_s,volatility,delay_s,gap,staleness_loss,deadline_miss,utility,timing_evidence,shots,success_prob,gamma,beta,expected_norm_cost
channel,6,6,2,qaoa,stressed,0.8243350865285217,0.8243350865285217,True,0.0024091670056805015,104,0.3085099240473346,0.0625277616054293,38.7792,0.0,2.4247765728492645,True,-4.4247765728492645,modeled_qpu,1024.0,0.14784372106421642,4.035088166848001,1.242611904530612,0.1898401007230619
channel,6,6,2,mean_field,local,0.8243350865285217,0.8243350865285217,True,0.0024476670660078526,122,0.3085099240473346,0.0625277616054293,0.0024476670660078526,0.0,0.0001530471427927996,False,-0.0001530471427927996,measured_local,,,,,
channel,6,6,3,exact,local,3.2992732967356995,3.2992732967356995,True,2.6669586077332497e-06,64,0.40546286423984945,0.06509228996521398,2.6669586077332497e-06,0.0,1.7359844301979604e-07,False,-1.7359844301979604e-07,measured_local,,,,,
channel,6,6,3,local_search,local,3.2992732967356995,3.2992732967356995,True,9.066599886864424e-05,372,0.40546286423984945,0.06509228996521398,9.066599886864424e-05,0.0,5.901657488343553e-06,False,-5.901657488343553e-06,measured_local,,,,,
channel,6,6,3,annealing,local,3.2992732967356995,3.2992732967356995,True,0.001219166093505919,960,0.40546286423984945,0.06509228996521398,0.001219166093505919,0.0,7.935831287424445e-05,False,-7.935831287424445e-05,measured_local,,,,,
channel,6,6,3,random,local,3.2992732967356995,3.2992732967356995,True,1.6417005099356174e-05,256,0.40546286423984945,0.06509228996521398,1.6417005099356174e-05,0.0,1.0686204562876885e-06,False,-1.0686204562876885e-06,measured_local,,,,,
channel,6,6,3,qaoa,optimistic,3.2992732967356995,3.2992732967356995,True,0.002207416924647987,102,0.40546286423984945,0.06509228996521398,1.3094800000000002,0.0,0.08523705186364841,True,-2.0852370518636483,modeled_qpu,1024.0,0.10624783743469218,3.4924333098584697,1.2815411707659115,0.1649024338966958
channel,6,6,3,qaoa,nominal,3.2992732967356995,3.2992732967356995,True,0.002207416924647987,102,0.40546286423984945,0.06509228996521398,8.272400000000001,0.0,0.5384694595082362,True,-2.538469459508236,modeled_qpu,1024.0,0.10624783743469218,3.4924333098584697,1.2815411707659115,0.1649024338966958
channel,6,6,3,qaoa,stressed,3.2992732967356995,3.2992732967356995,True,0.002207416924647987,102,0.40546286423984945,0.06509228996521398,38.1296,0.0,2.481942979457623,True,-4.481942979457623,modeled_qpu,1024.0,0.10624783743469218,3.4924333098584697,1.2815411707659115,0.1649024338966958
channel,6,6,3,mean_field,local,3.2992732967356995,3.2992732967356995,True,0.0021901249419897795,108,0.40546286423984945,0.06509228996521398,0.0021901249419897795,0.0,0.00014256024778404617,False,-0.00014256024778404617,measured_local,,,,,
channel,6,6,4,exact,local,2.4120404538070277,2.4120404538070277,True,2.666027285158634e-06,64,0.32980012942821063,0.06514092489207436,2.666027285158634e-06,0.0,1.736674831427395e-07,False,-1.736674831427395e-07,measured_local,,,,,
channel,6,6,4,local_search,local,2.4120404538070277,2.4120404538070277,True,8.820800576359034e-05,348,0.32980012942821063,0.06514092489207436,8.820800576359034e-05,0.0,5.745951078325701e-06,False,-5.745951078325701e-06,measured_local,,,,,
channel,6,6,4,annealing,local,2.4120404538070277,2.4120404538070277,True,0.001179583021439612,960,0.32980012942821063,0.06514092489207436,0.001179583021439612,0.0,7.68391290035639e-05,False,-7.68391290035639e-05,measured_local,,,,,
channel,6,6,4,random,local,2.4120404538070277,2.4120404538070277,True,7.750000804662704e-06,256,0.32980012942821063,0.06514092489207436,7.750000804662704e-06,0.0,5.048422203300491e-07,False,-5.048422203300491e-07,measured_local,,,,,
channel,6,6,4,qaoa,optimistic,2.4120404538070277,2.4120404538070277,True,0.002373749972321093,101,0.32980012942821063,0.06514092489207436,1.2967400000000002,0.0,0.08447084294454853,True,-2.0844708429445484,modeled_qpu,1024.0,0.09677179615102893,3.066274076701072,1.2729976679948092,0.15085716817045347
channel,6,6,4,qaoa,nominal,2.4120404538070277,2.4120404538070277,True,0.002373749972321093,101,0.32980012942821063,0.06514092489207436,8.196200000000001,0.0,0.53390804860042,True,-2.53390804860042,modeled_qpu,1024.0,0.09677179615102893,3.066274076701072,1.2729976679948092,0.15085716817045347
channel,6,6,4,qaoa,stressed,2.4120404538070277,2.4120404538070277,True,0.002373749972321093,101,0.32980012942821063,0.06514092489207436,37.8048,0.0,2.4626396373598927,True,-4.462639637359892,modeled_qpu,1024.0,0.09677179615102893,3.066274076701072,1.2729976679948092,0.15085716817045347
channel,6,6,4,mean_field,local,2.4120404538070277,2.4120404538070277,True,0.0023550830082967877,115,0.32980012942821063,0.06514092489207436,0.0023550830082967877,0.0,0.0001534122853580616,False,-0.0001534122853580616,measured_local,,,,,
channel,6,6,5,exact,local,3.6045215374057715,3.6045215374057715,True,3.208988346159458e-06,64,0.3709660388560035,0.036633275945032656,3.208988346159458e-06,0.0,1.1755575558925341e-07,False,-1.1755575558925341e-07,measured_local,,,,,
channel,6,6,5,local_search,local,3.6045215374057715,3.6045215374057715,True,8.687505032867193e-05,348,0.3709660388560035,0.036633275945032656,8.687505032867193e-05,0.0,3.1825176914288387e-06,False,-3.1825176914288387e-06,measured_local,,,,,
channel,6,6,5,annealing,local,3.6045215374057715,3.6045215374057715,True,0.0011272080009803176,960,0.3709660388560035,0.036633275945032656,0.0011272080009803176,0.0,4.129332174736061e-05,False,-4.129332174736061e-05,measured_local,,,,,
channel,6,6,5,random,local,3.6045215374057715,3.6045215374057715,True,7.750000804662704e-06,256,0.3709660388560035,0.036633275945032656,7.750000804662704e-06,0.0,2.83907918051434e-07,False,-2.83907918051434e-07,measured_local,,,,,
channel,6,6,5,qaoa,optimistic,3.6045215374057715,3.6045215374057715,True,0.002326208050362766,100,0.3709660388560035,0.036633275945032656,1.284,0.0,0.04703712631342193,True,-2.047037126313422,modeled_qpu,1024.0,0.10567898526011846,3.528709695283532,1.2803453545788779,0.14437928852571374
channel,6,6,5,qaoa,nominal,3.6045215374057715,3.6045215374057715,True,0.002326208050362766,100,0.3709660388560035,0.036633275945032656,8.120000000000001,0.0,0.2974622006736652,True,-2.297462200673665,modeled_qpu,1024.0,0.10567898526011846,3.528709695283532,1.2803453545788779,0.14437928852571374
channel,6,6,5,qaoa,stressed,3.6045215374057715,3.6045215374057715,True,0.002326208050362766,100,0.3709660388560035,0.036633275945032656,37.480000000000004,0.0,1.373015182419824,True,-3.373015182419824,modeled_qpu,1024.0,0.10567898526011846,3.528709695283532,1.2803453545788779,0.14437928852571374
channel,6,6,5,mean_field,local,3.6045215374057715,3.6045215374057715,True,0.002417874988168478,123,0.3709660388560035,0.036633275945032656,0.002417874988168478,0.0,8.857468164216842e-05,False,-8.857468164216842e-05,measured_local,,,,,
channel,6,6,6,exact,local,3.141942958411521,3.141942958411521,True,2.584070898592472e-06,64,0.33389710980504245,0.07082060394447476,2.584070898592472e-06,0.0,1.8300546167366046e-07,False,-1.8300546167366046e-07,measured_local,,,,,
channel,6,6,6,local_search,local,3.141942958411521,3.141942958411521,True,9.233399759978056e-05,384,0.33389710980504245,0.07082060394447476,9.233399759978056e-05,0.0,6.539149474624142e-06,False,-6.539149474624142e-06,measured_local,,,,,
channel,6,6,6,annealing,local,3.141942958411521,3.141942958411521,True,0.0011433339677751064,960,0.33389710980504245,0.07082060394447476,0.0011433339677751064,0.0,8.097160210806568e-05,False,-8.097160210806568e-05,measured_local,,,,,
channel,6,6,6,random,local,3.141942958411521,3.141942958411521,True,6.749993190169334e-06,256,0.33389710980504245,0.07082060394447476,6.749993190169334e-06,0.0,4.780385943488841e-07,False,-4.780385943488841e-07,measured_local,,,,,
channel,6,6,6,qaoa,optimistic,3.141942958411521,3.141942958411521,True,0.002394417067989707,102,0.33389710980504245,0.07082060394447476,1.3094800000000002,0.0,0.09273816445321081,True,-2.092738164453211,modeled_qpu,1024.0,0.0880464878782234,3.8636876180618027,1.2598078498475682,0.14383908517232769
channel,6,6,6,qaoa,nominal,3.141942958411521,3.141942958411521,True,0.002394417067989707,102,0.33389710980504245,0.07082060394447476,8.272400000000001,0.0,0.5858563640702731,True,-2.585856364070273,modeled_qpu,1024.0,0.0880464878782234,3.8636876180618027,1.2598078498475682,0.14383908517232769
channel,6,6,6,qaoa,stressed,3.141942958411521,3.141942958411521,True,0.002394417067989707,102,0.33389710980504245,0.07082060394447476,38.1296,0.0,2.700361300161245,True,-4.700361300161245,modeled_qpu,1024.0,0.0880464878782234,3.8636876180618027,1.2598078498475682,0.14383908517232769
channel,6,6,6,mean_field,local,3.141942958411521,3.141942958411521,True,0.002221958013251424,107,0.33389710980504245,0.07082060394447476,0.002221958013251424,0.0,0.0001573604084377311,False,-0.0001573604084377311,measured_local,,,,,
channel,6,6,7,exact,local,1.5617157320647332,1.5617157320647332,True,2.708984538912773e-06,64,0.3479966322523042,0.07118539183046532,2.708984538912773e-06,0.0,1.928401258651782e-07,False,-1.928401258651782e-07,measured_local,,,,,
channel,6,6,7,local_search,local,1.5617157320647332,1.5617157320647332,True,9.900005534291267e-05,378,0.3479966322523042,0.07118539183046532,9.900005534291267e-05,0.0,7.047357730822991e-06,False,-7.047357730822991e-06,measured_local,,,,,
channel,6,6,7,annealing,local,1.5617157320647332,1.5617157320647332,True,0.0010967499110847712,960,0.3479966322523042,0.07118539183046532,0.0010967499110847712,0.0,7.807257216059743e-05,False,-7.807257216059743e-05,measured_local,,,,,
channel,6,6,7,random,local,1.5617157320647332,1.5617157320647332,True,7.3750270530581474e-06,256,0.3479966322523042,0.07118539183046532,7.3750270530581474e-06,0.0,5.249941905322262e-07,False,-5.249941905322262e-07,measured_local,,,,,
channel,6,6,7,qaoa,optimistic,1.5617157320647332,1.5617157320647332,True,0.002262125024572015,99,0.3479966322523042,0.07118539183046532,1.27126,0.0,0.09049514121839734,True,-2.090495141218397,modeled_qpu,1024.0,0.09699238263591825,3.5985612189664034,1.2638574387924726,0.18387256638061328
channel,6,6,7,qaoa,nominal,1.5617157320647332,1.5617157320647332,True,0.002262125024572015,99,0.3479966322523042,0.07118539183046532,8.043800000000001,0.0,0.5726010548058971,True,-2.5726010548058973,modeled_qpu,1024.0,0.09699238263591825,3.5985612189664034,1.2638574387924726,0.18387256638061328
channel,6,6,7,qaoa,stressed,1.5617157320647332,1.5617157320647332,True,0.002262125024572015,99,0.3479966322523042,0.07118539183046532,37.1552,0.0,2.644907470539305,True,-4.644907470539305,modeled_qpu,1024.0,0.09699238263591825,3.5985612189664034,1.2638574387924726,0.18387256638061328
channel,6,6,7,mean_field,local,1.5617157320647332,1.5617157320647332,True,0.0021497089182958007,111,0.3479966322523042,0.07118539183046532,0.0021497089182958007,0.0,0.00015302787167033235,False,-0.00015302787167033235,measured_local,,,,,
channel,6,6,8,exact,local,4.761995095013317,4.761995095013317,True,2.125045284628868e-06,64,0.1472886792472789,0.047199570904209565,2.125045284628868e-06,0.0,1.0030122558649645e-07,False,-1.0030122558649645e-07,measured_local,,,,,
channel,6,6,8,local_search,local,4.761995095013317,4.761995095013317,True,8.933304343372583e-05,342,0.1472886792472789,0.047199570904209565,8.933304343372583e-05,0.0,4.2164813176389755e-06,False,-4.2164813176389755e-06,measured_local,,,,,
channel,6,6,8,annealing,local,4.761995095013317,4.761995095013317,True,0.0011317910393700004,960,0.1472886792472789,0.047199570904209565,0.0011317910393700004,0.0,5.342005141149337e-05,False,-5.342005141149337e-05,measured_local,,,,,
channel,6,6,8,random,local,4.761995095013317,4.761995095013317,True,6.249989382922649e-06,256,0.1472886792472789,0.047199570904209565,6.249989382922649e-06,0.0,2.949968170298146e-07,False,-2.949968170298146e-07,measured_local,,,,,
channel,6,6,8,qaoa,optimistic,4.761995095013317,4.761995095013317,True,0.0022678329842165112,99,0.1472886792472789,0.047199570904209565,1.27126,0.0,0.060002926507685454,True,-2.0600029265076856,modeled_qpu,1024.0,0.08972968598304124,3.501591522646467,1.291849901584377,0.10322905239080304
channel,6,6,8,qaoa,nominal,4.761995095013317,4.761995095013317,True,0.0022678329842165112,99,0.1472886792472789,0.047199570904209565,8.043800000000001,0.0,0.37966390843928094,True,-2.379663908439281,modeled_qpu,1024.0,0.08972968598304124,3.501591522646467,1.291849901584377,0.10322905239080304
channel,6,6,8,qaoa,stressed,4.761995095013317,4.761995095013317,True,0.0022678329842165112,99,0.1472886792472789,0.047199570904209565,37.1552,0.0,1.7537094968600873,True,-3.753709496860087,modeled_qpu,1024.0,0.08972968598304124,3.501591522646467,1.291849901584377,0.10322905239080304
channel,6,6,8,mean_field,local,4.761995095013317,4.761995095013317,True,0.0022762089502066374,105,0.1472886792472789,0.047199570904209565,0.0022762089502066374,0.0,0.0001074360857380746,False,-0.0001074360857380746,measured_local,,,,,
channel,6,6,9,exact,local,1.2314461765864597,1.2314461765864597,True,3.125052899122238e-06,64,0.4059189296340998,0.052178151759344094,3.125052899122238e-06,0.0,1.6305948442637837e-07,False,-1.6305948442637837e-07,measured_local,,,,,
channel,6,6,9,local_search,local,1.2314461765864597,1.2314461765864597,True,8.662499021738768e-05,354,0.4059189296340998,0.052178151759344094,8.662499021738768e-05,0.0,4.519931885714552e-06,False,-4.519931885714552e-06,measured_local,,,,,
channel,6,6,9,annealing,local,1.2314461765864597,1.2314461765864597,True,0.001094167004339397,960,0.4059189296340998,0.052178151759344094,0.001094167004339397,0.0,5.709161200248796e-05,False,-5.709161200248796e-05,measured_local,,,,,
channel,6,6,9,random,local,1.2314461765864597,1.2314461765864597,True,7.792026735842228e-06,256,0.4059189296340998,0.052178151759344094,7.792026735842228e-06,0.0,4.0657355353564235e-07,False,-4.0657355353564235e-07,measured_local,,,,,
channel,6,6,9,qaoa,optimistic,1.2314461765864597,1.2314461765864597,True,0.002335833036340773,101,0.4059189296340998,0.052178151759344094,1.2967400000000002,0.0,0.06766149651241188,True,-2.067661496512412,modeled_qpu,1024.0,0.13368789230541817,3.8205428993248507,1.248309611993121,0.20746833943254545
channel,6,6,9,qaoa,nominal,1.2314461765864597,1.2314461765864597,True,0.002335833036340773,101,0.4059189296340998,0.052178151759344094,8.196200000000001,0.0,0.42766256744993614,True,-2.427662567449936,modeled_qpu,1024.0,0.13368789230541817,3.8205428993248507,1.248309611993121,0.20746833943254545
channel,6,6,9,qaoa,stressed,1.2314461765864597,1.2314461765864597,True,0.002335833036340773,101,0.4059189296340998,0.052178151759344094,37.8048,0.0,1.9725845916316516,True,-3.9725845916316516,modeled_qpu,1024.0,0.13368789230541817,3.8205428993248507,1.248309611993121,0.20746833943254545
channel,6,6,9,mean_field,local,1.2314461765864597,1.2314461765864597,True,0.00231608294416219,115,0.4059189296340998,0.052178151759344094,0.00231608294416219,0.0,0.00012084892734772322,False,-0.00012084892734772322,measured_local,,,,,
channel,6,6,10,exact,local,2.533522420217089,2.533522420217089,True,2.7919886633753777e-06,64,0.25590151957744756,0.029426719161685898,2.7919886633753777e-06,0.0,8.215906629975803e-08,False,-8.215906629975803e-08,measured_local,,,,,
channel,6,6,10,local_search,local,2.533522420217089,2.533522420217089,True,0.00010025000665336847,396,0.25590151957744756,0.029426719161685898,0.00010025000665336847,0.0,2.950028791745817e-06,False,-2.950028791745817e-06,measured_local,,,,,
channel,6,6,10,annealing,local,2.533522420217089,2.533522420217089,True,0.00123774993699044,960,0.25590151957744756,0.029426719161685898,0.00123774993699044,0.0,3.642291978821209e-05,False,-3.642291978821209e-05,measured_local,,,,,
channel,6,6,10,random,local,2.533522420217089,2.533522420217089,True,1.166702713817358e-05,256,0.25590151957744756,0.029426719161685898,1.166702713817358e-05,0.0,3.4332233104680187e-07,False,-3.4332233104680187e-07,measured_local,,,,,
channel,6,6,10,qaoa,optimistic,2.533522420217089,2.533522420217089,True,0.0021334169432520866,95,0.25590151957744756,0.029426719161685898,1.2203000000000002,0.0,0.035909425393005304,True,-2.0359094253930055,modeled_qpu,1024.0,0.09769776532930345,3.745718395967785,1.2488092068270873,0.13460953191144315
channel,6,6,10,qaoa,nominal,2.533522420217089,2.533522420217089,True,0.0021334169432520866,95,0.25590151957744756,0.029426719161685898,7.739000000000001,0.0,0.22773337959228718,True,-2.227733379592287,modeled_qpu,1024.0,0.09769776532930345,3.745718395967785,1.2488092068270873,0.13460953191144315
channel,6,6,10,qaoa,stressed,2.533522420217089,2.533522420217089,True,0.0021334169432520866,95,0.25590151957744756,0.029426719161685898,35.856,0.0,1.0551244422614097,True,-3.05512444226141,modeled_qpu,1024.0,0.09769776532930345,3.745718395967785,1.2488092068270873,0.13460953191144315
channel,6,6,10,mean_field,local,2.533522420217089,2.533522420217089,True,0.002188374986872077,112,0.25590151957744756,0.029426719161685898,0.002188374986872077,0.0,6.439669615914267e-05,False,-6.439669615914267e-05,measured_local,,,,,
channel,6,6,11,exact,local,1.3430912759841245,1.3430912759841245,True,2.499902620911598e-06,64,0.058082916043650276,0.0165030995145583,2.499902620911598e-06,0.0,4.125614172960922e-08,False,-4.125614172960922e-08,measured_local,,,,,
channel,6,6,11,local_search,local,1.3430912759841245,1.3430912759841245,True,8.975004311650991e-05,360,0.058082916043650276,0.0165030995145583,8.975004311650991e-05,0.0,1.481153892987661e-06,False,-1.481153892987661e-06,measured_local,,,,,
channel,6,6,11,annealing,local,1.3430912759841245,1.3430912759841245,True,0.0011695000575855374,960,0.058082916043650276,0.0165030995145583,0.0011695000575855374,0.0,1.9300375832615786e-05,False,-1.9300375832615786e-05,measured_local,,,,,
channel,6,6,11,random,local,1.3430912759841245,1.3430912759841245,True,7.207971066236496e-06,256,0.058082916043650276,0.0165030995145583,7.207971066236496e-06,0.0,1.1895386380415778e-07,False,-1.1895386380415778e-07,measured_local,,,,,
channel,6,6,11,qaoa,optimistic,1.3430912759841245,1.3430912759841245,True,0.0020719999447464943,94,0.058082916043650276,0.0165030995145583,1.2075600000000002,0.0,0.019928482849800023,True,-2.0199284828498,modeled_qpu,1024.0,0.10505975098417075,3.665380830603843,1.2827355646282306,0.16595572593580338
channel,6,6,11,qaoa,nominal,1.3430912759841245,1.3430912759841245,True,0.0020719999447464943,94,0.058082916043650276,0.0165030995145583,7.662800000000001,0.0,0.12645995096015736,True,-2.1264599509601574,modeled_qpu,1024.0,0.10505975098417075,3.665380830603843,1.2827355646282306,0.16595572593580338
channel,6,6,11,qaoa,stressed,1.3430912759841245,1.3430912759841245,True,0.0020719999447464943,94,0.058082916043650276,0.0165030995145583,35.5312,0.0,0.5863749294716738,True,-2.586374929471674,modeled_qpu,1024.0,0.10505975098417075,3.665380830603843,1.2827355646282306,0.16595572593580338
channel,6,6,11,mean_field,local,1.3430912759841245,1.3430912759841245,True,0.002262708032503724,114,0.058082916043650276,0.0165030995145583,0.002262708032503724,0.0,3.734169583279937e-05,False,-3.734169583279937e-05,measured_local,,,,,
channel,6,6,12,exact,local,1.857436276698151,1.857436276698151,True,2.084067091345787e-06,64,0.4830032430289091,0.07153415425348202,2.084067091345787e-06,0.0,1.4908197678693512e-07,False,-1.4908197678693512e-07,measured_local,,,,,
channel,6,6,12,local_search,local,1.857436276698151,1.857436276698151,True,0.0001015419838950038,444,0.4830032430289091,0.07153415425348202,0.0001015419838950038,0.0,7.2637199391497885e-06,False,-7.2637199391497885e-06,measured_local,,,,,
channel,6,6,12,annealing,local,1.857436276698151,1.857436276698151,True,0.0011870830785483122,960,0.4830032430289091,0.07153415425348202,0.0011870830785483122,0.0,8.491698405257327e-05,False,-8.491698405257327e-05,measured_local,,,,,
channel,6,6,12,random,local,1.857436276698151,1.857436276698151,True,8.292030543088913e-06,256,0.4830032430289091,0.07153415425348202,8.292030543088913e-06,0.0,5.931633919439066e-07,False,-5.931633919439066e-07,measured_local,,,,,
channel,6,6,12,qaoa,optimistic,1.857436276698151,1.857436276698151,True,0.0022446250077337027,101,0.4830032430289091,0.07153415425348202,1.2967400000000002,0.0,0.09276119918666029,True,-2.0927611991866604,modeled_qpu,1024.0,0.13274252328405048,3.8800928020460645,1.2710129951768123,0.1867806203481901
channel,6,6,12,qaoa,nominal,1.857436276698151,1.857436276698151,True,0.0022446250077337027,101,0.4830032430289091,0.07153415425348202,8.196200000000001,0.0,0.5863082350923894,True,-2.5863082350923894,modeled_qpu,1024.0,0.13274252328405048,3.8800928020460645,1.2710129951768123,0.1867806203481901
channel,6,6,12,qaoa,stressed,1.857436276698151,1.857436276698151,True,0.0022446250077337027,101,0.4830032430289091,0.07153415425348202,37.8048,0.0,2.704334394722037,True,-4.7043343947220375,modeled_qpu,1024.0,0.13274252328405048,3.8800928020460645,1.2710129951768123,0.1867806203481901
channel,6,6,12,mean_field,local,1.857436276698151,1.857436276698151,True,0.0020368749974295497,102,0.4830032430289091,0.07153415425348202,0.0020368749974295497,0.0,0.0001457061302611862,False,-0.0001457061302611862,measured_local,,,,,
channel,6,6,13,exact,local,1.1516551113882172,1.1516551113882172,True,2.458924427628517e-06,64,0.25741634710658745,0.039766471058892555,2.458924427628517e-06,0.0,9.778274708729337e-08,False,-9.778274708729337e-08,measured_local,,,,,
channel,6,6,13,local_search,local,1.1516551113882172,1.1516551113882172,True,9.787501767277718e-05,432,0.25741634710658745,0.039766471058892555,9.787501767277718e-05,0.0,3.892144057673091e-06,False,-3.892144057673091e-06,measured_local,,,,,
channel,6,6,13,annealing,local,1.1516551113882172,1.1516551113882172,True,0.0012250000145286322,960,0.25741634710658745,0.039766471058892555,0.0012250000145286322,0.0,4.871392762489581e-05,False,-4.871392762489581e-05,measured_local,,,,,
channel,6,6,13,random,local,1.1516551113882172,1.1516551113882172,True,8.665956556797028e-06,256,0.25741634710658745,0.039766471058892555,8.665956556797028e-06,0.0,3.446145106134892e-07,False,-3.446145106134892e-07,measured_local,,,,,
channel,6,6,13,qaoa,optimistic,1.1516551113882172,1.1516551113882172,True,0.0021882089786231518,98,0.25741634710658745,0.039766471058892555,1.25852,0.0,0.050046899157037465,True,-2.0500468991570373,modeled_qpu,1024.0,0.1464911649626977,4.339281652779122,1.2359883902011841,0.21204927699742385
