experiment,task,size_label,n_vars,seed,algorithm,profile,solution,cost,optimum,feasible,construction_s,solver_s,complete_local_s,cost_vector_bytes,evals,success_prob,classical_seed_s,delay_s,gap,staleness_loss,deadline_miss,utility,timing_evidence,timestamp,next_timestamp,next_cochannel_load,next_mean_prb,next_total_traffic_kbyte
netdata_5g,netdata_channel,12,12,10,qaoa_warm,nominal,3282,1.9072650000000002,1.9072650000000002,True,0.0,0.027781917015090585,0.027781917015090585,36864,119,0.0013562197785350375,9.51660331338644e-05,9.5678,0.0,1.9932916666666684e-05,False,-1.9932916666666684e-05,modeled_qpu,05:00,05:30,1.92442,0.06655833333333334,11000528.16
netdata_5g,netdata_channel,12,12,11,task_specific,local,1206,2.205475,1.92442,True,0.0,9.083305485546589e-05,9.083305485546589e-05,36864,48,,,9.083305485546589e-05,0.09610623645030462,3.721632108661448e-10,False,-0.09610623682246784,measured_local,05:30,06:00,2.294345,0.07363333333333333,17695400.89
netdata_5g,netdata_channel,12,12,11,milp,local,3282,1.92442,1.92442,True,0.0,0.19602787506300956,0.19602787506300956,36864,67,,,0.19602787506300956,0.0,8.031697658831639e-07,False,-8.031697658831639e-07,measured_local,05:30,06:00,1.991495,0.07363333333333333,17695400.89
netdata_5g,netdata_channel,12,12,11,qaoa,nominal,813,1.92442,1.92442,True,0.0,0.0196204170351848,0.0196204170351848,36864,111,0.0021677056046770678,,8.9582,0.0,3.6703736111111096e-05,False,-3.6703736111111096e-05,modeled_qpu,05:30,06:00,1.991495,0.07363333333333333,17695400.89
netdata_5g,netdata_channel,12,12,11,qaoa_warm,nominal,3282,1.92442,1.92442,True,0.0,0.028256584075279534,0.028256584075279534,36864,121,0.0013564807063587657,9.233306627720594e-05,9.7202,0.0,3.982581944444443e-05,False,-3.982581944444443e-05,modeled_qpu,05:30,06:00,1.991495,0.07363333333333333,17695400.89
netdata_5g,netdata_channel,12,12,12,task_specific,local,1266,2.3533600000000003,1.991495,True,0.0,0.00010145897977054119,0.00010145897977054119,36864,48,,,0.00010145897977054119,0.12096460131138455,2.691481268912971e-10,False,-0.12096460158053267,measured_local,06:00,06:30,2.35819,0.07625833333333333,19077720.43
netdata_5g,netdata_channel,12,12,12,milp,local,813,1.991495,1.991495,True,0.0,0.17936329205986112,0.17936329205986112,36864,65,,,0.17936329205986112,0.0,4.7581095532546547e-07,False,-4.7581095532546547e-07,measured_local,06:00,06:30,2.007975,0.07625833333333333,19077720.43
netdata_5g,netdata_channel,12,12,12,qaoa,nominal,3282,1.991495,1.991495,True,0.0,0.02019891596864909,0.02019891596864909,36864,115,0.0022032285414810993,,9.263,0.0,2.4572680555555583e-05,False,-2.4572680555555583e-05,modeled_qpu,06:00,06:30,2.007975,0.07625833333333333,19077720.43
netdata_5g,netdata_channel,12,12,12,qaoa_warm,nominal,3282,1.991495,1.991495,True,0.0,0.028484500013291836,0.028484500013291836,36864,122,0.011261489780540387,9.55420546233654e-05,9.7964,0.0,2.5987672222222253e-05,False,-2.5987672222222253e-05,modeled_qpu,06:00,06:30,2.007975,0.07625833333333333,19077720.43
netdata_5g,netdata_channel,12,12,13,task_specific,local,1266,2.3581899999999996,2.007975,True,0.0,8.908298332244158e-05,8.908298332244158e-05,36864,48,,,8.908298332244158e-05,0.11642882670234941,1.5964825390794969e-09,False,-0.11642882829883196,measured_local,06:30,07:00,2.6131399999999996,0.10764999999999998,54214245.07
netdata_5g,netdata_channel,12,12,13,milp,local,813,2.007975,2.007975,True,0.0,0.16727441700641066,0.16727441700641066,36864,59,,,0.16727441700641066,0.0,2.9977743899621092e-06,False,-2.9977743899621092e-06,measured_local,06:30,07:00,2.289535,0.10764999999999998,54214245.07
netdata_5g,netdata_channel,12,12,13,qaoa,nominal,813,2.007975,2.007975,True,0.0,0.020872749970294535,0.020872749970294535,36864,118,0.0022264339535102984,,9.4916,0.0,0.00017010177592592592,False,-0.00017010177592592592,modeled_qpu,06:30,07:00,2.289535,0.10764999999999998,54214245.07
netdata_5g,netdata_channel,12,12,13,qaoa_warm,nominal,3282,2.007975,2.007975,True,0.0,0.026751458062790334,0.026751458062790334,36864,114,0.011287514806984911,9.470898658037186e-05,9.1868,0.0,0.0001646393648148148,False,-0.0001646393648148148,modeled_qpu,06:30,07:00,2.289535,0.10764999999999998,54214245.07
netdata_5g,netdata_channel,12,12,14,task_specific,local,1241,2.70768,2.289535,True,0.0,8.804199751466513e-05,8.804199751466513e-05,36864,48,,,8.804199751466513e-05,0.12711371060043442,2.516533762294178e-09,False,-0.12711371311696817,measured_local,07:00,07:30,3.0932799999999996,0.12803333333333333,88352531.08999999
netdata_5g,netdata_channel,12,12,14,milp,local,3282,2.289535,2.289535,True,0.0,0.14244083408266306,0.14244083408266306,36864,51,,,0.14244083408266306,0.0,4.071433840862786e-06,False,-4.071433840862786e-06,measured_local,07:00,07:30,2.6641849999999994,0.12803333333333333,88352531.08999999
netdata_5g,netdata_channel,12,12,14,qaoa,nominal,813,2.289535,2.289535,True,0.0,0.020997749990783632,0.020997749990783632,36864,119,0.0023894211587105725,,9.5678,0.0,0.00027347961666666665,False,-0.00027347961666666665,modeled_qpu,07:00,07:30,2.6641849999999994,0.12803333333333333,88352531.08999999
netdata_5g,netdata_channel,12,12,14,qaoa_warm,nominal,3282,2.289535,2.289535,True,0.0,0.028058667085133493,0.028058667085133493,36864,120,0.0016237740877429116,9.200000204145908e-05,9.644,0.0,0.00027565766666666665,False,-0.00027565766666666665,modeled_qpu,07:00,07:30,2.6641849999999994,0.12803333333333333,88352531.08999999
netdata_5g,netdata_channel,12,12,15,task_specific,local,3410,2.75131,2.5467250000000003,True,0.0,8.74160323292017e-05,8.74160323292017e-05,36864,48,,,8.74160323292017e-05,0.057682791871374234,1.6689986913223507e-09,False,-0.05768279354037292,measured_local,07:30,08:00,2.45473,0.09596666666666666,34890651.71
netdata_5g,netdata_channel,12,12,15,milp,local,3219,2.5467250000000003,2.5467250000000003,True,0.0,0.16043762501794845,0.16043762501794845,36864,59,,,0.16043762501794845,0.0,3.0631702109908302e-06,False,-3.0631702109908302e-06,measured_local,07:30,08:00,2.377035,0.09596666666666666,34890651.71
netdata_5g,netdata_channel,12,12,15,qaoa,nominal,876,2.5467250000000003,2.5467250000000003,True,0.0,0.021537624998018146,0.021537624998018146,36864,122,0.0022704953045408634,,9.7964,0.0,0.00018703867407407406,False,-0.00018703867407407406,modeled_qpu,07:30,08:00,2.377035,0.09596666666666666,34890651.71
netdata_5g,netdata_channel,12,12,15,qaoa_warm,nominal,3219,2.5467250000000003,2.5467250000000003,True,0.0,0.028427999932318926,0.028427999932318926,36864,121,0.0015741394367859414,9.179196786135435e-05,9.7202,0.0,0.0001855838185185185,False,-0.0001855838185185185,modeled_qpu,07:30,08:00,2.377035,0.09596666666666666,34890651.71
netdata_5g,netdata_channel,12,12,16,task_specific,local,3298,2.330885,2.21665,True,0.0,8.658308070152998e-05,8.658308070152998e-05,36864,48,,,8.658308070152998e-05,0.03551365551116841,4.885129650507157e-09,False,-0.03551366039629806,measured_local,08:00,08:30,3.009585,0.1965583333333333,180280063.04
netdata_5g,netdata_channel,12,12,16,milp,local,3282,2.21665,2.21665,True,0.0,0.19814754102844745,0.19814754102844745,36864,78,,,0.19814754102844745,0.0,1.1179741122748562e-05,False,-1.1179741122748562e-05,measured_local,08:00,08:30,2.389715,0.1965583333333333,180280063.04
netdata_5g,netdata_channel,12,12,16,qaoa,nominal,3282,2.21665,2.21665,True,0.0,0.02175087493378669,0.02175087493378669,36864,123,0.0022869327022606105,,9.8726,0.0,0.0005570248898148149,False,-0.0005570248898148149,modeled_qpu,08:00,08:30,2.389715,0.1965583333333333,180280063.04
netdata_5g,netdata_channel,12,12,16,qaoa_warm,nominal,3282,2.21665,2.21665,True,0.0,0.027611500001512468,0.027611500001512468,36864,118,0.01227941706257588,0.00010616600047796965,9.4916,0.0,0.000535528375925926,False,-0.000535528375925926,modeled_qpu,08:00,08:30,2.389715,0.1965583333333333,180280063.04
netdata_5g,netdata_channel,12,12,17,task_specific,local,723,2.503355,2.389715,True,0.0,8.937506936490536e-05,8.937506936490536e-05,36864,48,,,8.937506936490536e-05,0.033524942362411055,3.9887762438781835e-09,False,-0.0335249463511873,measured_local,08:30,09:00,3.1181900000000002,0.27470833333333333,301660547.66999996
netdata_5g,netdata_channel,12,12,17,milp,local,813,2.389715,2.389715,True,0.0,0.11223316704854369,0.11223316704854369,36864,21,,,0.11223316704854369,0.0,5.008924677536857e-06,False,-5.008924677536857e-06,measured_local,08:30,09:00,2.9570250000000007,0.27470833333333333,301660547.66999996
netdata_5g,netdata_channel,12,12,17,qaoa,nominal,3282,2.389715,2.389715,True,0.0,0.02088470896705985,0.02088470896705985,36864,118,0.0034262668878609934,,9.4916,0.0,0.00042360659259259255,False,-0.00042360659259259255,modeled_qpu,08:30,09:00,2.9570250000000007,0.27470833333333333,301660547.66999996
netdata_5g,netdata_channel,12,12,17,qaoa_warm,nominal,3282,2.389715,2.389715,True,0.0,0.027361166081391275,0.027361166081391275,36864,118,0.0022420759720545333,9.120802860707045e-05,9.4916,0.0,0.00042360659259259255,False,-0.00042360659259259255,modeled_qpu,08:30,09:00,2.9570250000000007,0.27470833333333333,301660547.66999996
netdata_5g,netdata_channel,12,12,18,task_specific,local,3241,3.295015,2.957025,True,0.0,9.29159577935934e-05,9.29159577935934e-05,36864,48,,,9.29159577935934e-05,0.08541517933295847,8.17531378642242e-09,False,-0.08541518750827226,measured_local,09:00,09:30,5.089739999999999,0.3863666666666667,409765672.95
netdata_5g,netdata_channel,12,12,18,milp,local,3282,2.957025,2.957025,True,0.0,0.10655879194382578,0.10655879194382578,36864,21,,,0.10655879194382578,0.0,9.375693707835229e-06,False,-9.375693707835229e-06,measured_local,09:00,09:30,4.601815,0.3863666666666667,409765672.95
netdata_5g,netdata_channel,12,12,18,qaoa,nominal,3282,2.957025,2.957025,True,0.0,0.021104041952639818,0.021104041952639818,36864,119,0.0036369076292737976,,9.5678,0.0,0.000841833513888889,False,-0.000841833513888889,modeled_qpu,09:00,09:30,4.601815,0.3863666666666667,409765672.95
netdata_5g,netdata_channel,12,12,18,qaoa_warm,nominal,3219,3.009695,2.957025,True,0.0,0.02907279203645885,0.02907279203645885,36864,124,0.0006309063163267706,8.987507317215204e-05,9.9488,0.013310504735249334,0.0008753562222222224,False,-0.014185860957471557,modeled_qpu,09:00,09:30,4.657415,0.3863666666666667,409765672.95
netdata_5g,netdata_channel,12,12,19,task_specific,local,1238,4.25378,4.25378,True,0.0,8.966599125415087e-05,8.966599125415087e-05,36864,48,,,8.966599125415087e-05,0.0,4.3724624346294965e-09,False,-4.3724624346294965e-09,measured_local,09:30,10:00,4.787875,0.45315833333333333,530082637.18999994
netdata_5g,netdata_channel,12,12,19,milp,local,2857,4.25378,4.25378,True,0.0,0.08983354200609028,0.08983354200609028,36864,16,,,0.08983354200609028,0.0,4.38063286088032e-06,False,-4.38063286088032e-06,measured_local,09:30,10:00,4.787875,0.45315833333333333,530082637.18999994
netdata_5g,netdata_channel,12,12,19,qaoa,nominal,2857,4.25378,4.25378,True,0.0,0.021082749939523637,0.021082749939523637,36864,119,0.003208536691997549,,9.5678,0.0,0.0004665631361111112,False,-0.0004665631361111112,modeled_qpu,09:30,10:00,4.787875,0.45315833333333333,530082637.18999994
netdata_5g,netdata_channel,12,12,19,qaoa_warm,nominal,1238,4.25378,4.25378,True,0.0,0.033539791009388864,0.033539791009388864,36864,110,0.10567545305052137,9.020802099257708e-05,8.882,0.0,0.00043312086111111113,False,-0.00043312086111111113,modeled_qpu,09:30,10:00,4.787875,0.45315833333333333,530082637.18999994
netdata_5g,netdata_channel,12,12,20,task_specific,local,1198,5.465669999999999,4.787875,True,0.0,9.758304804563522e-05,9.758304804563522e-05,36864,48,,,9.758304804563522e-05,0.11710601904844174,6.273776797267297e-09,False,-0.11710602532221855,measured_local,10:00,10:30,5.713604999999999,0.44303333333333333,472927172.15
netdata_5g,netdata_channel,12,12,20,milp,local,2857,4.787875,4.787875,True,0.0,0.08386845898348838,0.08386845898348838,36864,15,,,0.08386845898348838,0.0,5.392043008813439e-06,False,-5.392043008813439e-06,measured_local,10:00,10:30,5.03196,0.44303333333333333,472927172.15
netdata_5g,netdata_channel,12,12,20,qaoa,nominal,2857,4.787875,4.787875,True,0.0,0.024283207952976227,0.024283207952976227,36864,114,0.003853763981427401,,9.1868,0.0,0.0005906346833333332,False,-0.0005906346833333332,modeled_qpu,10:00,10:30,5.03196,0.44303333333333333,472927172.15
netdata_5g,netdata_channel,12,12,20,qaoa_warm,nominal,1238,4.787875,4.787875,True,0.0,0.030543499975465238,0.030543499975465238,36864,127,0.002345068861140536,0.00011216697748750448,10.1774,0.0,0.0006543220083333332,False,-0.0006543220083333332,modeled_qpu,10:00,10:30,5.03196,0.44303333333333333,472927172.15
netdata_5g,netdata_channel,12,12,21,task_specific,local,2729,5.273375,4.933364999999999,True,0.0,0.00010175001807510853,0.00010175001807510853,36864,48,,,0.00010175001807510853,0.05730475033981567,4.672963793079058e-09,False,-0.057304755012779464,measured_local,10:30,11:00,5.951429999999999,0.5055333333333334,537129725.12
netdata_5g,netdata_channel,12,12,21,milp,local,2961,4.933364999999999,4.933364999999999,True,0.0,0.0851082910085097,0.0851082910085097,36864,19,,,0.0851082910085097,0.0,3.9086770685389634e-06,False,-3.9086770685389634e-06,measured_local,10:30,11:00,5.234139999999999,0.5055333333333334,537129725.12
netdata_5g,netdata_channel,12,12,21,qaoa,nominal,1134,4.933364999999999,4.933364999999999,True,0.0,0.02067295799497515,0.02067295799497515,36864,116,0.003840190717422045,,9.3392,0.0,0.00042891140740740737,False,-0.00042891140740740737,modeled_qpu,10:30,11:00,5.234139999999999,0.5055333333333334,537129725.12
netdata_5g,netdata_channel,12,12,21,qaoa_warm,nominal,2961,4.933364999999999,4.933364999999999,True,0.0,0.03041224996559322,0.03041224996559322,36864,129,0.0023746597211195333,9.325006976723671e-05,10.3298,0.0,0.00047440562962962964,False,-0.00047440562962962964,modeled_qpu,10:30,11:00,5.234139999999999,0.5055333333333334,537129725.12
netdata_5g,netdata_channel,12,12,22,task_specific,local,2769,5.805224999999999,5.23414,True,0.0,8.783303201198578e-05,8.783303201198578e-05,36864,48,,,8.783303201198578e-05,0.09160605953668015,3.6654025488705537e-09,False,-0.0916060632020827,measured_local,11:00,11:30,5.438625,0.46545,506285125.17
netdata_5g,netdata_channel,12,12,22,milp,local,2961,5.23414,5.23414,True,0.0,0.07603083399590105,0.07603083399590105,36864,17,,,0.07603083399590105,0.0,3.1728793409215364e-06,False,-3.1728793409215364e-06,measured_local,11:00,11:30,5.3970400000000005,0.46545,506285125.17
netdata_5g,netdata_channel,12,12,22,qaoa,nominal,2961,5.23414,5.23414,True,0.0,0.02052149991504848,0.02052149991504848,36864,116,0.003974911455728476,,9.3392,0.0,0.0003897386518518518,False,-0.0003897386518518518,modeled_qpu,11:00,11:30,5.3970400000000005,0.46545,506285125.17
netdata_5g,netdata_channel,12,12,22,qaoa_warm,nominal,2961,5.23414,5.23414,True,0.0,0.03031333291437477,0.03031333291437477,36864,128,0.017327401339113382,8.987495675683022e-05,10.2536,0.0,0.00042789791851851846,False,-0.00042789791851851846,modeled_qpu,11:00,11:30,5.3970400000000005,0.46545,506285125.17
netdata_5g,netdata_channel,12,12,23,task_specific,local,745,5.433795,5.050244999999999,True,0.0,9.400001727044582e-05,9.400001727044582e-05,36864,48,,,9.400001727044582e-05,0.06339412701469123,2.410491183615739e-09,False,-0.06339412942518241,measured_local,11:30,12:00,5.0790999999999995,0.4280916666666666,434782932.33000004
netdata_5g,netdata_channel,12,12,23,milp,local,873,5.050244999999999,5.050244999999999,True,0.0,0.09851687494665384,0.09851687494665384,36864,17,,,0.09851687494665384,0.0,2.526319307081092e-06,False,-2.526319307081092e-06,measured_local,11:30,12:00,4.80059,0.4280916666666666,434782932.33000004
netdata_5g,netdata_channel,12,12,23,qaoa,nominal,3222,5.050244999999999,5.050244999999999,True,0.0,0.020631958032026887,0.020631958032026887,36864,115,0.003823562840518357,,9.263,0.0,0.00023753591203703713,False,-0.00023753591203703713,modeled_qpu,11:30,12:00,4.80059,0.4280916666666666,434782932.33000004
netdata_5g,netdata_channel,12,12,23,qaoa_warm,nominal,873,5.050244999999999,5.050244999999999,True,0.0,0.026725166011601686,0.026725166011601686,36864,114,0.01703413099478974,9.066693019121885e-05,9.1868,0.0,0.000235581875925926,False,-0.000235581875925926,modeled_qpu,11:30,12:00,4.80059,0.4280916666666666,434782932.33000004
netdata_5g,netdata_channel,12,12,24,task_specific,local,745,5.0790999999999995,4.80059,True,0.0,9.045901242643595e-05,9.045901242643595e-05,36864,48,,,9.045901242643595e-05,0.04801408132620989,5.1431811648567585e-09,False,-0.04801408646939106,measured_local,12:00,12:30,5.42796,0.43234999999999996,475714402.86999995
netdata_5g,netdata_channel,12,12,24,milp,local,873,4.80059,4.80059,True,0.0,0.0841658329591155,0.0841658329591155,36864,11,,,0.0841658329591155,0.0,4.7853731230134144e-06,False,-4.7853731230134144e-06,measured_local,12:00,12:30,5.104900000000001,0.43234999999999996,475714402.86999995
netdata_5g,netdata_channel,12,12,24,qaoa,nominal,3222,4.80059,4.80059,True,0.0,0.020958916982635856,0.020958916982635856,36864,118,0.003616388871345297,,9.4916,0.0,0.0005396589796296296,False,-0.0005396589796296296,modeled_qpu,12:00,12:30,5.104900000000001,0.43234999999999996,475714402.86999995
netdata_5g,netdata_channel,12,12,24,qaoa_warm,nominal,873,4.80059,4.80059,True,0.0,0.02726600004825741,0.02726600004825741,36864,115,0.016266925284368322,9.566708467900753e-05,9.263,0.0,0.0005266615879629629,False,-0.0005266615879629629,modeled_qpu,12:00,12:30,5.104900000000001,0.43234999999999996,475714402.86999995
netdata_5g,netdata_channel,12,12,25,task_specific,local,2729,5.053545,4.581685,True,0.0,9.837502148002386e-05,9.837502148002386e-05,36864,48,,,9.837502148002386e-05,0.08453719620508851,4.829484850806356e-09,False,-0.08453720103457336,measured_local,12:30,13:00,4.3282099999999994,0.34915,324862936.27
netdata_5g,netdata_channel,12,12,25,milp,local,1238,4.581685,4.581685,True,0.0,0.09836258296854794,0.09836258296854794,36864,11,,,0.09836258296854794,0.0,4.82887421203001e-06,False,-4.82887421203001e-06,measured_local,12:30,13:00,3.60173,0.34915,324862936.27
netdata_5g,netdata_channel,12,12,25,qaoa,nominal,1238,4.581685,4.581685,True,0.0,0.02050429198425263,0.02050429198425263,36864,115,0.004204046498437182,,9.263,0.0,0.00045474468518518516,False,-0.00045474468518518516,modeled_qpu,12:30,13:00,3.60173,0.34915,324862936.27
netdata_5g,netdata_channel,12,12,25,qaoa_warm,nominal,2857,4.581685,4.581685,True,0.0,0.027675416902638972,0.027675416902638972,36864,117,0.019544895172474732,9.154097642749548e-05,9.4154,0.0,0.0004622263962962962,False,-0.0004622263962962962,modeled_qpu,12:30,13:00,3.60173,0.34915,324862936.27
netdata_5g,netdata_channel,12,12,26,task_specific,local,2769,4.02614,3.46936,True,0.0,9.124993812292814e-05,9.124993812292814e-05,36864,48,,,9.124993812292814e-05,0.1245771206615712,2.4983895095323933e-09,False,-0.12457712315996071,measured_local,13:00,13:30,3.783595,0.3228166666666667,328959874.63
netdata_5g,netdata_channel,12,12,26,milp,local,2838,3.46936,3.46936,True,0.0,0.07582433300558478,0.07582433300558478,36864,15,,,0.07582433300558478,0.0,2.0760421546066127e-06,False,-2.0760421546066127e-06,measured_local,13:00,13:30,3.290935,0.3228166666666667,328959874.63
netdata_5g,netdata_channel,12,12,26,qaoa,nominal,2838,3.46936,3.46936,True,0.0,0.021042792010121047,0.021042792010121047,36864,117,0.004309345901753145,,9.4154,0.0,0.0002577901648148148,False,-0.0002577901648148148,modeled_qpu,13:00,13:30,3.290935,0.3228166666666667,328959874.63
netdata_5g,netdata_channel,12,12,26,qaoa_warm,nominal,745,3.91389,3.46936,True,0.0,0.028800084022805095,0.028800084022805095,36864,121,0.0007231948311942251,9.283400140702724e-05,9.7202,0.0994616678898097,0.0002661354759259259,False,-0.09972780336573563,modeled_qpu,13:00,13:30,3.395885,0.3228166666666667,328959874.63
netdata_5g,netdata_channel,12,12,27,task_specific,local,1326,3.7835949999999996,3.2909349999999993,True,0.0,9.287497960031033e-05,9.287497960031033e-05,36864,48,,,9.287497960031033e-05,0.11481413724514597,6.929075445643523e-09,False,-0.11481414417422142,measured_local,13:30,14:00,4.408964999999999,0.4076583333333334,490078952.64
netdata_5g,netdata_channel,12,12,27,milp,local,2838,3.2909349999999993,3.2909349999999993,True,0.0,0.08441791601944715,0.08441791601944715,36864,15,,,0.08441791601944715,0.0,6.298123688210143e-06,False,-6.298123688210143e-06,measured_local,13:30,14:00,4.188465,0.4076583333333334,490078952.64
netdata_5g,netdata_channel,12,12,27,qaoa,nominal,2838,3.2909349999999993,3.2909349999999993,True,0.0,0.020855334005318582,0.020855334005318582,36864,117,0.004071420906251357,,9.4154,0.0,0.0007024498657407408,False,-0.0007024498657407408,modeled_qpu,13:30,14:00,4.188465,0.4076583333333334,490078952.64
netdata_5g,netdata_channel,12,12,27,qaoa_warm,nominal,3350,3.395885,3.2909349999999993,True,0.0,0.03000491706188768,0.03000491706188768,36864,127,0.0006800796674797491,9.920902084559202e-05,10.1774,0.024458538756704673,0.0007593000046296297,False,-0.025217838761334304,modeled_qpu,13:30,14:00,4.080164999999999,0.4076583333333334,490078952.64
netdata_5g,netdata_channel,12,12,28,task_specific,local,2769,4.408965,4.0412,True,0.0,8.90420051291585e-05,8.90420051291585e-05,36864,48,,,8.90420051291585e-05,0.07295187653733246,7.2730004467302925e-09,False,-0.07295188381033291,measured_local,14:00,14:30,5.36787,0.4592333333333333,521853382.62000006
netdata_5g,netdata_channel,12,12,28,milp,local,873,4.0412,4.0412,True,0.0,0.09825433394871652,0.09825433394871652,36864,17,,,0.09825433394871652,0.0,8.025468582672247e-06,False,-8.025468582672247e-06,measured_local,14:00,14:30,4.751855,0.4592333333333333,521853382.62000006
netdata_5g,netdata_channel,12,12,28,qaoa,nominal,3222,4.0412,4.0412,True,0.0,0.020221415907144547,0.020221415907144547,36864,113,0.003798603693403835,,9.1106,0.0,0.0007441588694444444,False,-0.0007441588694444444,modeled_qpu,14:00,14:30,4.751855,0.4592333333333333,521853382.62000006
netdata_5g,netdata_channel,12,12,28,qaoa_warm,nominal,3222,4.0412,4.0412,True,0.0,0.027153874980285764,0.027153874980285764,36864,115,0.0006454394751096205,9.183294605463743e-05,9.263,0.0,0.000756606986111111,False,-0.000756606986111111,modeled_qpu,14:00,14:30,4.751855,0.4592333333333333,521853382.62000006
netdata_5g,netdata_channel,12,12,29,task_specific,local,721,5.215745,4.751855,True,0.0,9.258405771106482e-05,9.258405771106482e-05,36864,48,,,9.258405771106482e-05,0.08065050318549409,3.571772930121774e-09,False,-0.08065050675726702,measured_local,14:30,15:00,5.151175,0.4663916666666666,488744890.33000004
netdata_5g,netdata_channel,12,12,29,milp,local,3222,4.751855,4.751855,True,0.0,0.07921983301639557,0.07921983301639557,36864,17,,,0.07921983301639557,0.0,3.056198465396409e-06,False,-3.056198465396409e-06,measured_local,14:30,15:00,4.859165,0.4663916666666666,488744890.33000004
netdata_5g,netdata_channel,12,12,29,qaoa,nominal,3222,4.751855,4.751855,True,0.0,0.021474291919730604,0.021474291919730604,36864,120,0.004107963137693739,,9.644,0.0,0.0003720530185185186,False,-0.0003720530185185186,modeled_qpu,14:30,15:00,4.859165,0.4663916666666666,488744890.33000004
netdata_5g,netdata_channel,12,12,29,qaoa_warm,nominal,745,5.11523,4.751855,True,0.0,0.026978124980814755,0.026978124980814755,36864,114,0.00120000062217035,9.133294224739075e-05,9.1868,0.06317527128204735,0.0003544148351851852,False,-0.06352968611723253,modeled_qpu,14:30,15:00,5.21918,0.4663916666666666,488744890.33000004
